gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A2-R4_MC12g11113	19	12	4	4	19606	15149
MvSl-1064-A2-R4_MC12g11114	1333	1675	1429	1614	5573	5642
MvSl-1064-A2-R4_MC12g11115	2197	2243	6761	6461	2821	2205
MvSl-1064-A2-R4_MC12g11116	2994	2969	1872	1989	4230	4634
MvSl-1064-A2-R4_MC12g11117	10795	8299	8468	8168	9145	9907
MvSl-1064-A2-R4_MC12g11118	1810	1638	707	615	1904	2231
MvSl-1064-A2-R4_MC12g11119	3611	3691	5038	5614	6071	5506
MvSl-1064-A2-R4_MC12g11120	187	223	275	230	336	253
MvSl-1064-A2-R4_MC12g11121	1080	1064	685	728	1170	1107
MvSl-1064-A2-R4_MC12g11122	154	164	924	1082	312	277
MvSl-1064-A2-R4_MC12g11123	260	292	633	740	1393	1602
MvSl-1064-A2-R4_MC12g11124	0	1.05983	0	1.06553	0	0
MvSl-1064-A2-R4_MC12g11125	112.289	88.9602	52.3635	45.6089	103.874	89.8346
MvSl-1064-A2-R4_MC12g11126	232	244.216	33	18.07	258.634	337.327
MvSl-1064-A2-R4_MC12g11127	170.461	216.652	15.057	31.1564	192.94	233.453
MvSl-1064-A2-R4_MC12g11128	12.1225	16	1	3	92.6505	135.064
MvSl-1064-A2-R4_MC12g11129	1345.88	1826.55	936.474	978.135	1744.15	1892.88
MvSl-1064-A2-R4_MC12g11130	1595	1408	1406	1569	1589	1532
MvSl-1064-A2-R4_MC12g11131	556	469	648	699	644	733
MvSl-1064-A2-R4_MC12g11132	125	86	130	170	244	271
MvSl-1064-A2-R4_MC12g11133	1320.35	1402	377.16	322.135	2003	2260.79
MvSl-1064-A2-R4_MC12g11134	22	22	50	49	17	35
MvSl-1064-A2-R4_MC12g11135	16.839	32.1693	5.14261	6.20075	21.743	27.1715
MvSl-1064-A2-R4_MC12g11136	0	1.29979	0	0	0	0
MvSl-1064-A2-R4_MC12g11137	99.0192	129.681	3.83234	4.08001	76.9171	116.455
MvSl-1064-A2-R4_MC12g11138	1.20089	2.6018	0	3.907	0	4.15448
MvSl-1064-A2-R4_MC12g11139	119.684	109.484	22.1282	19.3612	75.8762	86.5233
MvSl-1064-A2-R4_MC12g11140	3	3.89226	0.334074	0	0.5	0
MvSl-1064-A2-R4_MC12g11141	939	969	1242	1307	1477	1345
MvSl-1064-A2-R4_MC12g11142	342	365	142	173	441	402
MvSl-1064-A2-R4_MC12g11143	1666	1813	1730	1840	2289	2323
MvSl-1064-A2-R4_MC12g11144	1925	2116	2488	2733	3991	3623
MvSl-1064-A2-R4_MC12g11145	1673	2089	2380	2172	2906	2430
MvSl-1064-A2-R4_MC12g11146	208	300	55	84	353	303
MvSl-1064-A2-R4_MC12g11147	148	196	44	50	168	170
MvSl-1064-A2-R4_MC12g11148	11167	11799	6342	6337	9132	7934
MvSl-1064-A2-R4_MC12g11149	239	209	321	330	223	179
MvSl-1064-A2-R4_MC12g11150	1180	1079	1986	2032	1259	1059
MvSl-1064-A2-R4_MC12g11151	1068	951	1956	2052	1082	945
MvSl-1064-A2-R4_MC12g11152	5048	5005	2899	3106	5653	4825
MvSl-1064-A2-R4_MC12g11153	2506	2546	3229	3987	3020	2844
MvSl-1064-A2-R4_MC12g11154	2.15047	3.80451	11.0684	8.31969	6.39005	8.99288
MvSl-1064-A2-R4_MC12g11155	145.274	174.593	505.002	441.132	346.792	341.241
MvSl-1064-A2-R4_MC12g11156	105.432	125.771	154.312	140.834	91.9849	78.2433
MvSl-1064-A2-R4_MC12g11157	241.315	311.485	461.843	455.403	150.933	166.681
MvSl-1064-A2-R4_MC12g11158	6.11683	11.2853	1.92915	1.83756	1.762	4.50607
MvSl-1064-A2-R4_MC12g11159	1584.01	1954.29	1499.94	1664.29	2492.26	2021.58
MvSl-1064-A2-R4_MC12g11160	1745	1434	1951	1732	2423	2076
MvSl-1064-A2-R4_MC12g11161	3310	3634	6976	6800	3405	3276
MvSl-1064-A2-R4_MC12g11162	10	12	6	15	4	6
MvSl-1064-A2-R4_MC12g11163	2.91851	0	0	1.18227	0	5.55053
MvSl-1064-A2-R4_MC12g11164	179	158	2120	2596	394	269
MvSl-1064-A2-R4_MC12g11165	369	362	1536	1698	655	514
MvSl-1064-A2-R4_MC12g11166	2770	2769	28089	21222	5381	5838
MvSl-1064-A2-R4_MC12g11167	1700	1458	275	312	873	1176
MvSl-1064-A2-R4_MC12g11168	5280	6497	6522	7107	10394	8176
MvSl-1064-A2-R4_MC12g11169	3857	3859	2782	3069	6367	7042
MvSl-1064-A2-R4_MC12g11170	651	546	2300	2366	813	685
MvSl-1064-A2-R4_MC12g11171	528	496	725	673	502	472
MvSl-1064-A2-R4_MC12g11172	3200	2597	4004	3870	4499	3806
MvSl-1064-A2-R4_MC12g11173	654	398	543	902	297	278
MvSl-1064-A2-R4_MC12g11174	8471	8721	15651	21072	9029	12893
MvSl-1064-A2-R4_MC12g11175	210	258	96	98	259	283
MvSl-1064-A2-R4_MC12g11176	521	450	3250	2757	601	518
MvSl-1064-A2-R4_MC12g11177	129	222	387	303	240	181
MvSl-1064-A2-R4_MC12g11178	1250	1226	2144	1684	1782	1683
MvSl-1064-A2-R4_MC12g11179	4461	3641	3002	3104	4404	4954
MvSl-1064-A2-R4_MC12g11180	523	427	1049	921	804	607
MvSl-1064-A2-R4_MC12g11181	593	472	1932	1989	779	572
MvSl-1064-A2-R4_MC12g11182	8794	10164	5559	5728	9945	8275
MvSl-1064-A2-R4_MC12g11183	346	518	140	172	92	120
MvSl-1064-A2-R4_MC12g11184	226.075	387.498	124.791	144.706	360.681	384.068
MvSl-1064-A2-R4_MC12g11185	157.179	218.72	62.6687	51.1712	296.542	325.899
MvSl-1064-A2-R4_MC12g11186	426	550	153	170	7677	4988
MvSl-1064-A2-R4_MC12g11187	69	46	386	348	94	69
MvSl-1064-A2-R4_MC12g11188	572	640	699	715	699	707
MvSl-1064-A2-R4_MC12g11189	109	121	357	313	111	74
MvSl-1064-A2-R4_MC12g11190	2143	1833	3102	3263	2133	1682
MvSl-1064-A2-R4_MC12g11191	77.4821	121.956	20.6079	24.8439	111.761	119.909
MvSl-1064-A2-R4_MC12g11192	90.5179	66.0437	26.3921	19.1561	93.2391	119.091
MvSl-1064-A2-R4_MC12g11193	1743	2261	1810	2122	1501	1070
MvSl-1064-A2-R4_MC12g11194	2769	2119	2087	1458	1547	2653
MvSl-1064-A2-R4_MC12g11195	2196	1942	8235	9840	2826	2194
MvSl-1064-A2-R4_MC12g11196	1631	1693	2789	2635	2257	1879
MvSl-1064-A2-R4_MC12g11197	1752	1748	1326	1030	2142	1452
MvSl-1064-A2-R4_MC12g11198	764	783	720	765	935	806
MvSl-1064-A2-R4_MC12g11199	712	674	1005	977	806	935
MvSl-1064-A2-R4_MC12g11200	2925	3186	1410	1574	3368	2804
MvSl-1064-A2-R4_MC12g11201	266	316	494	580	395	336
MvSl-1064-A2-R4_MC12g11202	1740	1405	7943	10652	1451	1110
MvSl-1064-A2-R4_MC12g11203	1245	1100	12323	16088	1530	1305
MvSl-1064-A2-R4_MC12g11204	380	345	297	276	287	391
MvSl-1064-A2-R4_MC12g11205	1983	1624	6492	6372	2544	1953
MvSl-1064-A2-R4_MC12g11206	1414	1174	1895	2083	1793	1224
MvSl-1064-A2-R4_MC12g11207	1722	2031	3770	4233	2913	2365
MvSl-1064-A2-R4_MC12g11208	230	141	1836	2728	148	301
MvSl-1064-A2-R4_MC12g11209	209	204	453	747	540	380
MvSl-1064-A2-R4_MC12g11210	422	391	836	1149	469	393
MvSl-1064-A2-R4_MC12g11211	1361	1135	2918	2763	1656	1643
MvSl-1064-A2-R4_MC12g11212	3432	2157	16658	13157	3998	2808
MvSl-1064-A2-R4_MC12g11213	5233	3488	36224	28004	6435	4613
MvSl-1064-A2-R4_MC12g11214	7829	6252	3458	2997	6726	7062
MvSl-1064-A2-R4_MC12g11215	1328	1150	1871	1752	1219	1802
MvSl-1064-A2-R4_MC12g11216	1794	1734	1133	1203	2409	2561
MvSl-1064-A2-R4_MC12g11217	0	0	0	0	0	0
MvSl-1064-A2-R4_MC12g11218	3	10	4	4	4	3
MvSl-1064-A2-R4_MC12g11219	1181	1136	2145	1991	2075	1815
MvSl-1064-A2-R4_MC12g11220	4079	4862	6264	6689	5050	4065
MvSl-1064-A2-R4_MC12g11221	49	40	2483	1981	215	279
MvSl-1064-A2-R4_MC12g11222	1286	1151	982	913	1485	1751
MvSl-1064-A2-R4_MC12g11223	3476	2937	4201	4163	3223	3182
MvSl-1064-A2-R4_MC12g11224	8425.55	8083.48	38980.1	31782.6	8300.06	7350.42
MvSl-1064-A2-R4_MC12g11225	954	852	3295	3924	1003	856
MvSl-1064-A2-R4_MC12g11226	6	5	78	83	8	17
MvSl-1064-A2-R4_MC12g11227	4611	4637	2027	3049	4772	3374
MvSl-1064-A2-R4_MC12g11228	3976	3352	7268	6695	5780	5352
MvSl-1064-A2-R4_MC12g11229	83.2613	115.13	127.397	69.9562	87.0901	88.2008
MvSl-1064-A2-R4_MC12g11230	554.642	578.372	318.327	282.98	638.858	801.908
MvSl-1064-A2-R4_MC12g11231	323	319	449	421	690	664
MvSl-1064-A2-R4_MC12g11232	1137	969	1953	2242	1891	1616
MvSl-1064-A2-R4_MC12g11233	369	378	924	965	505	537
MvSl-1064-A2-R4_MC12g11234	2323	2735	19244	21006	2653	2904
MvSl-1064-A2-R4_MC12g11235	2301	2068	6174	5975	2946.84	3340
MvSl-1064-A2-R4_MC12g11236	698	797	1902	2725	929	839
MvSl-1064-A2-R4_MC12g11237	37	64	2	2	102	109
MvSl-1064-A2-R4_MC12g11238	16	4	16	18	12	2
MvSl-1064-A2-R4_MC12g11239	1487	1461	2354	2255	2566	2202
MvSl-1064-A2-R4_MC12g11240	3947	2083	8668	14000	2564	2555
MvSl-1064-A2-R4_MC12g11241	2851	2915	2923	3178	3435	2906
MvSl-1064-A2-R4_MC12g11242	2747	2061	9844	7456	922	1208
MvSl-1064-A2-R4_MC12g11243	31	43	48	39	36	63
MvSl-1064-A2-R4_MC12g11244	2892	2471	3727	3078	3917	3161
MvSl-1064-A2-R4_MC12g11245	281	288	454	477	400	336
MvSl-1064-A2-R4_MC12g11246	277	235	902	922	323	309
MvSl-1064-A2-R4_MC12g11247	2195	2434	3566	3794	3238	2663
MvSl-1064-A2-R4_MC12g11248	140	222	49	43	341	476
MvSl-1064-A2-R4_MC12g11249	80	110	38	37	507	547
MvSl-1064-A2-R4_MC12g11250	806.42	911.462	109.472	114.867	1211.76	1409.44
MvSl-1064-A2-R4_MC12g11251	629.545	633.952	218.066	142.56	207.814	237.266
MvSl-1064-A2-R4_MC12g11252	176.395	215.436	55	118	170.143	194.078
MvSl-1064-A2-R4_MC12g11253	163.113	316.758	38.7821	23.8249	262.928	503.501
MvSl-1064-A2-R4_MC12g11254	303	339	247	198	180	182
MvSl-1064-A2-R4_MC12g11255	3808	3515	10921	10827	3798	3462
MvSl-1064-A2-R4_MC12g11256	908	796	1115	1080	1023	968
MvSl-1064-A2-R4_MC12g11257	19	13	3648	4504	20	17
MvSl-1064-A2-R4_MC12g11258	2269	1881	4085	3433	2549	2150
MvSl-1064-A2-R4_MC12g11259	2348	2105	5732	5522	2923	2857
MvSl-1064-A2-R4_MC12g11260	1152	1013	7462	7974	1335	1314
MvSl-1064-A2-R4_MC12g11261	1864	1676	10863	11631	1884	1358
MvSl-1064-A2-R4_MC12g11262	546	495	1044	1076	743	576
MvSl-1064-A2-R4_MC12g11263	267	215	498	524	340	320
MvSl-1064-A2-R4_MC12g11264	3392	2756	5045	5467	3613	3263
MvSl-1064-A2-R4_MC12g11265	2365	2088	1637	1986	1899	1324
MvSl-1064-A2-R4_MC12g11266	25232	25125	55596	53239	26728	22025
MvSl-1064-A2-R4_MC12g11267	528	476	669	748	962	598
MvSl-1064-A2-R4_MC12g11268	247	347	31	19	139	126
MvSl-1064-A2-R4_MC12g11269	14795	20776	4487	5896	43253	37771
MvSl-1064-A2-R4_MC12g11270	557	501	1445	1877	416	462
MvSl-1064-A2-R4_MC12g11271	3781	3844	3109	2870	3527	3374
MvSl-1064-A2-R4_MC12g11272	2068	1921	3331	3411	2096	2248
MvSl-1064-A2-R4_MC12g11273	1792	1582	3542	5110	1483	1364
MvSl-1064-A2-R4_MC12g11274	4	3	5	0	3	2
MvSl-1064-A2-R4_MC12g11275	189.888	257.681	75.6034	75.5333	235.761	253.729
MvSl-1064-A2-R4_MC12g11276	240	230	4624	4871	386	360
MvSl-1064-A2-R4_MC12g11277	907	780	2999	3368	934	759
MvSl-1064-A2-R4_MC12g11278	929	719	2277	2090	1092	827
MvSl-1064-A2-R4_MC12g11279	123	124	2211	3330	307	182
MvSl-1064-A2-R4_MC12g11280	657	689	928	1037	707.752	623
MvSl-1064-A2-R4_MC12g11281	27	54	1	5	4	4
MvSl-1064-A2-R4_MC12g11282	1729	2017	818	868	2254	2253
MvSl-1064-A2-R4_MC12g11283	2651	2781	2553	2717	3892	3238
MvSl-1064-A2-R4_MC12g11284	2106	2052	1504	1568	2599	2379
MvSl-1064-A2-R4_MC12g11285	1295	1087	1212	1276	906	735
MvSl-1064-A2-R4_MC12g11286	2728	3055	2653	2440	2885	2297
MvSl-1064-A2-R4_MC12g11287	1352	1303	2693	2219	1994	1818
MvSl-1064-A2-R4_MC12g11288	3347	3900	5355	4645	7302	8325
MvSl-1064-A2-R4_MC12g11289	1001	1332	1879	2039	1309	2296
MvSl-1064-A2-R4_MC12g11290	1214	915	2641	3971	1004	871
MvSl-1064-A2-R4_MC12g11291	448	443	872	1096	210	493
MvSl-1064-A2-R4_MC12g11292	1205	1981	3543	3184	2235	3660
MvSl-1064-A2-R4_MC12g11293	337	329	612	899	195	126
MvSl-1064-A2-R4_MC12g11294	3031	3461	2084	2217	4180	3642
MvSl-1064-A2-R4_MC12g11295	1555	1521	6560	5477	1631	1739
MvSl-1064-A2-R4_MC12g11296	187	231	308	452	282	315
MvSl-1064-A2-R4_MC12g11297	1668	1640	1073	1004	1593	1572
MvSl-1064-A2-R4_MC12g11298	648	535	818	822	459	435
MvSl-1064-A2-R4_MC12g11299	59	70	54	260	20	18
MvSl-1064-A2-R4_MC12g11300	5022	5394	3614	3430	6012	6198
MvSl-1064-A2-R4_MC12g11301	1159	795	413	321	4267	4674
MvSl-1064-A2-R4_MC12g11302	4610	4072	2685	2297	4101	4173
MvSl-1064-A2-R4_MC12g11303	11.4484	14.7312	29.4286	32.3795	9.94708	11.0141
MvSl-1064-A2-R4_MC12g11304	0	3.06225	0	0	0	0
MvSl-1064-A2-R4_MC12g11305	23	30	1	0	896	989
MvSl-1064-A2-R4_MC12g11306	2387	2103	4744	4792	4061	3105
MvSl-1064-A2-R4_MC12g11307	185.167	207.634	49.8387	53.96	165.491	138.316
MvSl-1064-A2-R4_MC12g11308	238	299	132	129	204	219
MvSl-1064-A2-R4_MC12g11309	16.8333	26.3662	53.1613	88.04	13.5094	7.68421
MvSl-1064-A2-R4_MC12g11310	53.0475	67.4822	23.5253	41.0971	48.7443	23.3929
MvSl-1064-A2-R4_MC12g11311	395	308	717	902	259	289
MvSl-1064-A2-R4_MC12g11312	3229	2546	5945	6365	2772	2927
MvSl-1064-A2-R4_MC12g11313	2557	2653	1478	1620	3099	2952
MvSl-1064-A2-R4_MC12g11314	263	278	464	420	397	361
MvSl-1064-A2-R4_MC12g11315	757	749	866	937	899	916
MvSl-1064-A2-R4_MC12g11316	3467	5309	18223	18292	5192	5152
MvSl-1064-A2-R4_MC12g11317	621	570	1222	1376	821	717
MvSl-1064-A2-R4_MC12g11318	1899	1691	6349	4737	2913	2911
MvSl-1064-A2-R4_MC12g11319	1248	1083	1401	1453	1715	1616
MvSl-1064-A2-R4_MC12g11320	520	444	544	682	378	398
MvSl-1064-A2-R4_MC12g11321	455	373	265	278	432	410
MvSl-1064-A2-R4_MC12g11322	1035	1129	1564	1607	1750	2053
MvSl-1064-A2-R4_MC12g11323	17761.5	19764.5	20623.9	16739.4	12732.9	11589.6
MvSl-1064-A2-R4_MC12g11324	2394	2250	7659	6890	2668	2104
MvSl-1064-A2-R4_MC12g11325	2820	2243	8709	8277	2821	2548
MvSl-1064-A2-R4_MC12g11326	1298	941	4549	5794	1738	1137
MvSl-1064-A2-R4_MC12g11327	18643	14352	87238	76524	16181	13627
MvSl-1064-A2-R4_MC12g11328	2550	2392	1274	1197	3308	3044
MvSl-1064-A2-R4_MC12g11329	485.214	489	1028	1558.05	375.852	273
MvSl-1064-A2-R4_MC12g11330	1	2	9	3	2	3
MvSl-1064-A2-R4_MC12g11331	1636	1648	1945	1939	1907	1581
MvSl-1064-A2-R4_MC12g11332	2903	2542	2111	2280	3321	3243
MvSl-1064-A2-R4_MC12g11333	252	320	309	336	437	320
MvSl-1064-A2-R4_MC12g11334	642	1285	991	1128	1286	888
MvSl-1064-A2-R4_MC12g11335	673	576	532	420	1055	922
MvSl-1064-A2-R4_MC12g11336	191	211	186	133	963	274
MvSl-1064-A2-R4_MC12g11337	1300	1031	2572	2608	2126	1734
MvSl-1064-A2-R4_MC12g11338	397	382	602	874	418	417
MvSl-1064-A2-R4_MC12g11339	1194	1047	1713	2008	1521	1407
MvSl-1064-A2-R4_MC12g11340	727	676	1245	1274	597	907
MvSl-1064-A2-R4_MC12g11341	61	73	118	107	77	67
MvSl-1064-A2-R4_MC12g11342	2012	2134	2275	2441	2071	2470
MvSl-1064-A2-R4_MC12g11343	4493	3596	5428	5668	4661	4609
MvSl-1064-A2-R4_MC12g11344	2870.74	2303.43	297.569	227	1220	3742.8
MvSl-1064-A2-R4_MC12g11345	1575	1484	2821	2617	1818	1614
MvSl-1064-A2-R4_MC12g11346	4361	4611	4863	4582	5386	4429
MvSl-1064-A2-R4_MC12g11347	488	404	339	390	471	546
MvSl-1064-A2-R4_MC12g11348	3707	3417	6741	6905	3424	3832
MvSl-1064-A2-R4_MC12g11349	4	7	13	13	10	6
MvSl-1064-A2-R4_MC12g11350	1336.25	1090.97	1051.96	1080.67	1378.07	1446.52
MvSl-1064-A2-R4_MC12g11351	8342	16002	2218	3874	9684	8283
MvSl-1064-A2-R4_MC12g11352	915	828	1482	1418	1206	1116
MvSl-1064-A2-R4_MC12g11353	1306	1315	1539	1782	1248	1277
MvSl-1064-A2-R4_MC12g11354	1729	1592	4139	4358	2359	1967
MvSl-1064-A2-R4_MC12g11355	1972	2119	731	869	2060	1913
MvSl-1064-A2-R4_MC12g11356	2919	2415	5847	5792	4187	3326
MvSl-1064-A2-R4_MC12g11357	2253	2640	14440	9998	4299	5290
MvSl-1064-A2-R4_MC12g11358	18	15	9	6	65	82
MvSl-1064-A2-R4_MC12g11359	1069	643	1667	1417	948	733
MvSl-1064-A2-R4_MC12g11360	1009	817	2219	2286	1098	996
MvSl-1064-A2-R4_MC12g11361	149	143	62	74	193	171
MvSl-1064-A2-R4_MC12g11362	150	161	72	83	176	197
MvSl-1064-A2-R4_MC12g11363	4230	4351	5563	5825	4955	4647
MvSl-1064-A2-R4_MC12g11364	70	94	213	271	168	94
MvSl-1064-A2-R4_MC12g11365	21	28	41	77	52	28
MvSl-1064-A2-R4_MC12g11366	80	101	157	180	114	66
MvSl-1064-A2-R4_MC12g11367	716	665	1261	1645	1303	923
MvSl-1064-A2-R4_MC12g11368	154	114	193	188	145	125
MvSl-1064-A2-R4_MC12g11369	1996	1879	3232	3087	2007	1769
MvSl-1064-A2-R4_MC12g11370	2118	1595	3953	4169	2227	2410
MvSl-1064-A2-R4_MC12g11371	8745	8411	10225	10267	12809	15171
MvSl-1064-A2-R4_MC12g11372	1470	1229	2345	2195	1432	1485
MvSl-1064-A2-R4_MC12g11373	2366	2521	2672	2771	2842	2812
MvSl-1064-A2-R4_MC12g11374	1356	1371	1537	1363	2380	2162
MvSl-1064-A2-R4_MC12g11375	48534	24090	2811	1932	9055	1659
MvSl-1064-A2-R4_MC12g11376	419	435	533	565	467	463
MvSl-1064-A2-R4_MC12g11377	2485	2137	3021	3088	2439	2879
MvSl-1064-A2-R4_MC12g11378	1151.64	1119.06	700.536	745.112	926.908	1131
MvSl-1064-A2-R4_MC12g11379	4212	3928	3841	3147	3735	4186
MvSl-1064-A2-R4_MC12g11380	4643	4747	1016	1624	6561	6086
MvSl-1064-A2-R4_MC12g11381	1457	1341	1646	1684	2379	1453
MvSl-1064-A2-R4_MC12g11382	4237	4621	2425	2483	4400	3403
MvSl-1064-A2-R4_MC12g11383	1406	1239	2708	2787	1718	1436
MvSl-1064-A2-R4_MC12g11384	12110	9320	9263	7613	7923	8531
MvSl-1064-A2-R4_MC12g11385	2042	1834	6809	9235	2408	2801
MvSl-1064-A2-R4_MC12g11386	713	801	952	1069	1013	797
MvSl-1064-A2-R4_MC12g11387	465	390	1503	1464	1095	908
MvSl-1064-A2-R4_MC12g11388	1231	1366	2099	2472	2454	1616
MvSl-1064-A2-R4_MC12g11389	1996	2554	802	877	1736	1282
MvSl-1064-A2-R4_MC12g11390	335	221	131	107	218	216
MvSl-1064-A2-R4_MC12g11391	869	492	1235	1129	1833	999
MvSl-1064-A2-R4_MC12g11392	1029	816	2304	2273	817	691
MvSl-1064-A2-R4_MC12g11393	358	330	874	1029	692	573
MvSl-1064-A2-R4_MC12g11394	1105	1139	1271	1367	1241	1376
MvSl-1064-A2-R4_MC12g11395	12.797	26.9732	212.889	322.753	30.9467	24.9794
MvSl-1064-A2-R4_MC12g11396	9	8.18576	48	58.8806	8.95925	13
MvSl-1064-A2-R4_MC12g11397	528.224	439.13	1219.26	1111.52	873.744	929.09
MvSl-1064-A2-R4_MC12g11398	85	53	499	401	34	39
MvSl-1064-A2-R4_MC12g11399	140	170	388	388	120	185
MvSl-1064-A2-R4_MC12g11400	6	3	3	2	4	3
MvSl-1064-A2-R4_MC12g11401	5	8	8	4	5.50669	6.50953
MvSl-1064-A2-R4_MC12g11402	11.5048	16.6698	11.142	10.691	8.37236	5.32389
MvSl-1064-A2-R4_MC12g11403	0	0	4	4.01585	0	4.10172
MvSl-1064-A2-R4_MC12g11404	126.612	153.256	169.844	151.849	194.427	237.062
MvSl-1064-A2-R4_MC12g11405	773.314	1005.03	1179.75	1651.57	1307.11	1042.53
MvSl-1064-A2-R4_MC12g11406	16811	15049	53537	45287	22487	20648
MvSl-1064-A2-R4_MC12g11407	2553	2420	4788	5273	3206	2775
MvSl-1064-A2-R4_MC12g11408	1063	1012	1966	1946	1203	1231
MvSl-1064-A2-R4_MC12g11409	2.32744	5.66916	0	1.14832	4.49981	1.12243
MvSl-1064-A2-R4_MC12g11410	5	8	8	4	5.50669	6.50953
MvSl-1064-A2-R4_MC12g11411	362.815	637.508	92	91.5433	158.197	200.823
MvSl-1064-A2-R4_MC12g11412	33	33	3	6	8.03208	20.0779
MvSl-1064-A2-R4_MC12g11413	85	138	13	23	68	139
MvSl-1064-A2-R4_MC12g11414	538	504	742	745	890	814
MvSl-1064-A2-R4_MC12g11415	209	193	328	373	370	298
MvSl-1064-A2-R4_MC12g11416	537	419	778	717	818	723
MvSl-1064-A2-R4_MC12g11417	1612	1410	2054	3146	1785	848
MvSl-1064-A2-R4_MC12g11418	4296	4874	2967	3538	4714	3135
MvSl-1064-A2-R4_MC12g11419	78.6693	117.745	15.2737	10.0562	87.5061	108.06
MvSl-1064-A2-R4_MC12g11420	7.01731	24.04	1.00244	2	26.2895	20.9675
MvSl-1064-A2-R4_MC12g11421	136.11	142.477	73.7872	62.7933	109.376	120.817
MvSl-1064-A2-R4_MC12g11422	53	52	38	28	70	74
MvSl-1064-A2-R4_MC12g11423	95.7764	130.87	27.7408	15.4799	105.256	176.91
MvSl-1064-A2-R4_MC12g11424	1537	1500	1069	1242	1469	1323
MvSl-1064-A2-R4_MC12g11425	994	951	785	835	2358	2219
MvSl-1064-A2-R4_MC12g11426	730	622	148	121	919	757
MvSl-1064-A2-R4_MC12g11427	56	83	21	35	27	33
MvSl-1064-A2-R4_MC12g11428	1223	866	5564	6704	1209	814
MvSl-1064-A2-R4_MC12g11429	621	545	816	843	729	618
MvSl-1064-A2-R4_MC12g11430	74	62	2107	4234	76	112
MvSl-1064-A2-R4_MC12g11431	6039	6537	7484	7075	7681	8301
MvSl-1064-A2-R4_MC12g11432	3353	2662	9020	7348	4260	3623
MvSl-1064-A2-R4_MC12g11433	554.856	577.358	79.225	39.9128	301.419	386.002
MvSl-1064-A2-R4_MC12g11434	18.4105	12.334	15.6816	15.4213	16.0093	23.0064
MvSl-1064-A2-R4_MC12g11435	2433	2527	4541	4497	3153	2684
MvSl-1064-A2-R4_MC12g11436	78	129	55	45	141	143
MvSl-1064-A2-R4_MC12g11437	302	406	107	114	360	370
MvSl-1064-A2-R4_MC12g11438	334	396	209	207	493	479
MvSl-1064-A2-R4_MC12g11439	646.267	619.038	348.374	341.495	845.295	869.871
MvSl-1064-A2-R4_MC12g11440	4612	4369	2122	2269	5032	4426
MvSl-1064-A2-R4_MC12g11441	5445	5325	3891	4821	7972	9419
MvSl-1064-A2-R4_MC12g11442	1777	1610	2767	2650	1963.64	2150
MvSl-1064-A2-R4_MC12g11443	11	6	70	109	7	6
MvSl-1064-A2-R4_MC12g11444	57	63	182	303	67	61
MvSl-1064-A2-R4_MC12g11445	33	28	191	97	24	14
MvSl-1064-A2-R4_MC12g11446	474	631	293	336	4046	3178
MvSl-1064-A2-R4_MC12g11447	1263	1182	3547	4037	1494	1289
MvSl-1064-A2-R4_MC12g11448	1187	1249	2594	2493	1545	1412
MvSl-1064-A2-R4_MC12g11449	60124	43518	22692	22813	16727	24802
MvSl-1064-A2-R4_MC12g11450	2403	2006	1692	1586	1303	1684
MvSl-1064-A2-R4_MC12g11451	1113	879	3348	3421	1105	1069
MvSl-1064-A2-R4_MC12g11452	13805	8626	5721	6594	11945	11947
MvSl-1064-A2-R4_MC12g11453	12380	7392	5286	6436	10366	10908
MvSl-1064-A2-R4_MC12g11454	5266	4691	6270	6851	6086	7266
MvSl-1064-A2-R4_MC12g11455	1758	1639	1776	1935	2504	2616
MvSl-1064-A2-R4_MC12g11456	5	1	3	1	0	0
MvSl-1064-A2-R4_MC12g11457	51	56	8	13	24	27
MvSl-1064-A2-R4_MC12g11458	1190	1077	1106	1167	1351	1509
MvSl-1064-A2-R4_MC12g11459	467	390	336	278	500	549
MvSl-1064-A2-R4_MC12g11460	2016	2005	3443	2645	3020	2561
MvSl-1064-A2-R4_MC12g11461	735	752	20984	17681	470	484
MvSl-1064-A2-R4_MC12g11462	29	37	849	643	25	24
MvSl-1064-A2-R4_MC12g11463	4113	3670	5609	7025	5025	3966
MvSl-1064-A2-R4_MC12g11464	1850	1786	4475	4632	2249	2009
MvSl-1064-A2-R4_MC12g11465	928	917	913	1095	1794	1462
MvSl-1064-A2-R4_MC12g11466	6073	5943	2234	1775	14620	10860
MvSl-1064-A2-R4_MC12g11467	3336	3307	2621	2809	2787	3000
MvSl-1064-A2-R4_MC12g11468	555.454	479.032	124.408	165.023	288.258	432.214
MvSl-1064-A2-R4_MC12g11469	16778	15787	5448	5525	6086	5311
MvSl-1064-A2-R4_MC12g11470	518	518	1887	1917	561	416
MvSl-1064-A2-R4_MC12g11471	76	76	310	349	93	81
MvSl-1064-A2-R4_MC12g11472	779	595	2102	2137	708	597
MvSl-1064-A2-R4_MC12g11473	294	191	707	648	245	227
MvSl-1064-A2-R4_MC12g11474	921	881	2147	2214	1235	1159
MvSl-1064-A2-R4_MC12g11475	4931	5007	10828	10237	5127	4179
MvSl-1064-A2-R4_MC12g11476	1245	1034	2038	1920	1141	1129
MvSl-1064-A2-R4_MC12g11477	1050	1015	929	890	1204	882
MvSl-1064-A2-R4_MC12g11478	498	429	49	37	289	183
