gida1	A1_1	A1_2	A2_1	A2_2						
MvSl-1064-A1-R4_A1g01495	795.321	651.378	1129.78	742.773						
MvSl-1064-A1-R4_A1g01496	87	53	142	101						
MvSl-1064-A1-R4_A1g01497	689	711	913	948						
MvSl-1064-A1-R4_A1g01498	579	616	668	773						
MvSl-1064-A1-R4_A1g01499	20	16	5.20573	3.08879						
MvSl-1064-A1-R4_A1g01500	4877	4512	5356	4941						
MvSl-1064-A1-R4_A1g01501	1295	1626	1589	1805						
MvSl-1064-A1-R4_A1g01502	2943	2392	3106	2549						
MvSl-1064-A1-R4_A1g01503	174.644	177.994	115.865	133.679						
MvSl-1064-A1-R4_A1g01504	30.6717	21.0127	31.1026	33.4496						
MvSl-1064-A1-R4_A1g01505	105.565	83.0351	136.54	123.691						
MvSl-1064-A1-R4_A1g01506	1	1	2	4						
MvSl-1064-A1-R4_A1g01507	0	3	0	3						
MvSl-1064-A1-R4_A1g01508	4031	4806	3795	3807						
MvSl-1064-A1-R4_A1g01509	1617	1024	1436	1353						
MvSl-1064-A1-R4_A1g01510	22.1802	17.536	10.7423	16.8349						
MvSl-1064-A1-R4_A1g01511	27.2738	14.5383	99.6473	43.1865						
MvSl-1064-A1-R4_A1g01512	29.2596	14.655	46.7631	28.9601						
MvSl-1064-A1-R4_A1g00003	1168.75	778.605	1152.29	575.152						
MvSl-1064-A1-R4_A1g01515	1038.57	817.641	2364.14	2218.11						
MvSl-1064-A1-R4_A1g01516	4.46366	8.79392	6.70714	11.841						
MvSl-1064-A1-R4_C24g01527	10.8694	6.34517	14.6629	8.1817						
MvSl-1064-A1-R4_C24g01526	196.116	193.433	269.616	141.658						
MvSl-1064-A1-R4_C24g01525	0	1.15704	0	0						
MvSl-1064-A1-R4_C24g01523	0	0	0	0						
MvSl-1064-A1-R4_MC14g12006	0	2.73903	0	3.74091						
MvSl-1064-A1-R4_MC14g12005	4.63615	4.20928	2.5952	0						
MvSl-1064-A1-R4_MC14g12004	1.66113	1.04838	3.28309	2.35598						
MvSl-1064-A1-R4_MC14g12003	3.70279	6.64575	4.27294	5.67714						
MvSl-1064-A1-R4_MC14g12002	1.34152	1.24641	5.33317	6.26307						
MvSl-1064-A1-R4_MC14g12001	0	0	2.12974	0						
MvSl-1064-A1-R4_MC14g12000	0	2.41061	3.02676	1.62424						
MvSl-1064-A1-R4_MC14g11999	2.378	2.8126	7.45749	13.0874						
MvSl-1064-A1-R4_MC14g11998	0	3.76585	0	0						
MvSl-1064-A1-R4_MC14g11997	5.42139	5.61851	1.82906	1.96541						
MvSl-1064-A1-R4_MC14g11995	4.21614	8.38534	4.76198	4.26089						
MvSl-1064-A1-R4_MC06g07032	35.093	29.5599	48.7907	20.5003						
MvSl-1064-A1-R4_MC06g07033	516.954	303.574	33.9624	31.1696						
MvSl-1064-A1-R4_MC09-2g09582	0	0	0	0						
MvSl-1064-A1-R4_MC09-2g09580	81.5902	72.9628	36.0107	29.6842						
MvSl-1064-A1-R4_MC09-2g09579	0	0	0	0						
MvSl-1064-A1-R4_MC09-2g09578	14.7076	13.3789	18.9621	15.3643						
MvSl-1064-A1-R4_MC09-2g09577	11.6062	12.0864	14.7682	18.7648						
MvSl-1064-A1-R4_MC12g11286	537.415	578.445	56.934	24.3931						
MvSl-1064-A1-R4_MC12g11287	0	0	0	0						
MvSl-1064-A1-R4_MC12g11288	7.83906	4.95012	6.25084	7.83922						
MvSl-1064-A1-R4_MC01-1g01697	31.8948	34.639	68.7597	46.2303						
MvSl-1064-A1-R4_MC01-1g01698	23	25	26	26						
MvSl-1064-A1-R4_MC01-1g01699	708.286	733.326	466.231	451.324						
MvSl-1064-A1-R4_MC01-1g01700	3	4	11	2						
MvSl-1064-A1-R4_MC01-1g01701	3638	3427	4671	4501						
MvSl-1064-A1-R4_MC01-1g01702	91	85.7419	167	105						
MvSl-1064-A1-R4_MC01-1g01703	516.464	578.01	634.847	619.343						
MvSl-1064-A1-R4_MC01-1g01704	60.7982	37.3139	77.7143	43.8						
MvSl-1064-A1-R4_MC01-1g01705	334.44	348.827	352.48	344.126						
MvSl-1064-A1-R4_MC01-1g01706	0	1.27834	1.08571	2						
MvSl-1064-A1-R4_MC01-1g01707	255.849	801.093	477.376	745.451						
MvSl-1064-A1-R4_MC01-1g01708	3063	4247	2943	3467						
MvSl-1064-A1-R4_MC01-1g01709	940	1211	1057	1237						
MvSl-1064-A1-R4_MC01-1g01710	142	284	316	459						
MvSl-1064-A1-R4_MC01-1g01711	3030	2539	3443	3127						
MvSl-1064-A1-R4_MC01-1g01712	2751	2888	2660	2768						
MvSl-1064-A1-R4_MC01-1g01713	295	261	363	306						
MvSl-1064-A1-R4_MC01-1g01714	1	1	0	0						
MvSl-1064-A1-R4_MC01-1g01715	6.20743	6.76407	28.6075	24.5638						
MvSl-1064-A1-R4_MC01-1g01716	271.099	224.522	313.792	220.986						
MvSl-1064-A1-R4_MC01-1g01717	770.374	687.882	882.916	735.249						
MvSl-1064-A1-R4_MC01-1g01718	563.727	543.185	627.73	558.464						
MvSl-1064-A1-R4_MC01-1g01719	43.0171	36.5143	63.8456	54.9227						
MvSl-1064-A1-R4_MC01-1g01720	1785.49	1696.07	2431.93	2154.91						
MvSl-1064-A1-R4_MC01-1g01721	9.68199	7.12515	8.35023	4.39887						
MvSl-1064-A1-R4_MC01-1g01722	20	22	55.0129	52						
MvSl-1064-A1-R4_MC01-1g01723	157.463	136.707	243.54	193.757						
MvSl-1064-A1-R4_MC01-1g01724	99.5402	79.9139	111.449	99.4617						
MvSl-1064-A1-R4_MC01-1g01725	888	939	945	1098						
MvSl-1064-A1-R4_MC01-1g01726	2054	2044	2318	2387						
MvSl-1064-A1-R4_MC01-1g01727	289.377	222.042	298.803	284.862						
MvSl-1064-A1-R4_MC01-1g01728	2538.9	3335.96	3012.44	3510.62						
MvSl-1064-A1-R4_MC01-1g01729	479	317	600	424						
MvSl-1064-A1-R4_MC01-1g01730	521	534	587	555						
MvSl-1064-A1-R4_MC01-1g01731	29364	25726	34026	31292						
MvSl-1064-A1-R4_MC01-1g01732	6	8	8	4						
MvSl-1064-A1-R4_MC01-1g01733	0	1	1	1						
MvSl-1064-A1-R4_MC01-1g01734	274	338	396	341						
MvSl-1064-A1-R4_MC01-1g01735	129	89	62	83						
MvSl-1064-A1-R4_MC01-1g01736	3	4	4	8						
MvSl-1064-A1-R4_MC01-1g01737	5	4	2	5						
MvSl-1064-A1-R4_MC01-1g01738	31.3363	23	45.8811	65.7533						
MvSl-1064-A1-R4_MC01-1g01739	231.075	242	621.688	492.614						
MvSl-1064-A1-R4_MC01-1g01740	141	162	336	309						
MvSl-1064-A1-R4_MC01-1g01741	1283.11	1198.19	1553.08	1410						
MvSl-1064-A1-R4_MC01-1g01742	1619.55	1679.91	2227.08	2134.43						
MvSl-1064-A1-R4_MC01-1g01743	1274	1435	1486	1814						
MvSl-1064-A1-R4_MC01-1g01744	4245	4072	4934	5138						
MvSl-1064-A1-R4_MC01-1g01745	28	31	31	42						
MvSl-1064-A1-R4_MC01-1g01746	49.0795	43.3052	64.6099	30.9218						
MvSl-1064-A1-R4_MC01-1g01747	0	0	0	0						
MvSl-1064-A1-R4_MC01-1g01748	527	592	656	736						
MvSl-1064-A1-R4_MC01-1g01749	116.157	60.0338	138.765	61.0488						
MvSl-1064-A1-R4_MC01-1g01750	467.1	314.014	557.341	408.694						
MvSl-1064-A1-R4_MC01-1g01751	4113	3977	4574	3973						
MvSl-1064-A1-R4_MC01-1g01752	141	255	163	183						
MvSl-1064-A1-R4_MC01-1g01753	377	495	534	546						
MvSl-1064-A1-R4_MC01-1g01754	573	663	714	754						
MvSl-1064-A1-R4_MC01-1g01755	1634	1937	1876	1877						
MvSl-1064-A1-R4_MC01-1g01756	615	961	689	824						
MvSl-1064-A1-R4_MC01-1g01757	25.3414	21.1961	29.7087	24.5172						
MvSl-1064-A1-R4_MC01-1g01758	81.2728	85.6184	144.744	113.307						
MvSl-1064-A1-R4_MC01-1g01759	4.16224	2	6.06014	1.00296						
MvSl-1064-A1-R4_MC01-1g01760	1215.66	800.804	1125.29	1230.48						
MvSl-1064-A1-R4_MC01-1g01761	36	21	55	33						
MvSl-1064-A1-R4_MC01-1g01762	110	102	114	50						
MvSl-1064-A1-R4_MC01-1g01763	1378	1276	1645	1449						
MvSl-1064-A1-R4_MC01-1g01764	29	45	43	49						
MvSl-1064-A1-R4_MC01-1g01765	106.707	126.213	144.62	124.383						
MvSl-1064-A1-R4_MC01-1g01766	1257	1510	1495	1709						
MvSl-1064-A1-R4_MC01-1g01767	1458	1362	1479	1429						
MvSl-1064-A1-R4_MC01-1g01768	4075	4680	3485	3876						
MvSl-1064-A1-R4_MC01-1g01769	1213	1057	1702	1481						
MvSl-1064-A1-R4_MC01-1g01770	2506	2925	2977	3175						
MvSl-1064-A1-R4_MC01-1g01771	3132	3293	3071	3051						
MvSl-1064-A1-R4_MC01-1g01772	0	1	2	2						
MvSl-1064-A1-R4_MC01-1g01773	7	9	19	9						
MvSl-1064-A1-R4_MC01-1g01774	11	11	17	9						
MvSl-1064-A1-R4_MC01-1g01775	1376.15	1312.86	1531.56	1395.62						
MvSl-1064-A1-R4_MC01-1g01776	6.67786	6.60165	6.32726	3.6896						
MvSl-1064-A1-R4_MC01-1g01777	8	12.0665	40.6276	46.3421						
MvSl-1064-A1-R4_MC01-1g01778	34	20	21	9						
MvSl-1064-A1-R4_MC01-1g01779	339	274	272	200						
MvSl-1064-A1-R4_MC01-1g01780	875	1089	1070	1146						
MvSl-1064-A1-R4_MC01-1g01782	1219.64	1392.35	1443.68	1425.49						
MvSl-1064-A1-R4_MC01-1g01783	8.8173	5.04979	12.1626	15.0391						
MvSl-1064-A1-R4_MC01-1g01785	1.55556	2.47619	6.18182	2.16667						
MvSl-1064-A1-R4_MC01-1g01786	0	40.3333	16.9321	5.28855						
MvSl-1064-A1-R4_MC01-1g01787	15.8174	13.6773	9.1693	20.5375						
MvSl-1064-A1-R4_MC01-1g01788	1383.66	1453.04	1539.1	1407.07						
MvSl-1064-A1-R4_MC01-1g01789	4512.98	6263.14	4645.71	5387.47						
MvSl-1064-A1-R4_MC01-1g01790	1039.8	1228.06	1278.05	1328.63						
MvSl-1064-A1-R4_MC01-1g01791	40.6631	38.4358	40.0713	43.3965						
MvSl-1064-A1-R4_MC01-1g01792	95.7032	91.4842	162.414	115.964						
MvSl-1064-A1-R4_MC01-1g01794	26.5283	41.8644	47.6963	51.0863						
MvSl-1064-A1-R4_MC01-1g01795	5	2	2	2						
MvSl-1064-A1-R4_MC01-1g01796	2136	1640	2603	2787						
MvSl-1064-A1-R4_MC01-1g01797	379	809	448	620						
MvSl-1064-A1-R4_MC01-1g01798	1283	1723	1261	1354						
MvSl-1064-A1-R4_MC01-1g01799	831	822	879	724						
MvSl-1064-A1-R4_MC01-1g01800	3411	5231	3551	5215						
MvSl-1064-A1-R4_MC01-1g01801	1951	2025	2315	2141						
MvSl-1064-A1-R4_MC01-1g01802	9600	8611	9345	8651						
MvSl-1064-A1-R4_MC01-1g01803	4288	6526	4058	6358						
MvSl-1064-A1-R4_MC01-1g01804	761	1386	982	1111						
MvSl-1064-A1-R4_MC01-1g01805	1152	1144	1298	1250						
MvSl-1064-A1-R4_MC01-1g01806	3219	2728	3284	2890						
MvSl-1064-A1-R4_MC01-1g01807	0	2.044	0	0						
MvSl-1064-A1-R4_MC01-1g01808	1792	1853.96	1762	1951						
MvSl-1064-A1-R4_MC01-1g01809	3372	3612	3802	4013						
MvSl-1064-A1-R4_MC01-1g01810	286	279	331	320						
MvSl-1064-A1-R4_MC01-1g01811	326	521	408	446						
MvSl-1064-A1-R4_MC01-1g01812	1191	1257	1569	1582						
MvSl-1064-A1-R4_MC01-1g01813	1233	1081	1149	1096						
MvSl-1064-A1-R4_MC01-1g01814	507	418	474	360						
MvSl-1064-A1-R4_MC01-1g01815	14	9	28	12						
MvSl-1064-A1-R4_MC01-1g01816	2126	2352	2530	2643						
MvSl-1064-A1-R4_MC01-1g01817	2752	3065	2725	2593						
MvSl-1064-A1-R4_MC01-1g01818	1283	1267	1555	1500						
MvSl-1064-A1-R4_MC01-1g01819	2056	2189	2373	2225						
MvSl-1064-A1-R4_MC01-1g01820	925	1085	837	847						
MvSl-1064-A1-R4_MC01-1g01821	24612	22574	30239	29324						
MvSl-1064-A1-R4_MC01-1g01822	1809.86	2285.57	1703.21	1925.68						
MvSl-1064-A1-R4_MC01-1g01823	2439	2277	4395	3475						
MvSl-1064-A1-R4_MC01-1g01824	3250	3716	3254	3957						
MvSl-1064-A1-R4_MC01-1g01825	1	0	0	0						
MvSl-1064-A1-R4_MC01-1g01826	65	50	108	71						
MvSl-1064-A1-R4_MC01-1g01827	180.508	155.535	311.096	187.111						
MvSl-1064-A1-R4_MC01-1g01828	625.466	659.864	867.1	799.195						
MvSl-1064-A1-R4_MC01-1g01829	391.537	408.845	878.62	750.633						
MvSl-1064-A1-R4_MC01-1g01830	502.483	558.171	774.985	774.621						
MvSl-1064-A1-R4_MC01-1g01831	0	0	0	0						
MvSl-1064-A1-R4_MC01-1g01832	0	0	0	0						
MvSl-1064-A1-R4_MC01-1g01833	3	0	6.87162	4.74981						
MvSl-1064-A1-R4_MC01-1g01834	26	39	46	45						
MvSl-1064-A1-R4_MC01-1g01835	24.269	19.385	18.9569	22.5944						
MvSl-1064-A1-R4_MC01-1g01836	0	0	0	3.84625						
MvSl-1064-A1-R4_MC01-1g01837	0	0	0	0						
MvSl-1064-A1-R4_MC01-1g01839	5.63235	3.15242	1.89684	4.13402						
MvSl-1064-A1-R4_MC01-1g01840	343	251	339	284						
MvSl-1064-A1-R4_MC01-1g01841	1090	1081	1128	972						
MvSl-1064-A1-R4_MC01-1g01842	0	0	0	0						
MvSl-1064-A1-R4_MC01-1g01843	10	30	27	24						
MvSl-1064-A1-R4_MC01-1g01844	414	871	497	698						
MvSl-1064-A1-R4_MC01-1g01845	1581	1806	1822	2053						
MvSl-1064-A1-R4_MC01-1g01846	3691	4626	3969	3893						
MvSl-1064-A1-R4_MC01-1g01847	11	17	12	10						
MvSl-1064-A1-R4_MC01-1g01848	0	3	0	1						
MvSl-1064-A1-R4_MC01-1g01849	3128	3992	3754	4552						
MvSl-1064-A1-R4_MC01-1g01850	190	291	245	319						
MvSl-1064-A1-R4_MC01-1g01851	1478	1555	1916	1889						
MvSl-1064-A1-R4_MC01-1g01852	1036	1227	1369	1534						
MvSl-1064-A1-R4_MC01-1g01853	1424	1542	1691	1626						
MvSl-1064-A1-R4_MC01-1g01854	135	86	193	127						
MvSl-1064-A1-R4_MC01-1g01855	2680	3058	2875	2886						
MvSl-1064-A1-R4_MC01-1g01856	2214	2663	2481	3011						
MvSl-1064-A1-R4_MC01-1g01857	238	224	238	242						
MvSl-1064-A1-R4_MC01-1g01858	134	275	161	235						
MvSl-1064-A1-R4_MC01-1g01859	6522	5944	7312	6000						
MvSl-1064-A1-R4_MC01-1g01860	1061	1341	1147	1475						
MvSl-1064-A1-R4_MC01-1g01861	6781	6236	8185	7714						
MvSl-1064-A1-R4_MC01-1g01862	4217	4255	4487	4885						
MvSl-1064-A1-R4_MC01-1g01863	1381	1450	1525	1470						
MvSl-1064-A1-R4_MC01-1g01864	742	712	738	626						
MvSl-1064-A1-R4_MC01-1g01865	575	605	540	614						
MvSl-1064-A1-R4_MC01-1g01866	8	11	14	15						
MvSl-1064-A1-R4_MC01-1g01867	1056	1199	1360	1463						
MvSl-1064-A1-R4_MC01-1g01868	826	869	1155	1145						
MvSl-1064-A1-R4_MC01-1g01869	1124	1271	1349	1404						
MvSl-1064-A1-R4_MC01-1g01870	6824.43	6538.56	6172.74	7089.39						
MvSl-1064-A1-R4_MC01-1g01871	1426	1787	1602	1978						
MvSl-1064-A1-R4_MC01-1g01872	1413	1652	1591	1793						
MvSl-1064-A1-R4_MC01-1g01873	2167	2536	2285	2612						
MvSl-1064-A1-R4_MC01-1g01874	1788	1968	2273	2244						
MvSl-1064-A1-R4_MC01-1g01875	4391	4081	4992	4732						
MvSl-1064-A1-R4_MC01-1g01876	7621	8753	8318	9920						
MvSl-1064-A1-R4_MC01-1g01877	316	475	381	456						
MvSl-1064-A1-R4_MC01-1g01878	1506	1929	1404	1774						
MvSl-1064-A1-R4_MC01-1g01879	333	302	358	351						
MvSl-1064-A1-R4_MC01-1g01880	3468	5689	3011	4578						
MvSl-1064-A1-R4_MC01-1g01881	2339	2907	2539	2783						
MvSl-1064-A1-R4_MC01-1g01882	1306	1220	1462	1427						
MvSl-1064-A1-R4_MC01-1g01883	323	561	359	425						
MvSl-1064-A1-R4_MC01-1g01884	786	602	1070	912						
MvSl-1064-A1-R4_MC01-1g01885	998	1398	1033	1345						
MvSl-1064-A1-R4_MC01-1g01886	3483	2383	4565	2780						
MvSl-1064-A1-R4_MC01-1g01887	16155	12043	21391	17026						
MvSl-1064-A1-R4_MC01-1g01888	985	1056	1611	1430						
MvSl-1064-A1-R4_MC01-1g01889	2004	2271	2251	2551						
MvSl-1064-A1-R4_MC01-1g01890	1173	703	1054	932						
MvSl-1064-A1-R4_MC01-1g01891	133	115	157	171						
MvSl-1064-A1-R4_MC01-1g01892	130	90	198	193						
MvSl-1064-A1-R4_MC01-1g01893	1684	1574	1748	1777						
MvSl-1064-A1-R4_MC01-1g01894	6432	7342	7925	9624						
MvSl-1064-A1-R4_MC01-1g01895	1445	1205	1845	1669						
MvSl-1064-A1-R4_MC01-1g01896	736	678	970	851						
MvSl-1064-A1-R4_MC01-1g01897	2847	2349	3263	2784						
MvSl-1064-A1-R4_MC01-1g01898	261	259	308	328						
MvSl-1064-A1-R4_MC01-1g01899	5028	5964	5055	6192						
MvSl-1064-A1-R4_MC01-1g01900	517	613	686	723						
MvSl-1064-A1-R4_MC01-1g01901	1102	1487	1320	1785						
MvSl-1064-A1-R4_MC01-1g01902	1894	1788	1905	1881						
MvSl-1064-A1-R4_MC01-1g01903	13	13	26	45						
MvSl-1064-A1-R4_MC01-1g01904	1394	1226	1826	1729						
MvSl-1064-A1-R4_MC01-1g01905	2093	2511	1859	1975						
MvSl-1064-A1-R4_MC01-1g01906	5604	4726	4764	4588						
MvSl-1064-A1-R4_MC01-1g01907	1925	1548	2111	1948						
MvSl-1064-A1-R4_MC01-1g01908	4	2	0	4						
MvSl-1064-A1-R4_MC01-1g01909	119.637	80.0357	177.559	169.444						
MvSl-1064-A1-R4_MC01-1g01910	151.297	117.468	143.281	81.5413						
MvSl-1064-A1-R4_MC01-1g01911	56.0878	55.5959	109.932	87.5555						
MvSl-1064-A1-R4_MC01-1g01912	1130	1116	1241	1465						
MvSl-1064-A1-R4_MC01-1g01913	3975	4168	4412	4289						
MvSl-1064-A1-R4_MC01-1g01914	1	3	0	3						
MvSl-1064-A1-R4_MC01-1g01915	1056	1142	1150	1225						
MvSl-1064-A1-R4_MC01-1g01916	852	775	985	915						
MvSl-1064-A1-R4_MC01-1g01917	1578.14	1513.98	2194.85	1919.4						
MvSl-1064-A1-R4_MC01-1g01918	1915	1816	1880	2211						
MvSl-1064-A1-R4_MC01-1g01919	9253	9152	10339	10439						
MvSl-1064-A1-R4_MC01-1g01921	1860.75	1846.9	3192.45	2680.75						
MvSl-1064-A1-R4_MC01-1g01922	939	1509	801	1072						
MvSl-1064-A1-R4_MC01-1g01923	2563	2114	2711	2327						
MvSl-1064-A1-R4_MC01-1g01924	1836	1723	1892	1831						
MvSl-1064-A1-R4_MC01-1g01925	3012	3135	3442	3372						
MvSl-1064-A1-R4_MC01-1g01926	352	324	638	550						
MvSl-1064-A1-R4_MC01-1g01927	920	744	1101	892						
MvSl-1064-A1-R4_MC01-1g01928	5792	4516	6693	5595						
MvSl-1064-A1-R4_MC01-1g01929	168.313	174.396	246.422	194.987						
MvSl-1064-A1-R4_MC01-1g01930	21	25	53	58						
MvSl-1064-A1-R4_MC01-1g01931	475	736	803	1037						
MvSl-1064-A1-R4_MC01-1g01932	1246	1534	1342	1224						
MvSl-1064-A1-R4_MC01-1g01933	2158	2027	2417	2438						
MvSl-1064-A1-R4_MC01-1g01934	1247	1501	1430	1879						
MvSl-1064-A1-R4_MC01-1g01935	2146	2323	2316	2417						
MvSl-1064-A1-R4_MC01-1g01936	1167	1025	1471	1494						
MvSl-1064-A1-R4_MC01-1g01937	220	208	129	184						
MvSl-1064-A1-R4_MC01-1g01938	5292	4092	6288	5691						
MvSl-1064-A1-R4_MC01-1g01939	932	980	1130	1168						
MvSl-1064-A1-R4_MC01-1g01940	979	1114	1302	1390						
MvSl-1064-A1-R4_MC01-1g01941	1658	1916	1926	2112						
MvSl-1064-A1-R4_MC01-1g01942	426	550	581	659						
MvSl-1064-A1-R4_MC01-1g01943	1918	1816	2272	2028						
MvSl-1064-A1-R4_MC01-1g01944	1094	1325	951	1124						
MvSl-1064-A1-R4_MC01-1g01945	3068	2770	3733	3185						
MvSl-1064-A1-R4_MC01-1g01946	371	326	464	420						
MvSl-1064-A1-R4_MC01-1g01947	1424	1790	1744	2004						
MvSl-1064-A1-R4_MC01-1g01948	1528	1601	1578	1990						
MvSl-1064-A1-R4_MC01-1g01949	970	1219	1154	1447						
MvSl-1064-A1-R4_MC01-1g01950	233.112	226.479	421.154	210.348						
MvSl-1064-A1-R4_MC01-1g01951	1518	1125	1854	1470						
MvSl-1064-A1-R4_MC01-1g01952	3131	3391	2318	2580						
MvSl-1064-A1-R4_MC01-1g01953	1178	1363	1283	1427						
MvSl-1064-A1-R4_MC01-1g01954	1489	1347	1516	1259						
MvSl-1064-A1-R4_MC01-1g01955	7716	10064	7934	10545						
MvSl-1064-A1-R4_MC01-1g01956	150	115	337	218						
MvSl-1064-A1-R4_MC01-1g01957	2916	2907.38	4335.05	3545.39						
MvSl-1064-A1-R4_MC01-1g01958	1602	1536	2179	2458						
MvSl-1064-A1-R4_MC01-1g01959	1298	1668	1941	2257						
MvSl-1064-A1-R4_MC01-1g01960	496	509	695	598						
MvSl-1064-A1-R4_MC01-1g01961	588	537	346	571						
MvSl-1064-A1-R4_MC01-1g01962	1151	1735	1045	1223						
MvSl-1064-A1-R4_MC01-1g01963	600	859	644	774						
MvSl-1064-A1-R4_MC01-1g01964	224	262	226	276						
MvSl-1064-A1-R4_MC01-1g01965	205	217	307	246						
MvSl-1064-A1-R4_MC01-1g01966	864	775	854	954						
MvSl-1064-A1-R4_MC01-1g01967	789	799	652	723						
MvSl-1064-A1-R4_MC01-1g01968	1702	1574	1734	1669						
MvSl-1064-A1-R4_MC01-1g01969	4276	2123	3688	2864						
MvSl-1064-A1-R4_MC01-1g01970	1085.96	955.937	11373.5	8480.72						
MvSl-1064-A1-R4_MC01-1g01971	9	81	13	58						
MvSl-1064-A1-R4_MC01-1g01972	3683	3186	4470	4009						
MvSl-1064-A1-R4_MC01-1g01973	2080	2417	2270	2670						
MvSl-1064-A1-R4_MC01-1g01974	2780	2596	3311	2948						
MvSl-1064-A1-R4_MC01-1g01975	939.406	881.656	1218.5	1053.02						
MvSl-1064-A1-R4_MC01-1g01976	395.784	706.086	431.943	677.256						
MvSl-1064-A1-R4_MC01-1g01977	155.42	189.298	478.234	431.843						
MvSl-1064-A1-R4_MC01-1g01978	469.074	377.307	1081.48	739.753						
MvSl-1064-A1-R4_MC01-1g01979	1	1	4	1						
MvSl-1064-A1-R4_MC01-1g01980	4.00701	1.00193	3.01114	4.00461						
MvSl-1064-A1-R4_MC01-1g01981	0	0	6.18983	5.18278						
MvSl-1064-A1-R4_MC01-1g01982	332.632	349.273	345.538	285.872						
MvSl-1064-A1-R4_MC01-1g01983	46.7069	57.2134	52.2052	40.5888						
MvSl-1064-A1-R4_MC01-1g01984	2634	2834	2398	2681						
MvSl-1064-A1-R4_MC01-1g01985	1603	1877	1143	1550						
MvSl-1064-A1-R4_MC01-1g01986	31.1601	30.1133	37.1084	42						
MvSl-1064-A1-R4_MC01-1g01987	16646	20700	17950	20668						
MvSl-1064-A1-R4_MC01-1g01988	16333	19270	18087	20015						
MvSl-1064-A1-R4_MC01-1g01989	250	194	298	276						
MvSl-1064-A1-R4_MC01-1g01990	1009	1016	1383	1320						
MvSl-1064-A1-R4_MC01-1g01991	7.31346	5.85818	7.64172	5.03373						
MvSl-1064-A1-R4_MC01-1g01992	2662.23	3280.74	4501.14	4801.01						
MvSl-1064-A1-R4_MC01-1g01993	4749.3	6872.4	4583.72	4980.36						
MvSl-1064-A1-R4_MC01-1g01994	74.3112	91.5062	88.2456	199.107						
MvSl-1064-A1-R4_MC01-1g01995	314	759	443	587						
MvSl-1064-A1-R4_MC01-1g01996	1.56579	0	1.89957	0						
MvSl-1064-A1-R4_MC01-1g01997	600.704	488.169	766.268	590.079						
MvSl-1064-A1-R4_MC01-1g01998	8710	12183	8937	10067						
MvSl-1064-A1-R4_MC01-1g01999	45008	94577	61597	85983						
MvSl-1064-A1-R4_MC01-1g02000	2276	2820	2121	2684						
MvSl-1064-A1-R4_MC01-1g02001	846	947	1031	1106						
MvSl-1064-A1-R4_MC01-1g02002	1530	1174	2203	1942						
MvSl-1064-A1-R4_MC01-1g02003	1499	1529	1735	1757						
MvSl-1064-A1-R4_MC01-1g02004	17.7099	9.35114	5.85064	3.54224						
MvSl-1064-A1-R4_MC01-1g02005	11.0747	15.1331	85.8383	90.6959						
MvSl-1064-A1-R4_MC01-1g02006	0	0	1.48498	0						
MvSl-1064-A1-R4_MC01-1g02007	337.533	464.44	541.487	643.487						
MvSl-1064-A1-R4_MC01-1g02008	3662.95	2398.09	5757	2759						
MvSl-1064-A1-R4_MC01-1g02009	3720	2882.28	7238	4752						
MvSl-1064-A1-R4_MC01-1g02010	4924.71	4384.87	8956.06	7711.95						
MvSl-1064-A1-R4_MC01-1g02011	9395	8646	11769	13246						
MvSl-1064-A1-R4_MC01-1g02012	42	45	104	90						
MvSl-1064-A1-R4_MC01-1g02013	2450.78	3676.05	2273.12	5020.09						
MvSl-1064-A1-R4_MC01-1g02014	70.1172	74.6873	126.61	88.8449						
MvSl-1064-A1-R4_MC01-1g02015	1782	1483	2318	1807						
MvSl-1064-A1-R4_MC01-1g02016	235	683	383	798						
MvSl-1064-A1-R4_MC01-1g02017	1937	1889	2331	2333						
MvSl-1064-A1-R4_MC01-1g02018	754	788	634	811						
MvSl-1064-A1-R4_MC01-1g02019	414	270	487	239						
MvSl-1064-A1-R4_MC01-1g02020	1632	1027	2282	1804						
MvSl-1064-A1-R4_MC01-1g02021	2201	2041	2520	2447						
MvSl-1064-A1-R4_MC01-1g02022	63	108.415	86.822	68						
MvSl-1064-A1-R4_MC01-1g02023	18	16.875	25.0937	22.5						
MvSl-1064-A1-R4_MC01-1g02024	86	81	69.5866	54.1334						
MvSl-1064-A1-R4_MC01-1g02025	193.598	209.653	212.105	182.76						
MvSl-1064-A1-R4_MC01-1g02026	240.866	228.123	275.476	276.619						
MvSl-1064-A1-R4_MC01-1g02027	100.027	105.639	153.585	149.225						
MvSl-1064-A1-R4_MC01-1g02028	27.8128	43.5025	26	31.8651						
MvSl-1064-A1-R4_MC01-1g02029	3480	3016	4103	3522						
MvSl-1064-A1-R4_MC01-1g02030	735	663	804	859						
MvSl-1064-A1-R4_MC01-1g02031	3369	2198	4370	3078						
MvSl-1064-A1-R4_MC01-1g02032	3181	2975	3632	3285						
MvSl-1064-A1-R4_MC01-1g02033	1216	1387	1368	1377						
MvSl-1064-A1-R4_MC01-1g02034	5889	10164	5435	7133						
MvSl-1064-A1-R4_MC01-1g02035	4352	6292	4943	5375						
MvSl-1064-A1-R4_MC01-1g02036	697	1086	905	945						
MvSl-1064-A1-R4_MC01-1g02037	9675	15026	11124	17676						
MvSl-1064-A1-R4_MC01-1g02038	203	219	243	254						
