gene	MvSlM1	MvSlM2
MvSl-1064-A1-R4_MC07g07695	1886	1879
MvSl-1064-A1-R4_MC07g07696	1553	1235
MvSl-1064-A1-R4_MC07g07697	1563	1138
MvSl-1064-A1-R4_MC07g07700	3	4
MvSl-1064-A1-R4_MC07g07701	7	7
MvSl-1064-A1-R4_MC07g07704	640	576
MvSl-1064-A1-R4_MC07g07705	3312	3326
MvSl-1064-A1-R4_MC07g07706	8772	5873
MvSl-1064-A1-R4_MC07g07707	745	838
MvSl-1064-A1-R4_MC07g07708	269	286
MvSl-1064-A1-R4_MC07g07709	2386	2385
MvSl-1064-A1-R4_MC07g07710	2320	1939
MvSl-1064-A1-R4_MC07g07711	6836	7289
MvSl-1064-A1-R4_MC07g07712	23	26
MvSl-1064-A1-R4_MC07g07714	4087	3093
MvSl-1064-A1-R4_MC07g07715	614	617
MvSl-1064-A1-R4_MC07g07716	1909	1923
MvSl-1064-A1-R4_MC07g07717	1779	3593
MvSl-1064-A1-R4_MC07g07718	430	727
MvSl-1064-A1-R4_MC07g07719	304	205
MvSl-1064-A1-R4_MC07g07720	3321	3522
MvSl-1064-A1-R4_MC07g07721	1316	953
MvSl-1064-A1-R4_MC07g07723	2611	2304
MvSl-1064-A1-R4_MC07g07725	5734	5710
MvSl-1064-A1-R4_MC07g07726	5702	5205
MvSl-1064-A1-R4_MC07g07729	172.52	132
MvSl-1064-A1-R4_MC07g07731	1614	1837
MvSl-1064-A1-R4_MC07g07732	4084	2498
MvSl-1064-A1-R4_MC07g07734	12528	9142
MvSl-1064-A1-R4_MC07g07735	25046	21182
MvSl-1064-A1-R4_MC07g07736	830	743
MvSl-1064-A1-R4_MC07g07738	6849	6429
MvSl-1064-A1-R4_MC07g07739	3	3
MvSl-1064-A1-R4_MC07g07741	13092	11454
MvSl-1064-A1-R4_MC07g07742	7696	5920
MvSl-1064-A1-R4_MC07g07743	2680	5469
MvSl-1064-A1-R4_MC07g07744	3465	3714
MvSl-1064-A1-R4_MC07g07745	1542	985
MvSl-1064-A1-R4_MC07g07755	2375	1913
MvSl-1064-A1-R4_MC07g07756	40245	45308
MvSl-1064-A1-R4_MC07g07757	1530	1749
MvSl-1064-A1-R4_MC07g07758	6660	6707
MvSl-1064-A1-R4_MC07g07759	2227	1841
MvSl-1064-A1-R4_MC07g07760	1931	1780
MvSl-1064-A1-R4_MC07g07761	1451	1309
MvSl-1064-A1-R4_MC07g07762	3602	3898
MvSl-1064-A1-R4_MC07g07763	3023	2789
MvSl-1064-A1-R4_MC07g07764	4201	3775
MvSl-1064-A1-R4_MC07g07765	1807	1806
MvSl-1064-A1-R4_MC07g07766	912	913
MvSl-1064-A1-R4_MC07g07767	197	170
MvSl-1064-A1-R4_MC07g07768	3010	4352
MvSl-1064-A1-R4_MC07g07769	3139	2611
MvSl-1064-A1-R4_MC07g07770	1599	1537
MvSl-1064-A1-R4_MC07g07772	3534	2955
MvSl-1064-A1-R4_MC07g07773	2396	2196
MvSl-1064-A1-R4_MC07g07775	960	820
MvSl-1064-A1-R4_MC07g07779	366	430
MvSl-1064-A1-R4_MC07g07780	317	364
MvSl-1064-A1-R4_MC07g07781	481	463
MvSl-1064-A1-R4_MC07g07782	1169	920
MvSl-1064-A1-R4_MC07g07784	1225	1015
MvSl-1064-A1-R4_MC07g07785	11039	9608
MvSl-1064-A1-R4_MC07g07786	3511.46	4164.88
MvSl-1064-A1-R4_MC07g07793	6974	7734
MvSl-1064-A1-R4_MC07g07795	1022	943
MvSl-1064-A1-R4_MC07g07796	677	612
MvSl-1064-A1-R4_MC07g07797	3336	2685
MvSl-1064-A1-R4_MC07g07798	2718	2582
MvSl-1064-A1-R4_MC07g07799	870	509
MvSl-1064-A1-R4_MC07g07800	862	680
MvSl-1064-A1-R4_MC07g07801	4488	2992
MvSl-1064-A1-R4_MC07g07803	2501	2278
MvSl-1064-A1-R4_MC07g07805	1907	1676
MvSl-1064-A1-R4_MC07g07806	576	479
MvSl-1064-A1-R4_MC07g07807	6300	5569
MvSl-1064-A1-R4_MC07g07808	947	798
MvSl-1064-A1-R4_MC07g07813	3925	2688
MvSl-1064-A1-R4_MC07g07814	1042	797
MvSl-1064-A1-R4_MC07g07815	690	553
MvSl-1064-A1-R4_MC07g07816	272	242
MvSl-1064-A1-R4_MC07g07817	1526	1527
MvSl-1064-A1-R4_MC07g07818	2755	2345
MvSl-1064-A1-R4_MC07g07819	594	472
MvSl-1064-A1-R4_MC07g07822	1562	1298
MvSl-1064-A1-R4_MC07g07823	1116	979
MvSl-1064-A1-R4_MC07g07824	1793	3016
MvSl-1064-A1-R4_MC07g07825	56	78
MvSl-1064-A1-R4_MC07g07826	3897	4446
MvSl-1064-A1-R4_MC07g07827	3449	3640
MvSl-1064-A1-R4_MC07g07828	393	424
MvSl-1064-A1-R4_MC07g07829	547	655
MvSl-1064-A1-R4_MC07g07830	6448	6632
MvSl-1064-A1-R4_MC07g07831	1181	958
MvSl-1064-A1-R4_MC07g07832	908	618
MvSl-1064-A1-R4_MC07g07833	908	865
MvSl-1064-A1-R4_MC07g07834	1320	1072
MvSl-1064-A1-R4_MC07g07836	1357	1317
MvSl-1064-A1-R4_MC07g07837	13934	19995
MvSl-1064-A1-R4_MC07g07838	2611	3155
MvSl-1064-A1-R4_MC07g07839	1799	1622
MvSl-1064-A1-R4_MC07g07840	6151	9334
MvSl-1064-A1-R4_MC07g07841	1388	1159
MvSl-1064-A1-R4_MC07g07842	3151	3700
MvSl-1064-A1-R4_MC07g07843	1136	1142
MvSl-1064-A1-R4_MC07g07844	799	898
MvSl-1064-A1-R4_MC07g07846	4225	3651
MvSl-1064-A1-R4_MC07g07854	92	138
MvSl-1064-A1-R4_MC07g07855	1922	3327
MvSl-1064-A1-R4_MC07g07857	3919	3840
MvSl-1064-A1-R4_MC07g07858	6202	5562
MvSl-1064-A1-R4_MC07g07859	689	1346
MvSl-1064-A1-R4_MC07g07860	1407	1164
MvSl-1064-A1-R4_MC07g07861	1108	951
MvSl-1064-A1-R4_MC07g07862	87	40
MvSl-1064-A1-R4_MC07g07863	710	635
MvSl-1064-A1-R4_MC07g07864	2705	3066
MvSl-1064-A1-R4_MC07g07865	1357	1253
MvSl-1064-A1-R4_MC07g07866	1332	1152
MvSl-1064-A1-R4_MC07g07867	10410	11349
MvSl-1064-A1-R4_MC07g07869	229638	122208
MvSl-1064-A1-R4_MC07g07870	4529	4918
MvSl-1064-A1-R4_MC07g07871	439	314
MvSl-1064-A1-R4_MC07g07872	1078	961
MvSl-1064-A1-R4_MC07g07873	1485	1331
MvSl-1064-A1-R4_MC07g07874	2955	2553
MvSl-1064-A1-R4_MC07g07875	2446	2846
MvSl-1064-A1-R4_MC07g07876	590	743
MvSl-1064-A1-R4_MC07g07877	1271	1299
MvSl-1064-A1-R4_MC07g07878	2867	2568
MvSl-1064-A1-R4_MC07g07879	3593	2732
MvSl-1064-A1-R4_MC07g07880	4157	3418
MvSl-1064-A1-R4_MC07g07881	1540	1029
MvSl-1064-A1-R4_MC07g07883	1620	1205
MvSl-1064-A1-R4_MC07g07884	2454	2403
MvSl-1064-A1-R4_MC07g07885	599	535
MvSl-1064-A1-R4_MC07g07887	1493	608
MvSl-1064-A1-R4_MC07g07890	565	390
MvSl-1064-A1-R4_MC07g07891	431	433
MvSl-1064-A1-R4_MC07g07892	1190	1140
MvSl-1064-A1-R4_MC07g07893	2760	2361
MvSl-1064-A1-R4_MC07g07894	5002	4484
MvSl-1064-A1-R4_MC07g07895	188	94
MvSl-1064-A1-R4_MC07g07896	799	771
MvSl-1064-A1-R4_MC07g07898	1328	1166
MvSl-1064-A1-R4_MC07g07899	1835	1633
MvSl-1064-A1-R4_MC07g07900	1064	975
MvSl-1064-A1-R4_MC07g07901	886	928
MvSl-1064-A1-R4_MC07g07902	6606	6885
MvSl-1064-A1-R4_MC07g07903	8053	9103
MvSl-1064-A1-R4_MC07g07904	14	8
MvSl-1064-A1-R4_MC07g07905	8	2
MvSl-1064-A1-R4_MC07g07906	57159	35791
MvSl-1064-A1-R4_MC07g07907	1416	1971
MvSl-1064-A1-R4_MC07g07908	339	215
MvSl-1064-A1-R4_MC07g07909	1512	1347
MvSl-1064-A1-R4_MC07g07910	2007	1726
MvSl-1064-A1-R4_MC07g07911	718	757
MvSl-1064-A1-R4_MC07g07912	1061	971
MvSl-1064-A1-R4_MC07g07913	5905	5602
MvSl-1064-A1-R4_MC07g07914	842	835
MvSl-1064-A1-R4_MC07g07915	14262	17106
MvSl-1064-A1-R4_MC07g07916	2062	1791
MvSl-1064-A1-R4_MC07g07917	3553	3046
MvSl-1064-A1-R4_MC07g07918	71	146
MvSl-1064-A1-R4_MC07g07919	2048	1716
MvSl-1064-A1-R4_MC07g07920	2154	1748
MvSl-1064-A1-R4_MC07g07921	1001	802
MvSl-1064-A1-R4_MC07g07922	1426	1287
MvSl-1064-A1-R4_MC07g07923	5351	6898
MvSl-1064-A1-R4_MC07g07926	4758	4516
MvSl-1064-A1-R4_MC07g07927	670	669
MvSl-1064-A1-R4_MC07g07928	312	442
MvSl-1064-A1-R4_MC07g07929	5039	4760
MvSl-1064-A1-R4_MC07g07933	27746	15726
MvSl-1064-A1-R4_MC07g07934	1381	1274
MvSl-1064-A1-R4_MC07g07935	823	851
MvSl-1064-A1-R4_MC07g07936	1913	1958
MvSl-1064-A1-R4_MC07g07937	304	412
MvSl-1064-A1-R4_MC07g07938	2170	2310
MvSl-1064-A1-R4_MC07g07939	7930	8824
MvSl-1064-A1-R4_MC07g07940	1863	1689
MvSl-1064-A1-R4_MC07g07941	2933	2775
MvSl-1064-A1-R4_MC07g07942	2789	2485
MvSl-1064-A1-R4_MC07g07943	5365	4166
MvSl-1064-A1-R4_MC07g07944	811	732
MvSl-1064-A1-R4_MC07g07946	12557	11724
MvSl-1064-A1-R4_MC07g07947	5377	4372
MvSl-1064-A1-R4_MC07g07948	6700	7373
MvSl-1064-A1-R4_MC07g07949	2243	2731
MvSl-1064-A1-R4_MC07g07950	1581	1559
MvSl-1064-A1-R4_MC07g07951	118	40
MvSl-1064-A1-R4_MC07g07953	5225	6073
MvSl-1064-A1-R4_MC07g07954	1072	845
MvSl-1064-A1-R4_MC07g07955	955	919
MvSl-1064-A1-R4_MC07g07956	2962	3254
MvSl-1064-A1-R4_MC07g07957	68	72
MvSl-1064-A1-R4_MC07g07958	406	475
MvSl-1064-A1-R4_MC07g07959	254	293
MvSl-1064-A1-R4_MC07g07960	190	237
MvSl-1064-A1-R4_MC07g07967	1520	1306
MvSl-1064-A1-R4_MC07g07968	4923	5059
MvSl-1064-A1-R4_MC07g07969	2056	2507
MvSl-1064-A1-R4_MC07g07971	1555	1787
MvSl-1064-A1-R4_MC07g07972	650	633
MvSl-1064-A1-R4_MC07g07973	302.941	288.827
MvSl-1064-A1-R4_MC07g07975	7654	7075
MvSl-1064-A1-R4_MC07g07977	1664	1561
MvSl-1064-A1-R4_MC07g07978	225	398
MvSl-1064-A1-R4_MC07g07989	3279	2350
MvSl-1064-A1-R4_MC07g07993	5408	3913
MvSl-1064-A1-R4_MC07g07994	855	1158
MvSl-1064-A1-R4_MC07g07995	2032	1825
MvSl-1064-A1-R4_MC07g07998	1054	1474
MvSl-1064-A1-R4_MC07g07999	112	53
MvSl-1064-A1-R4_MC07g08000	3382	3026
MvSl-1064-A1-R4_MC07g08001	2298	2051
MvSl-1064-A1-R4_MC07g08002	2226	2638
MvSl-1064-A1-R4_MC07g08003	331	329
MvSl-1064-A1-R4_MC07g08004	791	1539
MvSl-1064-A1-R4_MC07g08005	2503	2293
MvSl-1064-A1-R4_MC07g08006	5330	4880
MvSl-1064-A1-R4_MC07g08007	2001	1991
MvSl-1064-A1-R4_MC07g08009	533	635
MvSl-1064-A1-R4_MC07g08010	1575.93	1762.23
MvSl-1064-A1-R4_MC07g08011	3671	3289
MvSl-1064-A1-R4_MC07g08012	2284	2146
MvSl-1064-A1-R4_MC07g08013	229	242
MvSl-1064-A1-R4_MC07g08016	3816	3392
MvSl-1064-A1-R4_MC07g08017	11	7
MvSl-1064-A1-R4_MC07g08018	3452	3184
MvSl-1064-A1-R4_MC07g08019	1287	1174
MvSl-1064-A1-R4_MC07g08021	6926	5231
MvSl-1064-A1-R4_MC07g08024	7779	11161
MvSl-1064-A1-R4_MC07g08030	9000	9649
MvSl-1064-A1-R4_MC07g08031	1412	1122
MvSl-1064-A1-R4_MC07g08032	4091	3795
MvSl-1064-A1-R4_MC07g08033	2080	2575
MvSl-1064-A1-R4_MC07g08034	1813	1616
MvSl-1064-A1-R4_MC07g08035	1404	1139
MvSl-1064-A1-R4_MC07g08036	441	381
MvSl-1064-A1-R4_MC07g08039	2819	2162
MvSl-1064-A1-R4_MC07g08043	2213	2365
MvSl-1064-A1-R4_MC07g08044	326	329
MvSl-1064-A1-R4_MC07g08045	1383	2351
MvSl-1064-A1-R4_MC07g08046	349	458
MvSl-1064-A1-R4_MC07g08048	1904	2164
MvSl-1064-A1-R4_MC07g08049	1494	1435
MvSl-1064-A1-R4_MC07g08053	3698	3995
MvSl-1064-A1-R4_MC07g08054	2158	2092
MvSl-1064-A1-R4_MC07g08055	225	268
MvSl-1064-A1-R4_MC07g08056	1254	1224
MvSl-1064-A1-R4_MC07g08057	160	169
MvSl-1064-A1-R4_MC07g08058	5183	4905
MvSl-1064-A1-R4_MC07g08059	10402	8051
MvSl-1064-A1-R4_MC07g08060	2923	2589
MvSl-1064-A1-R4_MC07g08061	1302	1152
MvSl-1064-A1-R4_MC07g08062	1507	1348
MvSl-1064-A1-R4_MC07g08063	378	359
MvSl-1064-A1-R4_MC07g08064	864	767
MvSl-1064-A1-R4_MC07g08065	50	34
MvSl-1064-A1-R4_MC07g08066	1040	970
MvSl-1064-A1-R4_MC07g08067	843	537
MvSl-1064-A1-R4_MC07g08068	1986	1881
MvSl-1064-A1-R4_MC07g08069	2631	3408
MvSl-1064-A1-R4_MC07g08070	384	362
MvSl-1064-A1-R4_MC07g08071	587	776
MvSl-1064-A1-R4_MC07g08075	2130	1574
MvSl-1064-A1-R4_MC07g08080	4624	3978
MvSl-1064-A1-R4_MC07g08081	2956	2711
MvSl-1064-A1-R4_MC07g08082	1593	1104
MvSl-1064-A1-R4_MC07g08083	2576	1533
MvSl-1064-A1-R4_MC07g08085	72	63
MvSl-1064-A1-R4_MC07g08086	1469	1356
MvSl-1064-A1-R4_MC07g08087	1046	1003
MvSl-1064-A1-R4_MC07g08088	400	480
MvSl-1064-A1-R4_MC07g08089	2447	2726
MvSl-1064-A1-R4_MC07g08090	522	627
MvSl-1064-A1-R4_MC07g08091	87018	119392
MvSl-1064-A1-R4_MC07g08092	1233	1359
MvSl-1064-A1-R4_MC07g08093	688	1049
MvSl-1064-A1-R4_MC07g08094	4460.49	3848.37
MvSl-1064-A1-R4_MC07g08095	3574	4619
MvSl-1064-A1-R4_MC07g08096	1080	1151
MvSl-1064-A1-R4_MC07g08097	145	149
MvSl-1064-A1-R4_MC07g08098	1328	1377
MvSl-1064-A1-R4_MC07g08099	11261.6	13221.3
MvSl-1064-A1-R4_MC07g08100	1659	1216
MvSl-1064-A1-R4_MC07g08103	12004	14033
MvSl-1064-A1-R4_MC07g08104	2793	2799
MvSl-1064-A1-R4_MC07g08105	838	844
MvSl-1064-A1-R4_MC07g08107	789	726
MvSl-1064-A1-R4_MC07g08108	4216	3621
MvSl-1064-A1-R4_MC07g08112	4836	5784
MvSl-1064-A1-R4_MC07g08113	17481	13934
MvSl-1064-A1-R4_MC07g08114	1325	1191
MvSl-1064-A1-R4_MC07g08115	6493	6099
MvSl-1064-A1-R4_MC07g08116	2146	2358
MvSl-1064-A1-R4_MC07g08117	1293	866
MvSl-1064-A1-R4_MC07g08118	549	556
MvSl-1064-A1-R4_MC07g08119	8849	7628
MvSl-1064-A1-R4_MC07g08120	1334	1230
MvSl-1064-A1-R4_MC07g08121	1264	721
MvSl-1064-A1-R4_MC07g08122	1289	898
MvSl-1064-A1-R4_MC07g08123	1640	1311
MvSl-1064-A1-R4_MC07g08125	3658	3558
MvSl-1064-A1-R4_MC07g08126	2709	2523
MvSl-1064-A1-R4_MC07g08127	3239	2720
MvSl-1064-A1-R4_MC07g08128	870	976
MvSl-1064-A1-R4_MC07g08129	5095	3996
MvSl-1064-A1-R4_MC07g08130	183	122
MvSl-1064-A1-R4_MC07g08131	6551.23	6756.98
MvSl-1064-A1-R4_MC07g08134	2935	2607
MvSl-1064-A1-R4_MC07g08135	1080	762
MvSl-1064-A1-R4_MC07g08136	322	314
MvSl-1064-A1-R4_MC07g08137	1049	1829
MvSl-1064-A1-R4_MC07g08138	909	680
MvSl-1064-A1-R4_MC07g08139	6	5
MvSl-1064-A1-R4_MC07g08141	8835	9348
MvSl-1064-A1-R4_MC07g08142	615	585
MvSl-1064-A1-R4_MC07g08146	1237	1103
MvSl-1064-A1-R4_MC07g08147	2208	2406
MvSl-1064-A1-R4_MC07g08148	6	8
MvSl-1064-A1-R4_MC07g08154	1272	1206
MvSl-1064-A1-R4_MC07g08156	1601	1424
MvSl-1064-A1-R4_MC07g08157	2897	2780
MvSl-1064-A1-R4_MC07g08158	2434	2293
MvSl-1064-A1-R4_MC07g08159	1008	585
MvSl-1064-A1-R4_MC07g08160	1042	1071
MvSl-1064-A1-R4_MC07g08161	3154	3766
MvSl-1064-A1-R4_MC07g08162	1825	1270
MvSl-1064-A1-R4_MC07g08163	1198	872
MvSl-1064-A1-R4_MC07g08164	384	289
MvSl-1064-A1-R4_MC07g08165	3008	2928
MvSl-1064-A1-R4_MC07g08166	704	611
MvSl-1064-A1-R4_MC07g08167	5299	6391
MvSl-1064-A1-R4_MC07g08168	3941.31	3440.94
MvSl-1064-A1-R4_MC07g08170	5150.89	2997.12
MvSl-1064-A1-R4_MC07g08171	534	371
MvSl-1064-A1-R4_MC07g08174	1629	1928
MvSl-1064-A1-R4_MC07g08176	3285	3239
MvSl-1064-A1-R4_MC07g08177	2084	2096
MvSl-1064-A1-R4_MC07g08178	2522	2470
MvSl-1064-A1-R4_MC07g08179	1877	1796
MvSl-1064-A1-R4_MC07g08180	44	32
MvSl-1064-A1-R4_MC07g08181	162	170
MvSl-1064-A1-R4_MC07g08182	353	310
MvSl-1064-A1-R4_MC07g08187	1079	726
MvSl-1064-A1-R4_MC07g08188	848	250
MvSl-1064-A1-R4_MC07g08191	7665	5302
MvSl-1064-A1-R4_MC07g08192	50651	56583
MvSl-1064-A1-R4_MC07g08193	951	871
MvSl-1064-A1-R4_MC07g08194	2195	1726
MvSl-1064-A1-R4_MC07g08195	2341	1981
MvSl-1064-A1-R4_MC07g08196	1982	1471
MvSl-1064-A1-R4_MC07g08198	72	51
MvSl-1064-A1-R4_MC07g08199	1401	1081
MvSl-1064-A1-R4_MC07g08202	8329	7988
MvSl-1064-A1-R4_MC07g08205	2098	1596
MvSl-1064-A1-R4_MC07g08206	15526	15963
MvSl-1064-A1-R4_MC07g08207	11	7
MvSl-1064-A1-R4_MC07g08210	2284.66	2079.26
MvSl-1064-A1-R4_MC07g08211	5532	8709
MvSl-1064-A1-R4_MC07g08212	181	182
MvSl-1064-A1-R4_MC07g08213	653	554
MvSl-1064-A1-R4_MC07g08214	1391	2699
MvSl-1064-A1-R4_MC07g08216	7189	12237
MvSl-1064-A1-R4_MC07g08220	665	1187
MvSl-1064-A1-R4_MC07g08222	4719	3968
MvSl-1064-A1-R4_MC07g08223	2405	2203
MvSl-1064-A1-R4_MC07g08224	6325	5134
MvSl-1064-A1-R4_MC07g08225	1660	1795
MvSl-1064-A1-R4_MC07g08228	1565	2011
MvSl-1064-A1-R4_MC07g08229	6316	5887
MvSl-1064-A1-R4_MC07g08230	3415	3455
MvSl-1064-A1-R4_MC07g08234	3896	3223
MvSl-1064-A1-R4_MC07g08235	2160	2660
MvSl-1064-A1-R4_MC07g08236	3765	3796
MvSl-1064-A1-R4_MC07g08239	4698	5993
MvSl-1064-A1-R4_MC07g08240	5308	5240
MvSl-1064-A1-R4_MC07g08241	3637	2818
MvSl-1064-A1-R4_MC07g08242	2105	1962
MvSl-1064-A1-R4_MC08g08265	6	8
MvSl-1064-A1-R4_MC08g08266	1826	1416
MvSl-1064-A1-R4_MC08g08267	10017	9660
MvSl-1064-A1-R4_MC08g08268	923	636
MvSl-1064-A1-R4_MC08g08269	1000	639
MvSl-1064-A1-R4_MC08g08273	1243	1131
MvSl-1064-A1-R4_MC08g08274	2997	2371
MvSl-1064-A1-R4_MC08g08276	1018	894
MvSl-1064-A1-R4_MC08g08277	771	529
MvSl-1064-A1-R4_MC08g08278	5281	4434
MvSl-1064-A1-R4_MC08g08279	2268	1623
MvSl-1064-A1-R4_MC08g08280	348	272
MvSl-1064-A1-R4_MC08g08281	184	178
MvSl-1064-A1-R4_MC08g08282	3738	3265
MvSl-1064-A1-R4_MC08g08286	626	665
MvSl-1064-A1-R4_MC08g08287	1649	1796
MvSl-1064-A1-R4_MC08g08288	17556	16585
MvSl-1064-A1-R4_MC08g08289	84	103
MvSl-1064-A1-R4_MC08g08290	0	2
MvSl-1064-A1-R4_MC08g08291	839	918
MvSl-1064-A1-R4_MC08g08292	1199	1658
MvSl-1064-A1-R4_MC08g08293	934	1294
MvSl-1064-A1-R4_MC08g08294	2214	1734
MvSl-1064-A1-R4_MC08g08295	2971	3106
MvSl-1064-A1-R4_MC08g08296	3053	3919
MvSl-1064-A1-R4_MC08g08297	5452	6073
MvSl-1064-A1-R4_MC08g08298	3844	11175
MvSl-1064-A1-R4_MC08g08299	7220.38	6071
MvSl-1064-A1-R4_MC08g08300	4471	4306
MvSl-1064-A1-R4_MC08g08301	3223	2294
MvSl-1064-A1-R4_MC08g08315	3	3
MvSl-1064-A1-R4_MC08g08316	1555	1822
MvSl-1064-A1-R4_MC08g08317	1595	1320
MvSl-1064-A1-R4_MC08g08318	30	50
MvSl-1064-A1-R4_MC08g08319	3245	2991
MvSl-1064-A1-R4_MC08g08321	14157	13576
MvSl-1064-A1-R4_MC08g08327	186.585	202.831
MvSl-1064-A1-R4_MC08g08328	421	415
MvSl-1064-A1-R4_MC08g08329	5278	5484
MvSl-1064-A1-R4_MC08g08330	1346	1511
MvSl-1064-A1-R4_MC08g08333	2312	2046
MvSl-1064-A1-R4_MC08g08334	3305	2758
MvSl-1064-A1-R4_MC08g08335	4106	2983
MvSl-1064-A1-R4_MC08g08336	6003	4054
MvSl-1064-A1-R4_MC08g08338	3002	2753
MvSl-1064-A1-R4_MC08g08339	2265	2300
MvSl-1064-A1-R4_MC08g08340	1963	1884
MvSl-1064-A1-R4_MC08g08341	3453	3348
MvSl-1064-A1-R4_MC08g08342	3328	2924
MvSl-1064-A1-R4_MC08g08343	11085	7738
MvSl-1064-A1-R4_MC08g08344	30666	37254
MvSl-1064-A1-R4_MC08g08345	2812	2264
MvSl-1064-A1-R4_MC08g08346	3727	3317
MvSl-1064-A1-R4_MC08g08347	633	512
MvSl-1064-A1-R4_MC08g08350	1364	1233
MvSl-1064-A1-R4_MC08g08351	3457	3600
MvSl-1064-A1-R4_MC08g08352	2152	3693
MvSl-1064-A1-R4_MC08g08353	4600	4009
MvSl-1064-A1-R4_MC08g08354	5017	5056
MvSl-1064-A1-R4_MC08g08355	216	257
MvSl-1064-A1-R4_MC08g08356	1185	1066
MvSl-1064-A1-R4_MC08g08357	1193	872
MvSl-1064-A1-R4_MC08g08358	1733	1718
MvSl-1064-A1-R4_MC08g08359	2529	2214
MvSl-1064-A1-R4_MC08g08360	2023	1730
MvSl-1064-A1-R4_MC08g08361	1607	1791
MvSl-1064-A1-R4_MC08g08364	885	683
MvSl-1064-A1-R4_MC08g08365	829	778
MvSl-1064-A1-R4_MC08g08370	8487	5889
MvSl-1064-A1-R4_MC08g08371	5.44036	2.7457
MvSl-1064-A1-R4_MC08g08372	1771	2256
MvSl-1064-A1-R4_MC08g08373	4437	3273
MvSl-1064-A1-R4_MC08g08374	280	288
MvSl-1064-A1-R4_MC08g08375	866	893
MvSl-1064-A1-R4_MC08g08379	1489	1898
MvSl-1064-A1-R4_MC08g08380	102	129
MvSl-1064-A1-R4_MC08g08381	1985	2205
MvSl-1064-A1-R4_MC08g08382	1334	1569
MvSl-1064-A1-R4_MC08g08383	3897	4686
MvSl-1064-A1-R4_MC08g08386	2343	2954
MvSl-1064-A1-R4_MC08g08387	787	1182
MvSl-1064-A1-R4_MC08g08389	1667	1646
MvSl-1064-A1-R4_MC08g08390	2013	1521
MvSl-1064-A1-R4_MC08g08391	5	3
MvSl-1064-A1-R4_MC08g08392	2766	3248
MvSl-1064-A1-R4_MC08g08393	2887	1997
MvSl-1064-A1-R4_MC08g08395	1731	1607
MvSl-1064-A1-R4_MC08g08396	572	460
MvSl-1064-A1-R4_MC08g08397	6410	4479
MvSl-1064-A1-R4_MC08g08398	736	573
MvSl-1064-A1-R4_MC08g08399	4570	4336
MvSl-1064-A1-R4_MC08g08400	1869	552
MvSl-1064-A1-R4_MC08g08402	1489	1210
MvSl-1064-A1-R4_MC08g08403	4488	3461
MvSl-1064-A1-R4_MC08g08404	1057	1159
MvSl-1064-A1-R4_MC08g08405	48	41
MvSl-1064-A1-R4_MC08g08406	552	555
MvSl-1064-A1-R4_MC08g08407	1373	1389
MvSl-1064-A1-R4_MC08g08409	633	421
MvSl-1064-A1-R4_MC08g08414	5915	5702
MvSl-1064-A1-R4_MC08g08415	565	397
MvSl-1064-A1-R4_MC08g08416	5042	4806
MvSl-1064-A1-R4_MC08g08417	2562	2296
MvSl-1064-A1-R4_MC08g08418	3290	3177
MvSl-1064-A1-R4_MC08g08419	8762	8647
MvSl-1064-A1-R4_MC08g08421	718	436
MvSl-1064-A1-R4_MC08g08422	148	109
MvSl-1064-A1-R4_MC08g08423	248	218
MvSl-1064-A1-R4_MC08g08424	2643	2110
MvSl-1064-A1-R4_MC08g08425	1321	947
MvSl-1064-A1-R4_MC08g08426	2426	2436
MvSl-1064-A1-R4_MC08g08427	6657	7423
MvSl-1064-A1-R4_MC08g08428	2624	2644
MvSl-1064-A1-R4_MC08g08430	1183	2101
MvSl-1064-A1-R4_MC08g08431	4036	3143
MvSl-1064-A1-R4_MC08g08432	4162	3760
MvSl-1064-A1-R4_MC08g08433	849	513
MvSl-1064-A1-R4_MC08g08434	2830	2313
MvSl-1064-A1-R4_MC08g08435	3008	2261
MvSl-1064-A1-R4_MC08g08438	5459	5940
MvSl-1064-A1-R4_MC08g08439	1788	1661
MvSl-1064-A1-R4_MC08g08440	1116	1135
MvSl-1064-A1-R4_MC08g08441	5359	3598
MvSl-1064-A1-R4_MC08g08442	1449	883
MvSl-1064-A1-R4_MC08g08443	2	1
MvSl-1064-A1-R4_MC08g08446	3863	3718
MvSl-1064-A1-R4_MC08g08452	2950	3303
MvSl-1064-A1-R4_MC08g08453	11289	14221
MvSl-1064-A1-R4_MC08g08454	1968	1208
MvSl-1064-A1-R4_MC08g08455	1789	1475
MvSl-1064-A1-R4_MC08g08456	3528	2824
MvSl-1064-A1-R4_MC08g08457	2964	2962
MvSl-1064-A1-R4_MC08g08458	1233	1127
MvSl-1064-A1-R4_MC08g08459	3962	4005
MvSl-1064-A1-R4_MC08g08460	2959	2940
MvSl-1064-A1-R4_MC08g08461	4265	4128
MvSl-1064-A1-R4_MC08g08462	13499	17756
MvSl-1064-A1-R4_MC08g08463	670	690
MvSl-1064-A1-R4_MC08g08464	839	814
MvSl-1064-A1-R4_MC08g08465	3579	3124
MvSl-1064-A1-R4_MC08g08466	1182	1309
MvSl-1064-A1-R4_MC08g08469	853	387
MvSl-1064-A1-R4_MC08g08470	3151	2831
MvSl-1064-A1-R4_MC08g08472	1790	1704
MvSl-1064-A1-R4_MC08g08475	8341	8003
