gida1	gidmvsv	dnds	dn	ds
MvSl-1064-A1-R4_MC07g07994	MvSv-1253-A1-R1_MC07g05072	0.3014	0.0315	0.1045
MvSl-1064-A1-R4_MC07g07995	MvSv-1253-A1-R1_MC07g05073	0.2482	0.0165	0.0665
MvSl-1064-A1-R4_MC01-1g01806	MvSv-1253-A1-R1_MC01g01205	0.2181	0.0316	0.1448
MvSl-1064-A1-R4_MC07g07996	MvSv-1253-A1-R1_MC07g05074	0.2992	0.0226	0.0754
MvSl-1064-A1-R4_MC07g07998	MvSv-1253-A1-R1_MC07g05076	0.4217	0.0285	0.0677
MvSl-1064-A1-R4_MC07g07999	MvSv-1253-A1-R1_MC07g05077	0.3306	0.0228	0.0691
MvSl-1064-A1-R4_MC07g08000	MvSv-1253-A1-R1_MC07g05078	0.0965	0.0105	0.1093
MvSl-1064-A1-R4_MC07g08001	MvSv-1253-A1-R1_MC07g05079	0.2418	0.0168	0.0694
MvSl-1064-A1-R4_MC07g08002	MvSv-1253-A1-R1_MC07g05080	0.2191	0.0216	0.0986
MvSl-1064-A1-R4_MC07g08003	MvSv-1253-A1-R1_MC07g05081	0.1666	0.0098	0.0591
MvSl-1064-A1-R4_MC07g08004	MvSv-1253-A1-R1_MC07g05082	0.362	0.0372	0.1027
MvSl-1064-A1-R4_MC07g08005	MvSv-1253-A1-R1_MC07g05083	0.2583	0.0182	0.0706
MvSl-1064-A1-R4_MC07g08006	MvSv-1253-A1-R1_MC07g05084	0.1262	0.0129	0.1021
MvSl-1064-A1-R4_MC01-1g01807	MvSv-1253-A1-R1_MC01g01204	0.3395	0.091	0.268
MvSl-1064-A1-R4_MC07g08007	MvSv-1253-A1-R1_MC07g05085	0.001	0.0001	0.109
MvSl-1064-A1-R4_MC07g08008	MvSv-1253-A1-R1_MC07g05086	0.6709	0.0588	0.0876
MvSl-1064-A1-R4_MC07g08009	MvSv-1253-A1-R1_MC07g05087	0.4746	0.0454	0.0956
MvSl-1064-A1-R4_MC07g08010	MvSv-1253-A1-R1_MC07g05088	0.3056	0.0262	0.0858
MvSl-1064-A1-R4_MC07g08011	MvSv-1253-A1-R1_MC07g05089	0.0412	0.0047	0.1135
MvSl-1064-A1-R4_MC07g08012	MvSv-1253-A1-R1_MC07g05090	0.5153	0.0255	0.0496
MvSl-1064-A1-R4_MC07g08013	MvSv-1253-A1-R1_MC07g05091	1.0295	0.0451	0.0438
MvSl-1064-A1-R4_MC07g08016	MvSv-1253-A1-R1_MC07g05092	0.6491	0.0591	0.091
MvSl-1064-A1-R4_MC07g08017	MvSv-1253-A1-R1_MC07g05093	0.3846	0.032	0.0832
MvSl-1064-A1-R4_MC07g08018	MvSv-1253-A1-R1_MC07g05094	0.1094	0.0117	0.1065
MvSl-1064-A1-R4_MC01-1g01808	MvSv-1253-A1-R1_MC01g01198	0.2828	0.0476	0.1681
MvSl-1064-A1-R4_MC07g08019	MvSv-1253-A1-R1_MC07g05095	0.3505	0.0211	0.0602
MvSl-1064-A1-R4_MC07g08024	MvSv-1253-A1-R1_MC07g05097	0.1818	0.0136	0.0745
MvSl-1064-A1-R4_MC07g08027	MvSv-1253-A1-R1_MC15-1g08921	0.22	0.0253	0.115
MvSl-1064-A1-R4_MC07g08030	MvSv-1253-A1-R1_MC07g05105	0.4199	0.0298	0.0709
MvSl-1064-A1-R4_MC07g08031	MvSv-1253-A1-R1_MC07g05106	0.2971	0.0221	0.0742
MvSl-1064-A1-R4_MC07g08032	MvSv-1253-A1-R1_MC07g05107	0.1656	0.014	0.0847
MvSl-1064-A1-R4_MC07g08033	MvSv-1253-A1-R1_MC07g05108	0.1827	0.0137	0.0752
MvSl-1064-A1-R4_MC07g08035	MvSv-1253-A1-R1_MC07g05109	0.1722	0.0142	0.0825
MvSl-1064-A1-R4_MC07g08036	MvSv-1253-A1-R1_MC07g05110	0.7645	0.0296	0.0387
MvSl-1064-A1-R4_MC07g08039	MvSv-1253-A1-R1_MC07g05112	0.1783	0.0172	0.0962
MvSl-1064-A1-R4_MC01-1g01809	MvSv-1253-A1-R1_MC01g01197	0.0322	0.0047	0.147
MvSl-1064-A1-R4_MC07g08043	MvSv-1253-A1-R1_MC07g05114	0.1413	0.008	0.0568
MvSl-1064-A1-R4_MC07g08044	MvSv-1253-A1-R1_MC07g05115	0.2982	0.034	0.1141
MvSl-1064-A1-R4_MC07g08045	MvSv-1253-A1-R1_MC07g05116	0.3374	0.0481	0.1425
MvSl-1064-A1-R4_MC07g08046	MvSv-1253-A1-R1_MC07g05117	0.2548	0.0289	0.1135
MvSl-1064-A1-R4_MC07g08048	MvSv-1253-A1-R1_MC07g05119	0.0219	0.0038	0.1733
MvSl-1064-A1-R4_MC07g08049	MvSv-1253-A1-R1_MC07g05120	0.0299	0.0064	0.2147
MvSl-1064-A1-R4_MC07g08053	MvSv-1253-A1-R1_MC07g05121	0.0717	0.0057	0.0789
MvSl-1064-A1-R4_MC07g08054	MvSv-1253-A1-R1_MC07g05122	0.3054	0.0312	0.1023
MvSl-1064-A1-R4_MC07g08055	MvSv-1253-A1-R1_MC07g05123	0.1689	0.0202	0.1195
MvSl-1064-A1-R4_MC07g08056	MvSv-1253-A1-R1_MC07g05124	0.0733	0.0058	0.0797
MvSl-1064-A1-R4_MC01-1g01810	MvSv-1253-A1-R1_MC01g01196	0.3017	0.022	0.073
MvSl-1064-A1-R4_MC07g08057	MvSv-1253-A1-R1_MC07g05125	0.5259	0.0309	0.0587
MvSl-1064-A1-R4_MC07g08058	MvSv-1253-A1-R1_MC07g05126	0.3473	0.0311	0.0894
MvSl-1064-A1-R4_MC07g08059	MvSv-1253-A1-R1_MC07g05127	0.1137	0.0147	0.129
MvSl-1064-A1-R4_MC07g08060	MvSv-1253-A1-R1_MC07g05128	0.0505	0.0053	0.104
MvSl-1064-A1-R4_MC07g08061	MvSv-1253-A1-R1_MC07g05129	0.0646	0.0095	0.1475
MvSl-1064-A1-R4_MC07g08062	MvSv-1253-A1-R1_MC07g05130	0.1237	0.0123	0.0995
MvSl-1064-A1-R4_MC07g08063	MvSv-1253-A1-R1_MC07g05131	0.2252	0.0282	0.1253
MvSl-1064-A1-R4_MC07g08064	MvSv-1253-A1-R1_MC07g05132	0.1065	0.0157	0.1472
MvSl-1064-A1-R4_MC07g08065	MvSv-1253-A1-R1_MC07g05133	0.5756	0.053	0.092
MvSl-1064-A1-R4_MC07g08066	MvSv-1253-A1-R1_MC07g05134	0.3239	0.0287	0.0887
MvSl-1064-A1-R4_MC01-1g01811	MvSv-1253-A1-R1_MC01g01195	0.1794	0.0302	0.1687
MvSl-1064-A1-R4_MC07g08067	MvSv-1253-A1-R1_MC07g05135	0.1287	0.0118	0.0921
MvSl-1064-A1-R4_MC07g08068	MvSv-1253-A1-R1_MC07g05136	0.2601	0.0254	0.0975
MvSl-1064-A1-R4_MC07g08069	MvSv-1253-A1-R1_MC07g05137	0.199	0.019	0.0955
MvSl-1064-A1-R4_MC07g08070	MvSv-1253-A1-R1_MC07g05138	0.1564	0.0192	0.1228
MvSl-1064-A1-R4_MC07g08071	MvSv-1253-A1-R1_MC07g05139	0.4704	0.0402	0.0854
MvSl-1064-A1-R4_MC07g08075	MvSv-1253-A1-R1_MC07g05141	0.2616	0.0303	0.1159
MvSl-1064-A1-R4_MC07g08080	MvSv-1253-A1-R1_MC07g05145	0.1684	0.01	0.0593
MvSl-1064-A1-R4_MC07g08081	MvSv-1253-A1-R1_MC07g05146	0.1096	0.0115	0.1048
MvSl-1064-A1-R4_MC07g08082	MvSv-1253-A1-R1_MC07g05147	0.1133	0.0131	0.1159
MvSl-1064-A1-R4_MC07g08083	MvSv-1253-A1-R1_MC07g05148	0.1279	0.0163	0.1273
MvSl-1064-A1-R4_MC01-1g01812	MvSv-1253-A1-R1_MC01g01194	0.1772	0.0194	0.1096
MvSl-1064-A1-R4_MC07g08085	MvSv-1253-A1-R1_MC07g05149	0.0294	0.0862	2.935
MvSl-1064-A1-R4_MC07g08086	MvSv-1253-A1-R1_MC07g05151	0.2583	0.0137	0.0531
MvSl-1064-A1-R4_MC07g08087	MvSv-1253-A1-R1_MC07g05152	0.12	0.0257	0.2143
MvSl-1064-A1-R4_MC07g08088	MvSv-1253-A1-R1_MC07g05153	0.2128	0.0199	0.0937
MvSl-1064-A1-R4_MC07g08089	MvSv-1253-A1-R1_MC07g05154	0.3304	0.0245	0.0742
MvSl-1064-A1-R4_MC07g08090	MvSv-1253-A1-R1_MC07g05155	0.3723	0.0414	0.1112
MvSl-1064-A1-R4_MC07g08091	MvSv-1253-A1-R1_MC07g05156	0.2361	0.0489	0.2073
MvSl-1064-A1-R4_MC07g08092	MvSv-1253-A1-R1_MC07g05157	0.0478	0.0032	0.0677
MvSl-1064-A1-R4_MC07g08093	MvSv-1253-A1-R1_MC07g05158	0.1314	0.0191	0.1453
MvSl-1064-A1-R4_MC07g08094	MvSv-1253-A1-R1_MC07g05159	0.4239	0.0393	0.0927
MvSl-1064-A1-R4_MC01-1g01813	MvSv-1253-A1-R1_MC01g01192	0.1252	0.021	0.1677
MvSl-1064-A1-R4_MC07g08095	MvSv-1253-A1-R1_MC07g05160	0.1644	0.0127	0.0773
MvSl-1064-A1-R4_MC07g08096	MvSv-1253-A1-R1_MC07g05161	0.3075	0.0188	0.061
MvSl-1064-A1-R4_MC07g08097	MvSv-1253-A1-R1_MC07g05162	0.0714	0.0053	0.0744
MvSl-1064-A1-R4_MC07g08098	MvSv-1253-A1-R1_MC07g05163	0.0372	0.0047	0.1254
MvSl-1064-A1-R4_MC07g08099	MvSv-1253-A1-R1_MC07g05164	0.3718	0.0586	0.1576
MvSl-1064-A1-R4_MC07g08100	MvSv-1253-A1-R1_MC07g05165	0.1034	0.0184	0.1774
MvSl-1064-A1-R4_MC07g08102	MvSv-1253-A1-R1_MC07g05167	0.1961	0.0356	0.1816
MvSl-1064-A1-R4_MC07g08103	MvSv-1253-A1-R1_MC07g05168	0.1635	0.0295	0.1802
MvSl-1064-A1-R4_MC07g08104	MvSv-1253-A1-R1_MC07g05169	0.172	0.022	0.128
MvSl-1064-A1-R4_MC07g08105	MvSv-1253-A1-R1_MC07g05170	0.3012	0.0265	0.0881
MvSl-1064-A1-R4_A1g00065	MvSv-1253-A1-R1_MC12g07691	0.1873	0.04	0.2136
MvSl-1064-A1-R4_MC01-1g01814	MvSv-1253-A1-R1_MC01g01191	0.2339	0.0462	0.1974
MvSl-1064-A1-R4_MC07g08107	MvSv-1253-A1-R1_MC07g05171	0.8256	0.0416	0.0504
MvSl-1064-A1-R4_MC07g08108	MvSv-1253-A1-R1_MC07g05172	0.038	0.0076	0.1995
MvSl-1064-A1-R4_MC07g08109	MvSv-1253-A1-R1_MC07g05173	0.5112	0.1089	0.2131
MvSl-1064-A1-R4_MC07g08110	MvSv-1253-A1-R1_MC07g05174	0.2928	0.0309	0.1056
MvSl-1064-A1-R4_MC07g08111	MvSv-1253-A1-R1_MC07g05175	0.1692	0.0243	0.1434
MvSl-1064-A1-R4_MC07g08112	MvSv-1253-A1-R1_MC07g05176	0.0826	0.0149	0.1804
MvSl-1064-A1-R4_MC07g08113	MvSv-1253-A1-R1_MC07g05177	0.464	0.058	0.1249
MvSl-1064-A1-R4_MC07g08114	MvSv-1253-A1-R1_MC07g05179	0.1715	0.0296	0.1724
MvSl-1064-A1-R4_MC07g08115	MvSv-1253-A1-R1_MC07g05180	0.0891	0.0128	0.1439
MvSl-1064-A1-R4_MC07g08116	MvSv-1253-A1-R1_MC07g05181	0.3946	0.0291	0.0738
MvSl-1064-A1-R4_MC01-1g01815	MvSv-1253-A1-R1_MC01g01190	0.3018	0.0623	0.2066
MvSl-1064-A1-R4_MC07g08117	MvSv-1253-A1-R1_MC07g05182	0.0987	0.018	0.1824
MvSl-1064-A1-R4_MC07g08118	MvSv-1253-A1-R1_MC07g05183	0.0886	0.0107	0.1202
MvSl-1064-A1-R4_MC07g08119	MvSv-1253-A1-R1_MC07g05184	0.1643	0.0151	0.0916
MvSl-1064-A1-R4_MC07g08120	MvSv-1253-A1-R1_MC07g05185	0.2768	0.0687	0.2481
MvSl-1064-A1-R4_MC07g08121	MvSv-1253-A1-R1_MC07g05186	0.028	0.0043	0.1517
MvSl-1064-A1-R4_MC07g08122	MvSv-1253-A1-R1_MC07g05187	0.1454	0.0207	0.1421
MvSl-1064-A1-R4_MC07g08123	MvSv-1253-A1-R1_MC07g05188	0.6596	0.0901	0.1366
MvSl-1064-A1-R4_MC07g08125	MvSv-1253-A1-R1_MC07g05191	0.1047	0.0187	0.1785
MvSl-1064-A1-R4_MC07g08126	MvSv-1253-A1-R1_MC07g05192	0.1388	0.0239	0.1725
MvSl-1064-A1-R4_MC07g08127	MvSv-1253-A1-R1_MC07g05193	0.0914	0.0126	0.1377
MvSl-1064-A1-R4_MC01-1g01816	MvSv-1253-A1-R1_MC01g01189	0.1354	0.02	0.1474
MvSl-1064-A1-R4_MC07g08128	MvSv-1253-A1-R1_MC07g05194	0.2381	0.0469	0.1968
MvSl-1064-A1-R4_MC07g08129	MvSv-1253-A1-R1_MC07g05195	0.1239	0.0146	0.1174
MvSl-1064-A1-R4_MC07g08130	MvSv-1253-A1-R1_MC07g05196	0.2263	0.0343	0.1517
MvSl-1064-A1-R4_MC07g08131	MvSv-1253-A1-R1_MC07g05197	0.1908	0.0249	0.1304
MvSl-1064-A1-R4_MC07g08134	MvSv-1253-A1-R1_MC07g05229	0.064	0.0113	0.1766
MvSl-1064-A1-R4_MC07g08135	MvSv-1253-A1-R1_MC07g05228	0.2908	0.0387	0.1333
MvSl-1064-A1-R4_MC07g08136	MvSv-1253-A1-R1_MC07g05227	0.4428	0.0468	0.1058
MvSl-1064-A1-R4_MC07g08137	MvSv-1253-A1-R1_MC07g05226	0.5324	0.0491	0.0922
MvSl-1064-A1-R4_MC07g08138	MvSv-1253-A1-R1_MC07g05225	0.0775	0.0112	0.1446
MvSl-1064-A1-R4_MC07g08139	MvSv-1253-A1-R1_MC07g05223	0.3804	0.0506	0.133
MvSl-1064-A1-R4_MC01-1g01817	MvSv-1253-A1-R1_MC01g01188	0.0644	0.0117	0.1815
MvSl-1064-A1-R4_MC07g08140	MvSv-1253-A1-R1_MC07g05222	0.3779	0.0578	0.1531
MvSl-1064-A1-R4_MC07g08141	MvSv-1253-A1-R1_MC07g05221	0.5059	0.0631	0.1247
MvSl-1064-A1-R4_MC07g08142	MvSv-1253-A1-R1_MC07g05220	0.1348	0.0229	0.1695
MvSl-1064-A1-R4_MC07g08146	MvSv-1253-A1-R1_MC07g05219	0.1199	0.0169	0.1412
MvSl-1064-A1-R4_MC07g08148	MvSv-1253-A1-R1_MC07g05218	0.1535	0.0198	0.1292
MvSl-1064-A1-R4_MC07g08154	MvSv-1253-A1-R1_MC07g05217	0.3272	0.0433	0.1323
MvSl-1064-A1-R4_MC07g08155	MvSv-1253-A1-R1_MC07g05216	0.0505	0.0099	0.1958
MvSl-1064-A1-R4_MC07g08156	MvSv-1253-A1-R1_MC07g05215	0.0862	0.0175	0.2031
MvSl-1064-A1-R4_MC07g08157	MvSv-1253-A1-R1_MC07g05214	0.1447	0.0322	0.2223
MvSl-1064-A1-R4_MC07g08158	MvSv-1253-A1-R1_MC07g05213	0.496	0.0616	0.1242
MvSl-1064-A1-R4_MC01-1g01818	MvSv-1253-A1-R1_MC01g01187	0.3353	0.0492	0.1467
MvSl-1064-A1-R4_MC07g08159	MvSv-1253-A1-R1_MC07g05212	0.1415	0.0223	0.1576
MvSl-1064-A1-R4_MC07g08160	MvSv-1253-A1-R1_MC07g05211	0.2058	0.0317	0.1543
MvSl-1064-A1-R4_MC07g08161	MvSv-1253-A1-R1_MC07g05210	0.048	0.0075	0.1567
MvSl-1064-A1-R4_MC07g08162	MvSv-1253-A1-R1_MC07g05209	0.3236	0.0376	0.1162
MvSl-1064-A1-R4_MC07g08163	MvSv-1253-A1-R1_MC07g05208	0.134	0.0242	0.1802
MvSl-1064-A1-R4_MC07g08164	MvSv-1253-A1-R1_MC07g05207	0.1868	0.0249	0.1332
MvSl-1064-A1-R4_MC07g08165	MvSv-1253-A1-R1_MC07g05206	0.0896	0.0174	0.1946
MvSl-1064-A1-R4_MC07g08166	MvSv-1253-A1-R1_MC07g05205	0.4486	0.0556	0.1239
MvSl-1064-A1-R4_MC07g08167	MvSv-1253-A1-R1_MC07g05204	0.1159	0.0129	0.1114
MvSl-1064-A1-R4_MC07g08168	MvSv-1253-A1-R1_MC07g05203	0.295	0.0531	0.18
MvSl-1064-A1-R4_MC01-1g01819	MvSv-1253-A1-R1_MC01g01186	0.3407	0.0441	0.1295
MvSl-1064-A1-R4_MC07g08170	MvSv-1253-A1-R1_MC07g05201	0.001	0.0002	0.1964
MvSl-1064-A1-R4_MC07g08171	MvSv-1253-A1-R1_MC07g05200	0.1748	0.027	0.1545
MvSl-1064-A1-R4_MC07g08174	MvSv-1253-A1-R1_MC07g05232	0.0264	0.0055	0.2069
MvSl-1064-A1-R4_MC07g08175	MvSv-1253-A1-R1_MC07g05233	0.1389	0.0347	0.2499
MvSl-1064-A1-R4_MC07g08176	MvSv-1253-A1-R1_MC07g05234	0.3251	0.0303	0.0931
MvSl-1064-A1-R4_MC07g08177	MvSv-1253-A1-R1_MC07g05235	0.4104	0.085	0.2072
MvSl-1064-A1-R4_MC07g08178	MvSv-1253-A1-R1_MC07g05236	0.0165	0.003	0.1842
MvSl-1064-A1-R4_MC07g08179	MvSv-1253-A1-R1_MC07g05237	0.0754	0.0116	0.1533
MvSl-1064-A1-R4_MC07g08180	MvSv-1253-A1-R1_MC07g05240	0.5439	0.1322	0.2431
MvSl-1064-A1-R4_MC07g08181	MvSv-1253-A1-R1_MC07g05241	0.1519	0.0267	0.1756
MvSl-1064-A1-R4_MC01-1g01821	MvSv-1253-A1-R1_MC01g01184	0.3573	0.0685	0.1916
MvSl-1064-A1-R4_MC07g08182	MvSv-1253-A1-R1_MC07g05242	0.0473	0.0097	0.2041
MvSl-1064-A1-R4_MC07g08187	MvSv-1253-A1-R1_MC07g05243	0.001	0	0.0476
MvSl-1064-A1-R4_MC07g08188	MvSv-1253-A1-R1_MC07g05244	0.2862	0.0571	0.1995
MvSl-1064-A1-R4_MC07g08189	MvSv-1253-A1-R1_MC14-1g08490	0.958	0.1651	0.1724
MvSl-1064-A1-R4_MC07g08191	MvSv-1253-A1-R1_MC07g05245	0.1093	0.0185	0.1691
MvSl-1064-A1-R4_MC07g08192	MvSv-1253-A1-R1_MC07g05246	0.1301	0.0224	0.172
MvSl-1064-A1-R4_MC07g08193	MvSv-1253-A1-R1_MC07g05247	0.1221	0.014	0.1145
MvSl-1064-A1-R4_MC07g08194	MvSv-1253-A1-R1_MC07g05248	0.1054	0.0182	0.1727
MvSl-1064-A1-R4_MC07g08196	MvSv-1253-A1-R1_MC07g05249	0.0535	0.0085	0.1583
MvSl-1064-A1-R4_MC07g08197	MvSv-1253-A1-R1_MC07g05250	0.4051	0.0412	0.1017
MvSl-1064-A1-R4_MC01-1g01822	MvSv-1253-A1-R1_MC01g01183	0.0809	0.0142	0.1752
MvSl-1064-A1-R4_MC07g08198	MvSv-1253-A1-R1_MC07g05252	0.4731	0.081	0.1711
MvSl-1064-A1-R4_MC07g08199	MvSv-1253-A1-R1_MC07g05254	0.0963	0.025	0.2597
MvSl-1064-A1-R4_MC07g08202	MvSv-1253-A1-R1_MC07g05255	0.1513	0.0202	0.1332
MvSl-1064-A1-R4_MC07g08205	MvSv-1253-A1-R1_MC07g05256	0.405	0.0463	0.1144
MvSl-1064-A1-R4_MC07g08206	MvSv-1253-A1-R1_MC07g05257	0.059	0.018	0.3058
MvSl-1064-A1-R4_MC07g08207	MvSv-1253-A1-R1_MC07g05258	0.2371	0.0326	0.1374
MvSl-1064-A1-R4_MC07g08210	MvSv-1253-A1-R1_MC07g05259	0.2673	0.0498	0.1865
MvSl-1064-A1-R4_MC07g08211	MvSv-1253-A1-R1_MC07g05260	0.0511	0.0113	0.2216
MvSl-1064-A1-R4_MC07g08212	MvSv-1253-A1-R1_MC07g05261	0.4974	0.0578	0.1161
MvSl-1064-A1-R4_MC07g08213	MvSv-1253-A1-R1_MC07g05262	0.5511	0.0713	0.1294
MvSl-1064-A1-R4_MC01-1g01823	MvSv-1253-A1-R1_MC01g01182	0.495	0.0718	0.145
MvSl-1064-A1-R4_MC07g08214	MvSv-1253-A1-R1_MC07g05263	0.1647	0.0356	0.2164
MvSl-1064-A1-R4_MC07g08215	MvSv-1253-A1-R1_MC07g05264	0.6894	0.1459	0.2116
MvSl-1064-A1-R4_MC07g08216	MvSv-1253-A1-R1_MC07g05265	0.2414	0.0358	0.1484
MvSl-1064-A1-R4_MC07g08220	MvSv-1253-A1-R1_MC07g05266	0.3775	0.0733	0.1942
MvSl-1064-A1-R4_MC07g08222	MvSv-1253-A1-R1_MC07g05267	0.2707	0.0488	0.1804
MvSl-1064-A1-R4_MC07g08223	MvSv-1253-A1-R1_MC07g05268	0.0488	0.0104	0.2125
MvSl-1064-A1-R4_MC07g08224	MvSv-1253-A1-R1_MC07g05269	0.0374	0.009	0.2407
MvSl-1064-A1-R4_MC07g08225	MvSv-1253-A1-R1_MC07g05270	0.1013	0.0295	0.2913
MvSl-1064-A1-R4_MC07g08227	MvSv-1253-A1-R1_MC07g05271	0.9049	0.3636	0.4018
MvSl-1064-A1-R4_MC07g08228	MvSv-1253-A1-R1_MC07g05272	0.1513	0.0359	0.237
MvSl-1064-A1-R4_MC01-1g01824	MvSv-1253-A1-R1_MC01g01181	0.2821	0.0223	0.0789
MvSl-1064-A1-R4_MC07g08229	MvSv-1253-A1-R1_MC07g05273	0.0603	0.017	0.2811
MvSl-1064-A1-R4_MC07g08230	MvSv-1253-A1-R1_MC07g05274	0.2372	0.0477	0.201
MvSl-1064-A1-R4_MC07g08233	MvSv-1253-A1-R1_MC07g05277	0.6282	0.0917	0.146
MvSl-1064-A1-R4_MC07g08234	MvSv-1253-A1-R1_MC07g05278	0.0913	0.0324	0.3551
MvSl-1064-A1-R4_MC07g08235	MvSv-1253-A1-R1_MC07g05279	0.0131	0.0031	0.2333
MvSl-1064-A1-R4_MC07g08236	MvSv-1253-A1-R1_MC07g05280	0.1976	0.0338	0.1712
MvSl-1064-A1-R4_MC07g08239	MvSv-1253-A1-R1_MC07g05281	0.2286	0.0402	0.1758
MvSl-1064-A1-R4_MC07g08240	MvSv-1253-A1-R1_MC07g05282	0.1414	0.0323	0.2287
MvSl-1064-A1-R4_MC07g08241	MvSv-1253-A1-R1_MC07g05283	0.0977	0.0232	0.2378
MvSl-1064-A1-R4_MC07g08242	MvSv-1253-A1-R1_MC07g05284	0.173	0.0307	0.1773
MvSl-1064-A1-R4_A1g00066	MvSv-1253-A1-R1_MC12g07692	0.091	0.0229	0.2519
MvSl-1064-A1-R4_MC01-1g01825	MvSv-1253-A1-R1_MC01g01180	0.3581	0.0558	0.1558
MvSl-1064-A1-R4_MC07g08249	MvSv-1253-A1-R1_MC09-2g06411	0.7686	0.0684	0.089
MvSl-1064-A1-R4_MC07g08250	MvSv-1253-A1-R1_MC09-2g06412	0.5488	0.0386	0.0704
MvSl-1064-A1-R4_MC08g08265	MvSv-1253-A1-R1_MC08g05285	0.2294	0.0508	0.2214
MvSl-1064-A1-R4_MC08g08266	MvSv-1253-A1-R1_MC08g05286	0.1037	0.0234	0.2253
MvSl-1064-A1-R4_MC08g08267	MvSv-1253-A1-R1_MC08g05287	0.2169	0.0326	0.1503
MvSl-1064-A1-R4_MC08g08268	MvSv-1253-A1-R1_MC08g05288	0.4031	0.0705	0.1748
MvSl-1064-A1-R4_MC08g08269	MvSv-1253-A1-R1_MC08g05289	0.6427	0.0859	0.1336
MvSl-1064-A1-R4_MC08g08273	MvSv-1253-A1-R1_MC08g05292	0.1321	0.0562	0.4254
MvSl-1064-A1-R4_MC08g08274	MvSv-1253-A1-R1_MC08g05293	0.0703	0.022	0.3136
MvSl-1064-A1-R4_MC08g08276	MvSv-1253-A1-R1_MC08g05297	0.1869	0.0326	0.1745
MvSl-1064-A1-R4_MC01-1g01826	MvSv-1253-A1-R1_MC01g01179	0.6073	0.0722	0.1189
MvSl-1064-A1-R4_MC08g08277	MvSv-1253-A1-R1_MC08g05298	0.2874	0.0747	0.2601
MvSl-1064-A1-R4_MC08g08278	MvSv-1253-A1-R1_MC08g05299	0.1461	0.0389	0.2663
MvSl-1064-A1-R4_MC08g08279	MvSv-1253-A1-R1_MC08g05300	0.075	0.023	0.306
MvSl-1064-A1-R4_MC08g08280	MvSv-1253-A1-R1_MC08g05301	0.0229	0.0067	0.2908
MvSl-1064-A1-R4_MC08g08281	MvSv-1253-A1-R1_MC08g05302	0.0661	0.0209	0.3164
MvSl-1064-A1-R4_MC08g08282	MvSv-1253-A1-R1_MC08g05303	0.2058	0.039	0.1897
MvSl-1064-A1-R4_MC08g08283	MvSv-1253-A1-R1_MC08g05304	0.6866	0.0794	0.1157
MvSl-1064-A1-R4_MC08g08286	MvSv-1253-A1-R1_MC08g05306	0.1228	0.0247	0.2008
MvSl-1064-A1-R4_MC08g08287	MvSv-1253-A1-R1_MC08g05307	0.001	0	0.0166
MvSl-1064-A1-R4_MC08g08288	MvSv-1253-A1-R1_MC08g05310	0.0633	0.0205	0.3234
MvSl-1064-A1-R4_MC01-1g01834	MvSv-1253-A1-R1_MC01g01177	0.2297	0.0298	0.1296
MvSl-1064-A1-R4_MC08g08289	MvSv-1253-A1-R1_MC08g05311	0.0912	0.0182	0.1999
MvSl-1064-A1-R4_MC08g08290	MvSv-1253-A1-R1_MC08g05312	0.808	0.1553	0.1922
MvSl-1064-A1-R4_MC08g08291	MvSv-1253-A1-R1_MC08g05313	0.3511	0.0734	0.2091
MvSl-1064-A1-R4_MC08g08292	MvSv-1253-A1-R1_MC08g05314	0.3091	0.0482	0.156
MvSl-1064-A1-R4_MC08g08293	MvSv-1253-A1-R1_MC08g05315	0.0811	0.0177	0.2185
MvSl-1064-A1-R4_MC08g08294	MvSv-1253-A1-R1_MC08g05316	0.122	0.0173	0.142
MvSl-1064-A1-R4_MC08g08295	MvSv-1253-A1-R1_MC08g05317	0.0888	0.0173	0.1953
MvSl-1064-A1-R4_MC08g08296	MvSv-1253-A1-R1_MC08g05318	0.0777	0.0143	0.184
MvSl-1064-A1-R4_MC08g08297	MvSv-1253-A1-R1_MC08g05319	0.0668	0.0145	0.2176
MvSl-1064-A1-R4_MC08g08298	MvSv-1253-A1-R1_MC07g05166	0.4805	1.1698	2.4345
MvSl-1064-A1-R4_MC01-1g01840	MvSv-1253-A1-R1_MC01g01176	0.4626	0.0615	0.1329
MvSl-1064-A1-R4_MC08g08299	MvSv-1253-A1-R1_MC08g05320	0.0427	0.0101	0.2358
MvSl-1064-A1-R4_MC08g08300	MvSv-1253-A1-R1_MC08g05321	0.1389	0.0268	0.1928
MvSl-1064-A1-R4_MC08g08301	MvSv-1253-A1-R1_MC08g05322	0.2027	0.0381	0.188
MvSl-1064-A1-R4_MC08g08302	MvSv-1253-A1-R1_MC08g05323	0.6358	0.3146	0.4947
MvSl-1064-A1-R4_MC08g08305	MvSv-1253-A1-R1_MC08g05324	1.3455	0.3362	0.2499
MvSl-1064-A1-R4_MC08g08314	MvSv-1253-A1-R1_MC08g05326	0.5865	0.2968	0.506
MvSl-1064-A1-R4_MC08g08315	MvSv-1253-A1-R1_MC08g05327	0.1971	0.0452	0.2291
MvSl-1064-A1-R4_MC08g08316	MvSv-1253-A1-R1_MC08g05328	0.434	0.0629	0.1449
MvSl-1064-A1-R4_MC08g08317	MvSv-1253-A1-R1_MC08g05329	0.2035	0.0338	0.166
