gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC06g06957	1188	820	893	1141
MvSl-1064-A1-R4_MC06g06958	9922	7227	5627	6048
MvSl-1064-A1-R4_MC06g06959	2282	2359	2340	2502
MvSl-1064-A1-R4_MC06g06960	732	671	749	895
MvSl-1064-A1-R4_MC06g06961	1	5	3	1
MvSl-1064-A1-R4_MC06g06962	610	552	768	713
MvSl-1064-A1-R4_MC06g06963	2695	2872	3169	3005
MvSl-1064-A1-R4_MC06g06964	1886	1595	2051	2216
MvSl-1064-A1-R4_MC06g06965	270	200	281	283
MvSl-1064-A1-R4_MC06g06966	1405	1555	1502	1611
MvSl-1064-A1-R4_MC06g06967	537	560	560	435
MvSl-1064-A1-R4_MC06g06968	2319	3045	2734	2169
MvSl-1064-A1-R4_MC06g06969	1574	1664	1874	1650
MvSl-1064-A1-R4_MC06g06970	1086	1201	1532	1812
MvSl-1064-A1-R4_MC06g06971	604255	648578	441225	430217
MvSl-1064-A1-R4_MC06g06972	94.9378	82.6177	102.687	100.632
MvSl-1064-A1-R4_MC06g06973	2554	2345	2714	2841
MvSl-1064-A1-R4_MC06g06974	1558	1475	1879	1607
MvSl-1064-A1-R4_MC06g06975	1312	1253	1580	1767
MvSl-1064-A1-R4_MC06g06976	29	28	18	28
MvSl-1064-A1-R4_MC06g06977	809	840	1108	1079
MvSl-1064-A1-R4_MC06g06978	1583	1054	1260	2174
MvSl-1064-A1-R4_MC06g06979	3478	3083	3807	4068
MvSl-1064-A1-R4_MC06g06980	2272	2571	2801	2631
MvSl-1064-A1-R4_MC06g06981	603	707	689	582
MvSl-1064-A1-R4_MC06g06982	716	852	860	761
MvSl-1064-A1-R4_MC06g06983	3074	3562	3293	3005
MvSl-1064-A1-R4_MC06g06984	1250	1351	1522	1613
MvSl-1064-A1-R4_MC06g06985	249.665	249.312	290.18	439.732
MvSl-1064-A1-R4_MC06g06986	1249	1363	1646	1420
MvSl-1064-A1-R4_MC06g06987	224	271	313	267
MvSl-1064-A1-R4_MC06g06988	608	728	752	582
MvSl-1064-A1-R4_MC06g06989	72	66	64	89
MvSl-1064-A1-R4_MC06g06990	97.4383	71.0358	84.7457	114.868
MvSl-1064-A1-R4_MC06g06991	38	22	20	26
MvSl-1064-A1-R4_MC06g06992	125.562	72.9642	134.254	151.132
MvSl-1064-A1-R4_MC06g06993	2998	3099	3148	3011
MvSl-1064-A1-R4_MC06g06994	86	56	44	89
MvSl-1064-A1-R4_MC06g06995	896	1064	1207	1273
MvSl-1064-A1-R4_MC06g06997	66.7124	46.52	24.927	42.3033
MvSl-1064-A1-R4_MC06g06998	52	54	17	42
MvSl-1064-A1-R4_MC06g06999	7962	6348	7570	10697
MvSl-1064-A1-R4_MC06g07000	1235	1318	1443	1516
MvSl-1064-A1-R4_MC06g07001	3116	2835	3449	3286
MvSl-1064-A1-R4_MC06g07002	1566	1564	2138	2049
MvSl-1064-A1-R4_MC06g07003	1170.09	1275.95	1368.26	1514.35
MvSl-1064-A1-R4_MC06g07004	6791	6460	6944	7188
MvSl-1064-A1-R4_MC06g07005	235	392	420	386
MvSl-1064-A1-R4_MC06g07006	86	62	90	101
MvSl-1064-A1-R4_MC06g07007	0	1	0	1
MvSl-1064-A1-R4_MC06g07008	1	1	0	2
MvSl-1064-A1-R4_MC06g07009	12.9086	7.04986	2.7437	13.6503
MvSl-1064-A1-R4_MC06g07010	3670	4426	4291	3633
MvSl-1064-A1-R4_MC06g07011	1543	1702	1948	1860
MvSl-1064-A1-R4_MC06g07012	2004	1538	2040	2267
MvSl-1064-A1-R4_MC06g07013	671	666	378	586
MvSl-1064-A1-R4_MC06g07014	5879	5845	5047	5254
MvSl-1064-A1-R4_MC06g07015	2912	4526	3904	3211
MvSl-1064-A1-R4_MC06g07016	1884	1831	2010	2214
MvSl-1064-A1-R4_MC06g07017	1930	1961	2198.61	2047
MvSl-1064-A1-R4_MC06g07018	261	221	357	389
MvSl-1064-A1-R4_MC06g07019	127	105	150	245
MvSl-1064-A1-R4_MC06g07020	363	343	513	473
MvSl-1064-A1-R4_MC06g07021	1065	1038	1317	1556
MvSl-1064-A1-R4_MC06g07022	14	2	8	9
MvSl-1064-A1-R4_MC06g07023	92	62	93	78
MvSl-1064-A1-R4_MC06g07024	460	511	546	555
MvSl-1064-A1-R4_MC06g07025	4714	4301	4605	4913
MvSl-1064-A1-R4_MC06g07026	3764.19	3457.09	4287.33	4054
MvSl-1064-A1-R4_MC06g07027	1525	1937	2102	1638
MvSl-1064-A1-R4_MC06g07028	1121	1186	1299	1212
MvSl-1064-A1-R4_MC06g07029	172	115	136	210
MvSl-1064-A1-R4_MC06g07030	1399	806	930.265	1783.76
MvSl-1064-A1-R4_MC06g07031	3209	3256	3934.99	4043.99
MvSl-1064-A1-R4_MC06g07037	827	766	1041	1136.97
MvSl-1064-A1-R4_MC06g07038	3115	3830	3706	3137.4
MvSl-1064-A1-R4_MC06g07039	1153	1407	1683	1395
MvSl-1064-A1-R4_MC06g07040	661	660	882	830
MvSl-1064-A1-R4_MC06g07041	604	744	870	698
MvSl-1064-A1-R4_MC06g07042	371	474	326	421
MvSl-1064-A1-R4_MC06g07043	2560	2542	2648	2772
MvSl-1064-A1-R4_MC06g07044	2761	3471	2957	3017
MvSl-1064-A1-R4_MC06g07045	4	2	0	2
MvSl-1064-A1-R4_MC06g07046	2051	2296	2218	2028
MvSl-1064-A1-R4_MC06g07047	140	171	217	255
MvSl-1064-A1-R4_MC06g07048	2	1	4	4
MvSl-1064-A1-R4_MC06g07049	884	1031	1171	1057
MvSl-1064-A1-R4_MC06g07050	0	3	3	2
MvSl-1064-A1-R4_MC06g07051	839.061	759.8	885.436	951.986
MvSl-1064-A1-R4_MC06g07052	12.5148	16.2315	15.1262	22.0139
MvSl-1064-A1-R4_MC06g07053	13.8098	10.4366	15.429	13.14
MvSl-1064-A1-R4_MC06g07054	633	781	851	696
MvSl-1064-A1-R4_MC06g07055	610	923	728	701
MvSl-1064-A1-R4_MC06g07056	1360	2178	2128	1620
MvSl-1064-A1-R4_MC06g07057	6089	9518	11611	7916
MvSl-1064-A1-R4_MC06g07058	147.131	187.538	215.629	227.007
MvSl-1064-A1-R4_MC06g07059	0	0	0	0
MvSl-1064-A1-R4_MC06g07060	5738.45	5932.96	5510.75	6017.01
MvSl-1064-A1-R4_MC06g07061	128	157	90	121
MvSl-1064-A1-R4_MC06g07062	2.02651	3.05326	2.01279	3.03112
MvSl-1064-A1-R4_MC06g07063	60.9769	56.9911	81.0026	82.2329
MvSl-1064-A1-R4_MC06g07064	91.7971	75.1564	124.856	229.923
MvSl-1064-A1-R4_MC06g07065	0	0	0	0
MvSl-1064-A1-R4_MC06g07066	73.5364	163.468	14.0608	0
MvSl-1064-A1-R4_MC06g07067	8.39982	5.47445	2.08386	1.02764
MvSl-1064-A1-R4_MC06g07068	0	0	0	0
MvSl-1064-A1-R4_MC06g07069	21.3037	25.182	23.0793	47.3477
MvSl-1064-A1-R4_MC06g07070	32.2903	25.3868	34.6174	63.9504
MvSl-1064-A1-R4_MC06g07071	0	0	1	2
MvSl-1064-A1-R4_MC06g07072	5	11.1619	8	6.91983
MvSl-1064-A1-R4_MC06g07073	1333.92	1760.19	1681.39	1627.9
MvSl-1064-A1-R4_MC06g07074	422.723	401.742	318.862	417.23
MvSl-1064-A1-R4_MC06g07075	0	2.35693	5.49567	4.88364
MvSl-1064-A1-R4_MC06g07076	492.873	625.984	441.31	486.468
MvSl-1064-A1-R4_MC06g07077	52.2065	95.177	136.179	86.2857
MvSl-1064-A1-R4_MC06g07078	115.716	164.996	326.356	287.051
MvSl-1064-A1-R4_MC06g07079	4.30292	0	4.42675	17.1384
MvSl-1064-A1-R4_MC06g07080	5.52896	2.59016	11.5949	5.00222
MvSl-1064-A1-R4_MC06g07081	248.254	291.955	277.412	302.718
MvSl-1064-A1-R4_MC06g07082	3.57586	4.01739	0	0
MvSl-1064-A1-R4_MC06g07083	0	0	0	0
MvSl-1064-A1-R4_MC06g07085	0	0	0	0
MvSl-1064-A1-R4_MC06g07086	15.4235	3.26325	2.72999	31.2034
MvSl-1064-A1-R4_MC06g07087	0	0	0	3.97347
MvSl-1064-A1-R4_MC06g07088	0	0	0	0
MvSl-1064-A1-R4_MC06g07089	0	0	0	0
MvSl-1064-A1-R4_MC06g07090	19.4616	12.8388	48.8012	40.9857
MvSl-1064-A1-R4_MC06g07091	29.6591	37.2914	24.335	34.1559
MvSl-1064-A1-R4_MC06g07092	0	0	0	0
MvSl-1064-A1-R4_MC06g07093	54.3314	60.2485	64.8777	72.4235
MvSl-1064-A1-R4_MC06g07094	0	0	0	0
MvSl-1064-A1-R4_MC06g07095	26.0898	15.8557	19.5817	10.6977
MvSl-1064-A1-R4_MC06g07096	14.8332	31.7382	47.0713	71.998
MvSl-1064-A1-R4_MC06g07097	38.6534	13.6367	25.4336	72.0214
MvSl-1064-A1-R4_MC06g07098	0	0.188232	0	0
MvSl-1064-A1-R4_MC06g07099	8.89463	13.6427	21.9107	22.8484
MvSl-1064-A1-R4_MC06g07100	0	0	0	0
MvSl-1064-A1-R4_MC06g07101	0	1.69133	6.6211	4.51305
MvSl-1064-A1-R4_MC06g07102	35.6589	28.3796	152.347	202.408
MvSl-1064-A1-R4_MC06g07103	0	0	0	0
MvSl-1064-A1-R4_MC06g07104	0	0	0	0
MvSl-1064-A1-R4_MC06g07105	0	0	0	0
MvSl-1064-A1-R4_MC06g07106	1.15658	0	4.00476	8.7891
MvSl-1064-A1-R4_MC06g07107	3.79362	6.03668	8	24.8767
MvSl-1064-A1-R4_MC06g07108	0	0	0	0
MvSl-1064-A1-R4_MC06g07109	0	0	0	0
MvSl-1064-A1-R4_MC06g07110	0	1.02286	0	0
MvSl-1064-A1-R4_MC06g07111	12.8293	17.9704	33.0259	28.175
MvSl-1064-A1-R4_MC06g07112	265.266	235.224	334.298	364.664
MvSl-1064-A1-R4_MC06g07113	1097.01	998.692	1103.33	1169.18
MvSl-1064-A1-R4_MC06g07114	61.8952	50.0631	98	155.748
MvSl-1064-A1-R4_MC06g07115	10	5	22	21
MvSl-1064-A1-R4_MC06g07116	47.2344	29.9115	39.2595	68.9098
MvSl-1064-A1-R4_MC06g07117	102.46	84.3205	128.646	186.582
MvSl-1064-A1-R4_MC06g07118	2247	2329	2343	2395
MvSl-1064-A1-R4_MC06g07119	1370	1042	1644	1705
MvSl-1064-A1-R4_MC06g07120	1601	1736	1791	1765
MvSl-1064-A1-R4_MC06g07121	464	567	536	516
MvSl-1064-A1-R4_MC06g07122	3642	5175	5204	3355
MvSl-1064-A1-R4_MC06g07123	415.704	535.404	611	598
MvSl-1064-A1-R4_MC06g07124	1.02755	1.04997	1.06564	2.16778
MvSl-1064-A1-R4_MC06g07125	18.289	8	26	33
MvSl-1064-A1-R4_MC06g07126	71.3891	62.1407	76.4657	87.0923
MvSl-1064-A1-R4_MC06g07127	83.5103	92.3737	83.5358	83.2864
MvSl-1064-A1-R4_MC06g07128	188.898	167.273	228.626	261.711
MvSl-1064-A1-R4_MC06g07129	163	149	126	197
MvSl-1064-A1-R4_MC06g07130	1683	1809	2085	1839
MvSl-1064-A1-R4_MC06g07131	503	556	602	567
MvSl-1064-A1-R4_MC06g07132	3262	3188	3959	4418
MvSl-1064-A1-R4_MC06g07133	433	254	356	444
MvSl-1064-A1-R4_MC06g07134	2319	2143	2458	2511
MvSl-1064-A1-R4_MC06g07135	18.0705	7.05545	25.1028	27.2891
MvSl-1064-A1-R4_MC06g07136	4128	3600	1615	1684
MvSl-1064-A1-R4_MC06g07137	21184	15695	773	588
MvSl-1064-A1-R4_MC06g07138	1931	1825	46440	48566
MvSl-1064-A1-R4_MC06g07139	1144	1270	1212	1192
MvSl-1064-A1-R4_MC06g07140	1030.32	974.753	987.252	1022.53
MvSl-1064-A1-R4_MC06g07141	0	0	0	0
MvSl-1064-A1-R4_MC06g07142	731.959	630.374	487.508	534.227
MvSl-1064-A1-R4_MC06g07143	2.05732	1.03958	1.05377	1.04168
MvSl-1064-A1-R4_MC06g07144	1037	1043	1224	1258
MvSl-1064-A1-R4_MC06g07145	2507	1954	2137	2578
MvSl-1064-A1-R4_MC06g07146	80	54	50	99
MvSl-1064-A1-R4_MC06g07147	1219	1251	1428	1572
MvSl-1064-A1-R4_MC06g07148	517.862	450.503	754	802.312
MvSl-1064-A1-R4_MC06g07149	1293.13	1212.57	1320.22	1576.24
MvSl-1064-A1-R4_MC06g07150	471.415	394.606	556.694	592.009
MvSl-1064-A1-R4_MC06g07151	211	341	287	203
MvSl-1064-A1-R4_MC06g07152	1480.06	1880.46	2091.81	2405.41
MvSl-1064-A1-R4_MC06g07154	2060	3570	2773	2549
MvSl-1064-A1-R4_MC06g07155	1837	2386	2239	2134
MvSl-1064-A1-R4_MC06g07156	3739	5942	6367	4513
MvSl-1064-A1-R4_MC06g07157	598	850	858	669
MvSl-1064-A1-R4_MC06g07158	2300	1943	2443	2911
MvSl-1064-A1-R4_MC06g07159	98	96	105	111
MvSl-1064-A1-R4_MC06g07160	209	118	136	176
MvSl-1064-A1-R4_MC06g07161	34	42	55	46
MvSl-1064-A1-R4_MC06g07162	908	937	1112	1138
MvSl-1064-A1-R4_MC06g07163	1.00223	0	0	1.00343
MvSl-1064-A1-R4_MC06g07164	134.869	131.661	146.049	208.563
MvSl-1064-A1-R4_MC06g07165	0	0	0	0
MvSl-1064-A1-R4_MC06g07166	61.8814	73.4698	49.7327	67.2971
MvSl-1064-A1-R4_MC06g07167	5310	4667	5355	5902
MvSl-1064-A1-R4_MC06g07168	664	677	748	780
MvSl-1064-A1-R4_MC06g07169	832	987	902	793
MvSl-1064-A1-R4_MC06g07170	305	196	176	265
MvSl-1064-A1-R4_MC06g07171	1244	1149	1246	1495
MvSl-1064-A1-R4_MC06g07172	556	587	656	609
MvSl-1064-A1-R4_MC06g07173	2482	2039	2905	3565
MvSl-1064-A1-R4_MC06g07174	278	249	386	431
MvSl-1064-A1-R4_MC06g07175	168	247	250	300
MvSl-1064-A1-R4_MC06g07176	3	6	15	14
MvSl-1064-A1-R4_MC06g07177	3754	2652	3001	4404
MvSl-1064-A1-R4_MC06g07178	28.2725	15.3931	52.4876	85.9927
MvSl-1064-A1-R4_MC06g07179	71.4159	42.2528	91.2053	143.835
MvSl-1064-A1-R4_MC06g07180	18.8841	22.4859	24.3115	16
MvSl-1064-A1-R4_MC06g07181	3.69847	9.05107	5.68849	10
MvSl-1064-A1-R4_MC06g07182	3206	4028	4322	3901
MvSl-1064-A1-R4_MC06g07183	4180	4380	4924	5131
MvSl-1064-A1-R4_MC06g07184	5403	5141	5911	5675
MvSl-1064-A1-R4_MC06g07185	4971	5860	5065	4894
MvSl-1064-A1-R4_MC06g07186	740	743	911	841
MvSl-1064-A1-R4_MC06g07187	519	527	568	530
MvSl-1064-A1-R4_MC06g07188	706	680	676	652
MvSl-1064-A1-R4_MC06g07189	5	2	9.8638	8
MvSl-1064-A1-R4_MC06g07190	2.07561	1.44311	3.38822	9.86746
MvSl-1064-A1-R4_MC06g07191	452	397	783	1544
MvSl-1064-A1-R4_MC06g07192	480	739	678	569
MvSl-1064-A1-R4_MC06g07193	716	1015	1223	958
MvSl-1064-A1-R4_MC06g07194	3099	3347	3545	3263
MvSl-1064-A1-R4_MC06g07195	252	296	309	251
MvSl-1064-A1-R4_MC06g07196	818.925	747.303	796.75	934.548
MvSl-1064-A1-R4_MC06g07197	3	0	3	5
MvSl-1064-A1-R4_MC06g07198	0	2	0	0
MvSl-1064-A1-R4_MC06g07199	0	3	5	0
MvSl-1064-A1-R4_MC06g07200	44.0749	70.6967	67.2501	87.4515
MvSl-1064-A1-R4_MC06g07201	217	187	244	261
MvSl-1064-A1-R4_MC06g07202	2331	3029	2383	1895
MvSl-1064-A1-R4_MC06g07203	274	409	371	291
MvSl-1064-A1-R4_MC06g07204	3985	3576	3890	4745
MvSl-1064-A1-R4_MC06g07205	310	492	747	310
MvSl-1064-A1-R4_MC06g07206	9929	8157	12268	11405
MvSl-1064-A1-R4_MC06g07207	2030	2502	3060	2253
MvSl-1064-A1-R4_MC06g07208	1892	1682	2363	2494
MvSl-1064-A1-R4_MC06g07209	777	922	1326	903
MvSl-1064-A1-R4_MC06g07210	354	384	445	370
MvSl-1064-A1-R4_MC06g07211	240	230	252	258
MvSl-1064-A1-R4_MC06g07212	1253	1118	1241	1312
MvSl-1064-A1-R4_MC06g07213	37	25	45	63
MvSl-1064-A1-R4_MC06g07214	463	407	506	502
MvSl-1064-A1-R4_MC06g07215	129.083	163.503	190.603	187.34
MvSl-1064-A1-R4_MC06g07216	13	12	27	20
MvSl-1064-A1-R4_MC06g07217	20	13	16	22
MvSl-1064-A1-R4_MC06g07218	452	551	438	463
MvSl-1064-A1-R4_MC06g07219	5802	4013	5168	7112
MvSl-1064-A1-R4_MC06g07220	2300	2393	2546	2500
MvSl-1064-A1-R4_MC06g07221	3080	3640	4990	3852
MvSl-1064-A1-R4_MC06g07222	229	425	306	331
MvSl-1064-A1-R4_MC06g07223	56	155	125	118
MvSl-1064-A1-R4_MC06g07224	106	281	209	147
MvSl-1064-A1-R4_MC06g07225	2057	2453	2381	2106
MvSl-1064-A1-R4_MC06g07226	1301	675	1062	1395
MvSl-1064-A1-R4_MC06g07227	1762	1715	1885	2056
MvSl-1064-A1-R4_MC06g07228	3655	3320	3448	3749
MvSl-1064-A1-R4_MC06g07229	1185	1521	1594	1194
MvSl-1064-A1-R4_MC06g07230	1003	1036	1284	1163
MvSl-1064-A1-R4_MC06g07231	2825	2642	2905	3034
MvSl-1064-A1-R4_MC06g07232	798	1062	793	646
MvSl-1064-A1-R4_MC06g07233	595	916	740	528
MvSl-1064-A1-R4_MC06g07234	404	513	468	481
MvSl-1064-A1-R4_MC06g07235	138	101	180	319
MvSl-1064-A1-R4_MC06g07236	11626	5293	12824	26448
MvSl-1064-A1-R4_MC06g07237	1674	1768	2261	2081
MvSl-1064-A1-R4_MC06g07238	1803.12	1611.19	1712.9	1915.93
MvSl-1064-A1-R4_MC06g07239	508.168	567.039	529.095	440.57
MvSl-1064-A1-R4_MC06g07240	1009	1242	1044	1080
MvSl-1064-A1-R4_MC06g07241	629	852	808	700
MvSl-1064-A1-R4_MC06g07242	2447	2892	2336	2062
MvSl-1064-A1-R4_MC06g07243	857	1207	1101	986
MvSl-1064-A1-R4_MC06g07244	2402	2594	2678	2688
MvSl-1064-A1-R4_MC06g07245	5752	5983	5966	6185
MvSl-1064-A1-R4_MC06g07246	725	860	905	806
MvSl-1064-A1-R4_MC06g07247	310	281	268	372
MvSl-1064-A1-R4_MC06g07248	55	54	104	89
MvSl-1064-A1-R4_MC06g07249	260	265	327	405
MvSl-1064-A1-R4_MC06g07250	478	567	619	556
MvSl-1064-A1-R4_MC06g07251	1452	1759	1819	1549
MvSl-1064-A1-R4_MC06g07252	1313	923	1063	1519
MvSl-1064-A1-R4_MC06g07253	685	738	775	833
MvSl-1064-A1-R4_MC06g07254	2311	2168	2537	2463
MvSl-1064-A1-R4_MC06g07255	204	142	165	245
MvSl-1064-A1-R4_MC06g07256	1842	1830	1978	2017
MvSl-1064-A1-R4_MC06g07257	473	521	629	597
MvSl-1064-A1-R4_MC06g07258	2172	2517	3052	2675
MvSl-1064-A1-R4_MC06g07259	3	4	2	3
MvSl-1064-A1-R4_MC06g07260	1374	1458	1495	1181
MvSl-1064-A1-R4_MC06g07261	1513	1893	2424	2038
MvSl-1064-A1-R4_MC06g07262	1592	1668	1731	1679
MvSl-1064-A1-R4_MC06g07263	665	707	796	814
MvSl-1064-A1-R4_MC06g07264	1265	1400	1409	1411
MvSl-1064-A1-R4_MC06g07265	993	1077	1098	1091
MvSl-1064-A1-R4_MC06g07266	2887	3057	3452	2772
MvSl-1064-A1-R4_MC06g07267	8190	6273	8930	10246
MvSl-1064-A1-R4_MC06g07268	0	0	1	4
MvSl-1064-A1-R4_MC06g07269	124	137	154	142
MvSl-1064-A1-R4_MC06g07270	4602	5265	5557	4816
MvSl-1064-A1-R4_MC06g07271	1000	1243	1422	1160
MvSl-1064-A1-R4_MC06g07272	1042	1178	1406	1299
MvSl-1064-A1-R4_MC06g07273	8762	9796	10809	9297
MvSl-1064-A1-R4_MC06g07274	418	506	601	502
MvSl-1064-A1-R4_MC06g07275	3240	3403	3544	2846
MvSl-1064-A1-R4_MC06g07276	2782	2775	3879	4592
MvSl-1064-A1-R4_MC06g07277	29	27	24	33
MvSl-1064-A1-R4_MC06g07278	64	61	72	62
MvSl-1064-A1-R4_MC06g07279	1282	1494	1610	1520
MvSl-1064-A1-R4_MC06g07280	2807	2517	3091	3133
MvSl-1064-A1-R4_MC06g07281	2358	2862	2713	2731
MvSl-1064-A1-R4_MC06g07282	412	697	533	499
MvSl-1064-A1-R4_MC06g07283	447	322	492	603
MvSl-1064-A1-R4_MC06g07284	3745	3726	4541	4266
MvSl-1064-A1-R4_MC06g07285	1131	1316	1467	1275
MvSl-1064-A1-R4_MC06g07286	145	86	177	214
MvSl-1064-A1-R4_MC06g07287	100	108	242	172
MvSl-1064-A1-R4_MC06g07288	277	131	203	326
MvSl-1064-A1-R4_MC06g07289	1790	2555	1985	1739
MvSl-1064-A1-R4_MC06g07290	693	984	910	787
MvSl-1064-A1-R4_MC06g07291	1612	1616	1807	1782
MvSl-1064-A1-R4_MC06g07292	1918	2240	2198	2217
MvSl-1064-A1-R4_MC06g07293	3422	2313	3032	3631
MvSl-1064-A1-R4_MC06g07294	7782.03	7379.25	13344.3	6593.03
MvSl-1064-A1-R4_MC06g07295	0	0	1.01941	2.05018
MvSl-1064-A1-R4_MC06g07296	182.484	142.229	185.374	205.62
MvSl-1064-A1-R4_MC06g07297	8.70325	2.1857	9.05423	22.581
MvSl-1064-A1-R4_MC06g07298	2682	3055	1988	1816
MvSl-1064-A1-R4_MC06g07299	1122	1098	1405	1456
MvSl-1064-A1-R4_MC06g07300	930	970	1203	936
MvSl-1064-A1-R4_MC06g07301	935	621	562	747
MvSl-1064-A1-R4_MC06g07302	710.97	1095.75	1471.71	376.974
MvSl-1064-A1-R4_MC06g07303	316	257	315	477
MvSl-1064-A1-R4_MC06g07304	1336	1778	1807	1453
MvSl-1064-A1-R4_MC06g07305	591	706	746	639
MvSl-1064-A1-R4_MC06g07306	21	14	22	24
MvSl-1064-A1-R4_MC06g07307	1284	1295	1327	1375
MvSl-1064-A1-R4_MC06g07308	4097	2851	3092	4082
MvSl-1064-A1-R4_MC06g07309	5403	4321	5002	6262
MvSl-1064-A1-R4_MC06g07310	911	650	887	1177
MvSl-1064-A1-R4_MC06g07311	2349	2350	2100	2178
MvSl-1064-A1-R4_MC06g07312	407	328	349	424
MvSl-1064-A1-R4_MC06g07313	5347	6525	6526	5435
MvSl-1064-A1-R4_MC06g07314	613	744	739	627
MvSl-1064-A1-R4_MC06g07315	820	677	830	810
MvSl-1064-A1-R4_MC06g07316	1032	917	971	1400
MvSl-1064-A1-R4_MC06g07317	1170.99	1121	1503	1553.98
MvSl-1064-A1-R4_MC06g07318	37.9361	55.5989	56.9582	58.0181
MvSl-1064-A1-R4_MC06g07319	1858.14	1791.4	2319.42	2412.16
MvSl-1064-A1-R4_MC06g07320	91.3494	88.0922	114.87	121.996
MvSl-1064-A1-R4_MC06g07321	48	49	88	87
MvSl-1064-A1-R4_MC06g07322	28	27.2378	30	37.0851
MvSl-1064-A1-R4_MC06g07323	111.066	137.084	155.659	162.032
MvSl-1064-A1-R4_MC06g07324	71	95	65	58
MvSl-1064-A1-R4_MC06g07325	808	1193	915	842
MvSl-1064-A1-R4_MC06g07326	1953	2059	2401	2284
MvSl-1064-A1-R4_MC06g07327	4006	5138	5035	4106
MvSl-1064-A1-R4_MC06g07328	1482	1686	1967	1669
MvSl-1064-A1-R4_MC06g07329	0	1	4	6
MvSl-1064-A1-R4_MC06g07330	240	381	318	256
MvSl-1064-A1-R4_MC06g07331	2236	2384	2883	2664
MvSl-1064-A1-R4_MC06g07332	327	282	321	446
MvSl-1064-A1-R4_MC06g07333	2856	2703	3823	3994
MvSl-1064-A1-R4_MC06g07334	961	1248	1347	1094
MvSl-1064-A1-R4_MC06g07335	3368	3769	3243	2963
MvSl-1064-A1-R4_MC06g07336	20	16	31	40
MvSl-1064-A1-R4_MC06g07337	4	9	5	6
MvSl-1064-A1-R4_MC06g07338	1236	1316	1392	1448
MvSl-1064-A1-R4_MC06g07339	544	796	690	610
MvSl-1064-A1-R4_MC06g07340	1791	2340	2450	1661
MvSl-1064-A1-R4_MC06g07341	917	1303	1059	1011
MvSl-1064-A1-R4_MC06g07342	40	37	54	73
MvSl-1064-A1-R4_MC06g07343	472	544	584	597
MvSl-1064-A1-R4_MC06g07344	268	426	420	345
MvSl-1064-A1-R4_MC06g07345	2022	2302	2514	2109
MvSl-1064-A1-R4_MC06g07346	2187	2530	2260	2448
MvSl-1064-A1-R4_MC06g07347	487.747	821.154	485.853	362.705
MvSl-1064-A1-R4_MC06g07348	473.866	617.662	545.596	448.118
MvSl-1064-A1-R4_MC06g07349	2516.24	2103.38	2501.64	2953.84
MvSl-1064-A1-R4_MC06g07350	25.7561	22.6205	49.3595	28.1603
MvSl-1064-A1-R4_MC06g07351	2707	2776	2961	2825
MvSl-1064-A1-R4_MC06g07352	298	316	439	350
MvSl-1064-A1-R4_MC06g07353	300	212	294	346
MvSl-1064-A1-R4_MC06g07354	60	34	38	68
MvSl-1064-A1-R4_MC06g07355	36	20	39	50
MvSl-1064-A1-R4_MC06g07356	173	211	274	247
MvSl-1064-A1-R4_MC06g07357	457	538	606	523
MvSl-1064-A1-R4_MC06g07358	116	102	102	107
MvSl-1064-A1-R4_MC06g07359	2834	2882	3170	2632
MvSl-1064-A1-R4_MC06g07360	877	910	1342	1258
MvSl-1064-A1-R4_MC06g07361	266	423	381	306
MvSl-1064-A1-R4_MC06g07362	430	611	665	544
MvSl-1064-A1-R4_MC06g07363	3324	3865	4137	3686
MvSl-1064-A1-R4_MC06g07364	1092	829	959	1471
MvSl-1064-A1-R4_MC06g07365	5238	5034	5933	6321
MvSl-1064-A1-R4_MC06g07366	1389	1523	1863	1643
MvSl-1064-A1-R4_MC06g07367	908	932	1226	1181
MvSl-1064-A1-R4_MC06g07368	15949	14105	16996	16831
MvSl-1064-A1-R4_MC06g07369	744	836	955	832
MvSl-1064-A1-R4_MC06g07370	1719	1920	1961	1916
MvSl-1064-A1-R4_MC06g07371	2425.42	2478.39	2570.29	2720.98
MvSl-1064-A1-R4_MC06g07372	5995	7874	8171	5851
MvSl-1064-A1-R4_MC06g07373	262	223	294	379
MvSl-1064-A1-R4_MC06g07374	974	1073	1343	1186
MvSl-1064-A1-R4_MC06g07375	483	565	557	477
MvSl-1064-A1-R4_MC06g07376	9966	12793	11667	8448
MvSl-1064-A1-R4_MC06g07377	11446	9665	11334	8904
MvSl-1064-A1-R4_MC06g07378	7	7	10	13
MvSl-1064-A1-R4_MC06g07379	2	2	3	4
MvSl-1064-A1-R4_MC06g07380	5629	5924	7159	6486
MvSl-1064-A1-R4_MC06g07381	2909	3007	3363	3285
MvSl-1064-A1-R4_MC06g07382	578	449	569	658
MvSl-1064-A1-R4_MC06g07383	10149	10819	10818	10672
MvSl-1064-A1-R4_MC06g07384	2276	2683	3116	2243
MvSl-1064-A1-R4_MC06g07385	1603	1959	1938	1791
MvSl-1064-A1-R4_MC06g07386	1904	1658	1761	1983
MvSl-1064-A1-R4_MC06g07387	1316	1350	1380	1326
MvSl-1064-A1-R4_MC06g07388	1171	1222	1581	1385
MvSl-1064-A1-R4_MC06g07389	1127	1211	1527	1570
MvSl-1064-A1-R4_MC06g07390	1393	1578	1504	1445
