a2	a2s1	a2s2	a1	a1s1	a1s2
MvSl-1064-A2-R4_MC07g08387	975	748	MvSl-1064-A1-R4_MC07g08122	737	857
MvSl-1064-A2-R4_MC07g08388	1230	1127	MvSl-1064-A1-R4_MC07g08123	1083	1001
MvSl-1064-A2-R4_MC07g08389	1191	1225	MvSl-1064-A1-R4_MC07g08124	1085	889
MvSl-1064-A2-R4_MC07g08390	3079	2723	MvSl-1064-A1-R4_MC07g08125	2664	3085
MvSl-1064-A2-R4_MC07g08391	2291	2040	MvSl-1064-A1-R4_MC07g08126	1821	1946
MvSl-1064-A2-R4_MC07g08392	2081	2088	MvSl-1064-A1-R4_MC07g08127	2317	2164
MvSl-1064-A2-R4_MC07g08393	756	704	MvSl-1064-A1-R4_MC07g08128	671	825
MvSl-1064-A2-R4_MC07g08394	4582	4217	MvSl-1064-A1-R4_MC07g08129	3416	4078
MvSl-1064-A2-R4_MC07g08395	105	153	MvSl-1064-A1-R4_MC07g08130	92	119
MvSl-1064-A2-R4_MC07g08396	7228.49	6851.2	MvSl-1064-A1-R4_MC07g08131	5700.61	6631.47
MvSl-1064-A2-R4_MC07g08399	2198	2505	MvSl-1064-A1-R4_MC07g08134	2028	1990
MvSl-1064-A2-R4_MC07g08400	860	829	MvSl-1064-A1-R4_MC07g08135	623	611
MvSl-1064-A2-R4_MC07g08401	256	245	MvSl-1064-A1-R4_MC07g08136	232	197
MvSl-1064-A2-R4_MC07g08402	1131	1002	MvSl-1064-A1-R4_MC07g08137	1024	1273
MvSl-1064-A2-R4_MC07g08403	755	678	MvSl-1064-A1-R4_MC07g08138	968	1258
MvSl-1064-A2-R4_MC07g08404	29	12	MvSl-1064-A1-R4_MC07g08139	3	7
MvSl-1064-A2-R4_MC07g08405	35	31	MvSl-1064-A1-R4_MC07g08140	21	24
MvSl-1064-A2-R4_MC07g08406	9393	6193	MvSl-1064-A1-R4_MC07g08141	6958	6817
MvSl-1064-A2-R4_MC07g08407	552	471	MvSl-1064-A1-R4_MC07g08142	508	513
MvSl-1064-A2-R4_MC07g08408	107	112	MvSl-1064-A1-R4_MC07g08143	57	48
MvSl-1064-A2-R4_MC07g08409	107.662	115	MvSl-1064-A1-R4_MC07g08144	85.5112	75
MvSl-1064-A2-R4_MC07g08410	168	175	MvSl-1064-A1-R4_MC07g08145	150	109
MvSl-1064-A2-R4_MC07g08411	659	544	MvSl-1064-A1-R4_MC07g08146	469	460
MvSl-1064-A2-R4_MC07g08412	1391	1170	MvSl-1064-A1-R4_MC07g08147	989	1242
MvSl-1064-A2-R4_MC07g08413	7	20	MvSl-1064-A1-R4_MC07g08148	13	8
MvSl-1064-A2-R4_MC07g08414	0	0	MvSl-1064-A1-R4_MC07g08149	0	0
MvSl-1064-A2-R4_MC07g08415	3523.36	3266.36	MvSl-1064-A1-R4_MC07g08150	2441.7	2732.95
MvSl-1064-A2-R4_MC07g08416	55.9397	83.4035	MvSl-1064-A1-R4_MC07g08151	80.2486	72.818
MvSl-1064-A2-R4_MC07g08417	7.41774	18.5029	MvSl-1064-A1-R4_MC07g08152	25.6404	17.88
MvSl-1064-A2-R4_MC07g08418	21.5077	26.5206	MvSl-1064-A1-R4_MC07g08153	55.8422	37.1641
MvSl-1064-A2-R4_MC07g08419	839	830	MvSl-1064-A1-R4_MC07g08154	723	857
MvSl-1064-A2-R4_MC07g08420	986	938	MvSl-1064-A1-R4_MC07g08155	775	979
MvSl-1064-A2-R4_MC07g08421	1778	1597	MvSl-1064-A1-R4_MC07g08156	1393	1880
MvSl-1064-A2-R4_MC07g08422	1919	1917	MvSl-1064-A1-R4_MC07g08157	2030	1583
MvSl-1064-A2-R4_MC07g08423	1695	1738	MvSl-1064-A1-R4_MC07g08158	1598	1584
MvSl-1064-A2-R4_MC07g08424	788	729	MvSl-1064-A1-R4_MC07g08159	550	579
MvSl-1064-A2-R4_MC07g08425	646	631	MvSl-1064-A1-R4_MC07g08160	522	562
MvSl-1064-A2-R4_MC07g08426	1353	1516	MvSl-1064-A1-R4_MC07g08161	1860	1476
MvSl-1064-A2-R4_MC07g08427	1609	1388	MvSl-1064-A1-R4_MC07g08162	1276	1256
MvSl-1064-A2-R4_MC07g08428	524	611	MvSl-1064-A1-R4_MC07g08163	502	348
MvSl-1064-A2-R4_MC07g08429	362	302	MvSl-1064-A1-R4_MC07g08164	210	308
MvSl-1064-A2-R4_MC07g08430	2420	2136	MvSl-1064-A1-R4_MC07g08165	2073	2385
MvSl-1064-A2-R4_MC07g08431	711	657	MvSl-1064-A1-R4_MC07g08166	547	755
MvSl-1064-A2-R4_MC07g08432	7766	11119	MvSl-1064-A1-R4_MC07g08167	6873	4958
MvSl-1064-A2-R4_MC07g08433	3216.17	3584.47	MvSl-1064-A1-R4_MC07g08168	3241.47	3049.89
MvSl-1064-A2-R4_MC07g08434	1324	999	MvSl-1064-A1-R4_MC07g08169	851	1377
MvSl-1064-A2-R4_MC07g08435	5540.02	3373.14	MvSl-1064-A1-R4_MC07g08170	2995.27	5297.39
MvSl-1064-A2-R4_MC07g08436	554	497	MvSl-1064-A1-R4_MC07g08171	440	520
MvSl-1064-A2-R4_MC07g08439	2124	1753	MvSl-1064-A1-R4_MC07g08174	1479	2163
MvSl-1064-A2-R4_MC07g08440	190	290	MvSl-1064-A1-R4_MC07g08175	189	96
MvSl-1064-A2-R4_MC07g08441	3560	3420	MvSl-1064-A1-R4_MC07g08176	2854	3063
MvSl-1064-A2-R4_MC07g08442	2001	1887	MvSl-1064-A1-R4_MC07g08177	1542	1858
MvSl-1064-A2-R4_MC07g08443	2511	2328	MvSl-1064-A1-R4_MC07g08178	2012	2209
MvSl-1064-A2-R4_MC07g08444	1565	1313	MvSl-1064-A1-R4_MC07g08179	1157	1300
MvSl-1064-A2-R4_MC07g08445	16	17	MvSl-1064-A1-R4_MC07g08180	17	12
MvSl-1064-A2-R4_MC07g08446	117	103	MvSl-1064-A1-R4_MC07g08181	90	133
MvSl-1064-A2-R4_MC07g08447	280	205	MvSl-1064-A1-R4_MC07g08182	160	290
MvSl-1064-A2-R4_MC07g08448	778	516	MvSl-1064-A1-R4_MC07g08183	359	742
MvSl-1064-A2-R4_MC07g08449	20	22	MvSl-1064-A1-R4_MC07g08184	7.07752	18
MvSl-1064-A2-R4_MC07g08450	972.649	779	MvSl-1064-A1-R4_MC07g08185	806	1112
MvSl-1064-A2-R4_MC07g08451	462	351	MvSl-1064-A1-R4_MC07g08186	332	417
MvSl-1064-A2-R4_MC07g08452	1018	594	MvSl-1064-A1-R4_MC07g08187	621	1041
MvSl-1064-A2-R4_MC07g08453	1144	586	MvSl-1064-A1-R4_MC07g08188	299	678
MvSl-1064-A2-R4_MC07g08454	1067	646	MvSl-1064-A1-R4_MC07g08189	374	1000
MvSl-1064-A2-R4_MC07g08455	74.518	37.9219	MvSl-1064-A1-R4_MC07g08190	78.2598	64.2769
MvSl-1064-A2-R4_MC07g08456	4113	5680	MvSl-1064-A1-R4_MC07g08191	3699	2680
MvSl-1064-A2-R4_MC07g08457	52612	67830	MvSl-1064-A1-R4_MC07g08192	46307	34195
MvSl-1064-A2-R4_MC07g08458	763	739	MvSl-1064-A1-R4_MC07g08193	573	598
MvSl-1064-A2-R4_MC07g08459	1689	1863	MvSl-1064-A1-R4_MC07g08194	1633	1510
MvSl-1064-A2-R4_MC07g08460	1908	2331	MvSl-1064-A1-R4_MC07g08195	1648	1425
MvSl-1064-A2-R4_MC07g08461	1816	1845	MvSl-1064-A1-R4_MC07g08196	1419	1473
MvSl-1064-A2-R4_MC07g08462	976	983	MvSl-1064-A1-R4_MC07g08197	896	782
MvSl-1064-A2-R4_MC07g08463	21	26	MvSl-1064-A1-R4_MC07g08198	15	7
MvSl-1064-A2-R4_MC07g08464	893	631	MvSl-1064-A1-R4_MC07g08199	684	1226
MvSl-1064-A2-R4_MC07g08465	2.27977	0	MvSl-1064-A1-R4_MC07g08200	1.62901	10.8481
MvSl-1064-A2-R4_MC07g08466	90.1848	84.569	MvSl-1064-A1-R4_MC07g08201	63.347	79.3605
MvSl-1064-A2-R4_MC07g08467	9440	10409	MvSl-1064-A1-R4_MC07g08202	7956	7797
MvSl-1064-A2-R4_MC07g08468	563	1238	MvSl-1064-A1-R4_MC07g08203	1025	833
MvSl-1064-A2-R4_MC07g08469	353	962	MvSl-1064-A1-R4_MC07g08204	705	511
MvSl-1064-A2-R4_MC07g08470	1440	1753	MvSl-1064-A1-R4_MC07g08205	1584	1174
MvSl-1064-A2-R4_MC07g08471	7356	6924	MvSl-1064-A1-R4_MC07g08206	6330	5953
MvSl-1064-A2-R4_MC07g08472	10	10	MvSl-1064-A1-R4_MC07g08207	7	10
MvSl-1064-A2-R4_MC07g08473	177	205	MvSl-1064-A1-R4_MC07g08208	159	182.984
MvSl-1064-A2-R4_MC07g08474	137.712	141.318	MvSl-1064-A1-R4_MC07g08209	123.22	121.123
MvSl-1064-A2-R4_MC07g08475	1731.29	2105.68	MvSl-1064-A1-R4_MC07g08210	1715	1627.33
MvSl-1064-A2-R4_MC07g08476	12547	16710	MvSl-1064-A1-R4_MC07g08211	18882	13494
MvSl-1064-A2-R4_MC07g08477	214	236	MvSl-1064-A1-R4_MC07g08212	130	111
MvSl-1064-A2-R4_MC07g08478	372	450	MvSl-1064-A1-R4_MC07g08213	316	297
MvSl-1064-A2-R4_MC07g08479	2197	1844	MvSl-1064-A1-R4_MC07g08214	1859	2471
MvSl-1064-A2-R4_MC07g08480	1576	1945	MvSl-1064-A1-R4_MC07g08215	1495	1152
MvSl-1064-A2-R4_MC07g08481	7196	7088	MvSl-1064-A1-R4_MC07g08216	7054	6768
MvSl-1064-A2-R4_MC07g08482	186	163	MvSl-1064-A1-R4_MC07g08217	126	153
MvSl-1064-A2-R4_MC07g08483	15	13	MvSl-1064-A1-R4_MC07g08218	12	8
MvSl-1064-A2-R4_MC07g08484	659	600	MvSl-1064-A1-R4_MC07g08219	501	495
MvSl-1064-A2-R4_MC07g08485	840	710	MvSl-1064-A1-R4_MC07g08220	647	895
MvSl-1064-A2-R4_MC07g08486	5.14258	9.31479	MvSl-1064-A1-R4_MC07g08221	10.0642	5.23017
MvSl-1064-A2-R4_MC07g08487	4189	4047	MvSl-1064-A1-R4_MC07g08222	3664	3734
MvSl-1064-A2-R4_MC07g08488	2657	2168	MvSl-1064-A1-R4_MC07g08223	2173	3044
MvSl-1064-A2-R4_MC07g08489	9052	7024	MvSl-1064-A1-R4_MC07g08224	5672	8159
MvSl-1064-A2-R4_MC07g08490	1421	1742	MvSl-1064-A1-R4_MC07g08225	1343	1205
MvSl-1064-A2-R4_MC07g08491	0	0	MvSl-1064-A1-R4_MC07g08226	0	0
MvSl-1064-A2-R4_MC07g08492	5	4	MvSl-1064-A1-R4_MC07g08227	0	0
MvSl-1064-A2-R4_MC07g08493	1935	1420	MvSl-1064-A1-R4_MC07g08228	1469	2012
MvSl-1064-A2-R4_MC07g08494	6741	5618	MvSl-1064-A1-R4_MC07g08229	4700	5733
MvSl-1064-A2-R4_MC07g08495	3209	3102	MvSl-1064-A1-R4_MC07g08230	2732	2852
MvSl-1064-A2-R4_MC07g08496	2009	1671	MvSl-1064-A1-R4_MC07g08231	1263	1852
MvSl-1064-A2-R4_MC07g08497	3656	3927	MvSl-1064-A1-R4_MC07g08232	4421	2590
MvSl-1064-A2-R4_MC07g08498	162.279	165.907	MvSl-1064-A1-R4_MC07g08233	140.511	151.347
MvSl-1064-A2-R4_MC07g08500	28.3881	19.4567	MvSl-1064-A1-R4_MC07g08235	865	1191
MvSl-1064-A2-R4_MC07g08501	3475.37	3101.39	MvSl-1064-A1-R4_MC07g08236	3126	3634
MvSl-1064-A2-R4_MC07g08502	0	0	MvSl-1064-A1-R4_MC07g08237	0	0
MvSl-1064-A2-R4_MC07g08503	22	17	MvSl-1064-A1-R4_MC07g08238	13	23
MvSl-1064-A2-R4_MC07g08504	2982	3166	MvSl-1064-A1-R4_MC07g08239	2908	2611
MvSl-1064-A2-R4_MC07g08505	7156	6908	MvSl-1064-A1-R4_MC07g08240	5806	6440
MvSl-1064-A2-R4_MC07g08506	2844	3141	MvSl-1064-A1-R4_MC07g08241	2402	2493
MvSl-1064-A2-R4_MC07g08507	1743	1848	MvSl-1064-A1-R4_MC07g08242	1661	1597
MvSl-1064-A2-R4_MC07g08508	382.854	411.25	MvSl-1064-A1-R4_MC07g08243	275.252	289.252
MvSl-1064-A2-R4_MC07g08509	0	0	MvSl-1064-A1-R4_MC07g08244	0	1.26847
MvSl-1064-A2-R4_MC07g08511	419.086	519.031	MvSl-1064-A1-R4_MC07g08246	270.688	294.619
MvSl-1064-A2-R4_MC07g08512	3.35111	10.8745	MvSl-1064-A1-R4_MC07g08247	5.64553	6.28454
MvSl-1064-A2-R4_MC07g08513	448.499	385.062	MvSl-1064-A1-R4_MC07g08248	273.182	317.415
MvSl-1064-A2-R4_MC07g08514	35.5407	54.7063	MvSl-1064-A1-R4_MC07g08249	13.3677	8.2485
MvSl-1064-A2-R4_MC07g08515	1.59856	0	MvSl-1064-A1-R4_MC07g08250	1.74634	0
MvSl-1064-A2-R4_MC07g08516	494.642	510.839	MvSl-1064-A1-R4_MC07g08251	467.396	516.856
MvSl-1064-A2-R4_MC07g08517	23	28	MvSl-1064-A1-R4_MC07g08252	32	26.6379
MvSl-1064-A2-R4_MC07g08518	202.158	232.748	MvSl-1064-A1-R4_MC07g08253	212.165	120.427
MvSl-1064-A2-R4_MC07g08520	695.239	641.824	MvSl-1064-A1-R4_MC07g08255	559.877	704.583
MvSl-1064-A2-R4_MC07g08521	0	0	MvSl-1064-A1-R4_MC05-1g06112	0	0
MvSl-1064-A2-R4_MC08-1g08522	407.703	502.119	MvSl-1064-A1-R4_MC08g08257	522.297	412.177
MvSl-1064-A2-R4_MC08-1g08523	157.156	168.122	MvSl-1064-A1-R4_MC08g08258	96.2602	105.695
MvSl-1064-A2-R4_MC08-1g08526	15.8931	7.33902	MvSl-1064-A1-R4_MC08g08261	16.2887	20.395
MvSl-1064-A2-R4_MC08-1g08527	43.1959	65.661	MvSl-1064-A1-R4_MC08g08262	43.5972	55.605
MvSl-1064-A2-R4_MC08-1g08528	4.97223	3.3447	MvSl-1064-A1-R4_MC08g08263	4.40847	1.25404
MvSl-1064-A2-R4_MC08-1g08529	14.0278	6.6553	MvSl-1064-A1-R4_MC08g08264	7.59153	14.746
MvSl-1064-A2-R4_MC08-1g08530	10	14	MvSl-1064-A1-R4_MC08g08265	8	10
MvSl-1064-A2-R4_MC08-1g08531	1610	1535	MvSl-1064-A1-R4_MC08g08266	1328	1591
MvSl-1064-A2-R4_MC08-1g08532	6072	7813	MvSl-1064-A1-R4_MC08g08267	7355	5852
MvSl-1064-A2-R4_MC08-1g08533	330	733	MvSl-1064-A1-R4_MC08g08268	769	497
MvSl-1064-A2-R4_MC08-1g08534	342	888	MvSl-1064-A1-R4_MC08g08269	791	502
MvSl-1064-A2-R4_MC08-1g08535	12	12	MvSl-1064-A1-R4_MC08g08270	7	9
MvSl-1064-A2-R4_MC08-1g08536	120.225	133.359	MvSl-1064-A1-R4_MC08g08271	56.8908	64.9625
MvSl-1064-A2-R4_MC08-1g08537	1075.8	1349.75	MvSl-1064-A1-R4_MC08g08272	917.698	1001.68
MvSl-1064-A2-R4_MC08-1g08538	1081	1056	MvSl-1064-A1-R4_MC08g08273	870	1006
MvSl-1064-A2-R4_MC08-1g08539	2644	2554	MvSl-1064-A1-R4_MC08g08274	2441	2613
MvSl-1064-A2-R4_MC08-1g08540	274	261	MvSl-1064-A1-R4_MC08g08275	152	204
MvSl-1064-A2-R4_MC08-1g08541	855	795	MvSl-1064-A1-R4_MC08g08276	663	763
MvSl-1064-A2-R4_MC08-1g08542	8	7	MvSl-1064-A1-R4_MC08g08277	9	8
MvSl-1064-A2-R4_MC08-1g08543	3242	3641	MvSl-1064-A1-R4_MC08g08278	3291	3171
MvSl-1064-A2-R4_MC08-1g08544	2292	2162	MvSl-1064-A1-R4_MC08g08279	1851	1942
MvSl-1064-A2-R4_MC08-1g08545	296	219	MvSl-1064-A1-R4_MC08g08280	161	266
MvSl-1064-A2-R4_MC08-1g08546	183	181	MvSl-1064-A1-R4_MC08g08281	171	121
MvSl-1064-A2-R4_MC08-1g08547	2712	3217	MvSl-1064-A1-R4_MC08g08282	3159	2999
MvSl-1064-A2-R4_MC08-1g08548	0	0	MvSl-1064-A1-R4_MC08g08283	0	0
MvSl-1064-A2-R4_MC08-1g08549	0	0	MvSl-1064-A1-R4_MC08g08284	0	1.18545
MvSl-1064-A2-R4_MC08-1g08550	35	33	MvSl-1064-A1-R4_MC08g08285	31	54
MvSl-1064-A2-R4_MC08-1g08551	545	557	MvSl-1064-A1-R4_MC08g08286	538	531
MvSl-1064-A2-R4_MC08-1g08552	1057	759	MvSl-1064-A1-R4_MC08g08287	760	1138
MvSl-1064-A2-R4_MC08-1g08553	24483	20488	MvSl-1064-A1-R4_MC08g08288	20535	25963
MvSl-1064-A2-R4_MC08-1g08554	133	90	MvSl-1064-A1-R4_MC08g08289	82	103
MvSl-1064-A2-R4_MC08-1g08555	1	2	MvSl-1064-A1-R4_MC08g08290	1	1
MvSl-1064-A2-R4_MC08-1g08556	817	902	MvSl-1064-A1-R4_MC08g08291	819	762
MvSl-1064-A2-R4_MC08-1g08557	1379	1495	MvSl-1064-A1-R4_MC08g08292	1349	1393
MvSl-1064-A2-R4_MC08-1g08558	1113	1075	MvSl-1064-A1-R4_MC08g08293	960	1037
MvSl-1064-A2-R4_MC08-1g08559	1816	1597	MvSl-1064-A1-R4_MC08g08294	1267	1514
MvSl-1064-A2-R4_MC08-1g08560	2473	2271	MvSl-1064-A1-R4_MC08g08295	2200	2480
MvSl-1064-A2-R4_MC08-1g08561	2045	2302	MvSl-1064-A1-R4_MC08g08296	2140	1742
MvSl-1064-A2-R4_MC08-1g08562	4522	5370	MvSl-1064-A1-R4_MC08g08297	4898	4111
MvSl-1064-A2-R4_MC08-1g08563	2281	2474	MvSl-1064-A1-R4_MC08g08298	2094	2860
MvSl-1064-A2-R4_MC08-1g08564	4926.54	4392	MvSl-1064-A1-R4_MC08g08299	4152.64	4912
MvSl-1064-A2-R4_MC08-1g08565	4194	3716	MvSl-1064-A1-R4_MC08g08300	3511	4161
MvSl-1064-A2-R4_MC08-1g08566	1311	1486	MvSl-1064-A1-R4_MC08g08301	1297	1033
MvSl-1064-A2-R4_MC08-1g08567	366.079	542.577	MvSl-1064-A1-R4_MC08g08302	385.901	485.736
MvSl-1064-A2-R4_MC08-1g08568	55.8491	59.4179	MvSl-1064-A1-R4_MC08g08303	53.652	35.5241
MvSl-1064-A2-R4_MC08-1g08569	81	37	MvSl-1064-A1-R4_MC08g08304	19	19
MvSl-1064-A2-R4_MC08-1g08570	1	0	MvSl-1064-A1-R4_MC08g08305	1	0
MvSl-1064-A2-R4_MC08-1g08571	120	63	MvSl-1064-A1-R4_MC08g08306	138	194
MvSl-1064-A2-R4_MC08-1g08572	28.8859	28.6007	MvSl-1064-A1-R4_MC08g08307	44.3226	54.1965
MvSl-1064-A2-R4_MC08-1g08573	16.0671	25.4475	MvSl-1064-A1-R4_MC08g08308	17.4563	19.9125
MvSl-1064-A2-R4_MC08-1g08574	0	0	MvSl-1064-A1-R4_MC08g08309	0	0
MvSl-1064-A2-R4_MC08-1g08575	33.9092	36	MvSl-1064-A1-R4_MC08g08310	29	25.0582
MvSl-1064-A2-R4_MC08-1g08576	864.412	732.912	MvSl-1064-A1-R4_MC08g08311	499.758	456.683
MvSl-1064-A2-R4_MC08-1g08577	26.9249	22.425	MvSl-1064-A1-R4_MC08g08312	54.6916	31.7179
MvSl-1064-A2-R4_MC08-1g08578	102.731	96.7762	MvSl-1064-A1-R4_MC08g08313	86.8843	68.3266
MvSl-1064-A2-R4_MC08-1g08579	3	0	MvSl-1064-A1-R4_MC08g08314	5	3
MvSl-1064-A2-R4_MC08-1g08580	1	2	MvSl-1064-A1-R4_MC08g08315	3	3
MvSl-1064-A2-R4_MC08-1g08581	1388	1320	MvSl-1064-A1-R4_MC08g08316	1232	1082
MvSl-1064-A2-R4_MC08-1g08582	1314	1281	MvSl-1064-A1-R4_MC08g08317	1013	954
MvSl-1064-A2-R4_MC08-1g08583	25	35	MvSl-1064-A1-R4_MC08g08318	152	122
MvSl-1064-A2-R4_MC08-1g08584	3165	2546	MvSl-1064-A1-R4_MC08g08319	2908	4734
MvSl-1064-A2-R4_MC08-1g08585	2	0	MvSl-1064-A1-R4_MC08g08320	1.30893	3.59576
MvSl-1064-A2-R4_MC08-1g08586	14245	11627	MvSl-1064-A1-R4_MC08g08321	9397	13176
MvSl-1064-A2-R4_MC08-1g08587	155.82	247.872	MvSl-1064-A1-R4_MC08g08322	186.303	140.815
MvSl-1064-A2-R4_MC08-1g08588	457.898	582.147	MvSl-1064-A1-R4_MC08g08323	505.641	521.051
MvSl-1064-A2-R4_MC08-1g08589	10.0064	20.1619	MvSl-1064-A1-R4_MC08g08324	20.0839	16.0559
MvSl-1064-A2-R4_MC08-1g08590	251.919	291.148	MvSl-1064-A1-R4_MC08g08325	307.726	246.688
MvSl-1064-A2-R4_MC08-1g08591	98.2013	84.5375	MvSl-1064-A1-R4_MC08g08326	121.78	96.1225
MvSl-1064-A2-R4_MC08-1g08592	185.055	181.137	MvSl-1064-A1-R4_MC08g08327	163.902	119.959
MvSl-1064-A2-R4_MC08-1g08593	305	233	MvSl-1064-A1-R4_MC08g08328	295	317
MvSl-1064-A2-R4_MC08-1g08594	2930	2020	MvSl-1064-A1-R4_MC08g08329	1635	3303
MvSl-1064-A2-R4_MC08-1g08595	1195	1076	MvSl-1064-A1-R4_MC08g08330	1039	1189
MvSl-1064-A2-R4_MC08-1g08596	97	100	MvSl-1064-A1-R4_MC08g08331	59	48
MvSl-1064-A2-R4_MC08-1g08597	206	178	MvSl-1064-A1-R4_MC08g08332	149	215
MvSl-1064-A2-R4_MC08-1g08598	2887	2609	MvSl-1064-A1-R4_MC08g08333	2390	2840
MvSl-1064-A2-R4_MC08-1g08599	3161	3049	MvSl-1064-A1-R4_MC08g08334	2541	2606
MvSl-1064-A2-R4_MC08-1g08600	3987	3326	MvSl-1064-A1-R4_MC08g08335	2861	3240
MvSl-1064-A2-R4_MC08-1g08601	4402	6831	MvSl-1064-A1-R4_MC08g08336	3807	2714
MvSl-1064-A2-R4_MC08-1g08602	44	38	MvSl-1064-A1-R4_MC08g08337	27	16
MvSl-1064-A2-R4_MC08-1g08603	1083	1100	MvSl-1064-A1-R4_MC08g08338	962	785
MvSl-1064-A2-R4_MC08-1g08604	2570	2055	MvSl-1064-A1-R4_MC08g08339	1688	2253
MvSl-1064-A2-R4_MC08-1g08605	1553	1448	MvSl-1064-A1-R4_MC08g08340	1209	1262
MvSl-1064-A2-R4_MC08-1g08606	3157	3157	MvSl-1064-A1-R4_MC08g08341	2603	2724
MvSl-1064-A2-R4_MC08-1g08607	2336	2423	MvSl-1064-A1-R4_MC08g08342	1918	1966
MvSl-1064-A2-R4_MC08-1g08608	5558	5440	MvSl-1064-A1-R4_MC08g08343	6007	5071
MvSl-1064-A2-R4_MC08-1g08609	37463	40741	MvSl-1064-A1-R4_MC08g08344	27994	25535
MvSl-1064-A2-R4_MC08-1g08610	2453	2324	MvSl-1064-A1-R4_MC08g08345	1942	2129
MvSl-1064-A2-R4_MC08-1g08611	2525	2241	MvSl-1064-A1-R4_MC08g08346	2385	2357
MvSl-1064-A2-R4_MC08-1g08612	387	332	MvSl-1064-A1-R4_MC08g08347	358	349
MvSl-1064-A2-R4_MC08-1g08613	75	87	MvSl-1064-A1-R4_MC08g08348	54	55
MvSl-1064-A2-R4_MC08-1g08614	1332.22	1607.47	MvSl-1064-A1-R4_MC08g08349	1345.64	1179.73
MvSl-1064-A2-R4_MC08-1g08615	4791	5870	MvSl-1064-A1-R4_MC08g08350	4446	3228
MvSl-1064-A2-R4_MC08-1g08616	5319	6827	MvSl-1064-A1-R4_MC08g08351	6467	5520
MvSl-1064-A2-R4_MC08-1g08617	3435	2775	MvSl-1064-A1-R4_MC08g08352	3016	4361
MvSl-1064-A2-R4_MC08-1g08618	4075	4085	MvSl-1064-A1-R4_MC08g08353	4488	4580
MvSl-1064-A2-R4_MC08-1g08619	4426	4155	MvSl-1064-A1-R4_MC08g08354	3894	3751
MvSl-1064-A2-R4_MC08-1g08620	217	213	MvSl-1064-A1-R4_MC08g08355	199	178
MvSl-1064-A2-R4_MC08-1g08621	1008	906	MvSl-1064-A1-R4_MC08g08356	791	885
MvSl-1064-A2-R4_MC08-1g08622	1029	766	MvSl-1064-A1-R4_MC08g08357	847	1027
MvSl-1064-A2-R4_MC08-1g08623	1394	1340	MvSl-1064-A1-R4_MC08g08358	1145	1198
MvSl-1064-A2-R4_MC08-1g08624	2612	2337	MvSl-1064-A1-R4_MC08g08359	2078	2469
MvSl-1064-A2-R4_MC08-1g08625	963	909	MvSl-1064-A1-R4_MC08g08360	794	667
MvSl-1064-A2-R4_MC08-1g08626	531	558	MvSl-1064-A1-R4_MC08g08361	552	407
MvSl-1064-A2-R4_MC08-1g08627	65.6511	61.4279	MvSl-1064-A1-R4_MC08g08362	51.528	61.4123
MvSl-1064-A2-R4_MC08-1g08628	76.3192	81.8967	MvSl-1064-A1-R4_MC08g08363	40.4322	37.509
MvSl-1064-A2-R4_MC08-1g08629	819	514	MvSl-1064-A1-R4_MC08g08364	590	1014
MvSl-1064-A2-R4_MC08-1g08630	781	791	MvSl-1064-A1-R4_MC08g08365	675	821
MvSl-1064-A2-R4_MC08-1g08631	2498.01	2921.49	MvSl-1064-A1-R4_MC08g08366	2475.22	2686.7
MvSl-1064-A2-R4_MC08-1g08632	83.8268	149.671	MvSl-1064-A1-R4_MC08g08367	115.466	63.3311
MvSl-1064-A2-R4_MC08-1g08633	663.096	1009.28	MvSl-1064-A1-R4_MC08g08368	492.325	440.137
MvSl-1064-A2-R4_MC08-1g08634	303.16	450.292	MvSl-1064-A1-R4_MC08g08369	108.234	71.279
MvSl-1064-A2-R4_MC08-1g08635	4600	5745	MvSl-1064-A1-R4_MC08g08370	4286	3075
MvSl-1064-A2-R4_MC08-1g08636	2.32162	1.96423	MvSl-1064-A1-R4_MC08g08371	12.1564	2
MvSl-1064-A2-R4_MC08-1g08637	2551	2151	MvSl-1064-A1-R4_MC08g08372	2379	3112
MvSl-1064-A2-R4_MC08-1g08638	2937	3665	MvSl-1064-A1-R4_MC08g08373	2602	2368
MvSl-1064-A2-R4_MC08-1g08639	437	292	MvSl-1064-A1-R4_MC08g08374	255	491
MvSl-1064-A2-R4_MC08-1g08640	676	591	MvSl-1064-A1-R4_MC08g08375	499	677
MvSl-1064-A2-R4_MC08-1g08641	9	6	MvSl-1064-A1-R4_MC08g08376	5	5
MvSl-1064-A2-R4_MC08-1g08642	21	28	MvSl-1064-A1-R4_MC08g08377	5.03541	9.16317
MvSl-1064-A2-R4_MC08-1g08643	2	0	MvSl-1064-A1-R4_MC08g08378	1	3
MvSl-1064-A2-R4_MC08-1g08644	1408	1242	MvSl-1064-A1-R4_MC08g08379	1043	1393
MvSl-1064-A2-R4_MC08-1g08645	99	159	MvSl-1064-A1-R4_MC08g08380	95	95
MvSl-1064-A2-R4_MC08-1g08646	1470	1502	MvSl-1064-A1-R4_MC08g08381	1602	1290
MvSl-1064-A2-R4_MC08-1g08647	955	816	MvSl-1064-A1-R4_MC08g08382	665	859
MvSl-1064-A2-R4_MC08-1g08648	5364	4670	MvSl-1064-A1-R4_MC08g08383	5076	5587
MvSl-1064-A2-R4_MC08-1g08649	669.073	744.688	MvSl-1064-A1-R4_MC08g08384	622.288	603.48
