gida2	gidmvsd	dnds	dn	ds
MvSl-1064-A2-R4_MC01g02403	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00466	1.3629	0.0088	0.0064
MvSl-1064-A2-R4_MC04-1g05992	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06735	0.2736	0.004	0.0145
MvSl-1064-A2-R4_MC11g10677	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04233	0.8981	0.0066	0.0074
MvSl-1064-A2-R4_MC11g10525	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04385	0.4537	0.006	0.0133
MvSl-1064-A2-R4_MC07g07841	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08710	0.6473	0.0024	0.0037
MvSl-1064-A2-R4_MC06-2g07395	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10754	0.5751	0.0017	0.003
MvSl-1064-A2-R4_A2g00329	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04968	0.1313	0.0019	0.0145
MvSl-1064-A2-R4_MC04-1g06038	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06778	0.1853	0.0025	0.0133
MvSl-1064-A2-R4_MC01g03004	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01056	1.3132	0.0035	0.0027
MvSl-1064-A2-R4_MC07g08424	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10576	1.4855	0.0101	0.0068
MvSl-1064-A2-R4_MC12g11451	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06172	0.0828	0.0015	0.0182
MvSl-1064-A2-R4_MC05g06779	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05465	0.4499	0.0042	0.0094
MvSl-1064-A2-R4_MC03g05421	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02228	0.2716	0.0024	0.0089
MvSl-1064-A2-R4_MC01g02221	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00238	0.0973	0.0025	0.0256
MvSl-1064-A2-R4_A2g01277	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09036	0.9389	0.0095	0.0101
MvSl-1064-A2-R4_MC04-1g06056	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06793	0.0529	0.0034	0.0643
MvSl-1064-A2-R4_MC13g11800	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07991	0.0996	0.0005	0.0055
MvSl-1064-A2-R4_MC04-1g05878	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06616	0.1101	0.0018	0.0167
MvSl-1064-A2-R4_MC05g06782	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05462	0.1214	0.0019	0.016
MvSl-1064-A2-R4_MC04-1g06023	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06765	0.6019	0.0048	0.008
MvSl-1064-A2-R4_MC04-1g06016	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06760	0.3169	0.002	0.0064
MvSl-1064-A2-R4_MC14g12099	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07481	0.394	0.0027	0.0067
MvSl-1064-A2-R4_A2g00904	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09184	0.5505	0.003	0.0055
MvSl-1064-A2-R4_MC04-2g06277	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10098	0.8023	0.0055	0.0068
MvSl-1064-A2-R4_MC12g11328	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06045	0.3806	0.0025	0.0066
MvSl-1064-A2-R4_MC01g02012	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00036	0.0816	0.001	0.0127
MvSl-1064-A2-R4_MC04-1g05961	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06704	0.4295	0.0025	0.0058
MvSl-1064-A2-R4_MC03g04750	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01521	1.5667	0.0079	0.005
MvSl-1064-A2-R4_MC03g05057	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01837	0.4356	0.008	0.0183
MvSl-1064-A2-R4_MC07g08489	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10650	0.001	0	0.0126
MvSl-1064-A2-R4_A2g00063	MvSdioicae-1303-FR02-T-N202-PbcR_C024g11405	0.3828	0.0085	0.0221
MvSl-1064-A2-R4_MC04-2g06314	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10139	0.9098	0.0055	0.006
MvSl-1064-A2-R4_MC07g08419	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10582	0.5832	0.0031	0.0052
MvSl-1064-A2-R4_MC04-1g06143	MvSdioicae-1303-FR02-T-N202-PbcR_C018g09969	98.9996	0.0049	0
MvSl-1064-A2-R4_MC02g04333	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03169	0.6987	0.0039	0.0056
MvSl-1064-A2-R4_MC02g03816	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02670	0.4404	0.0047	0.0106
MvSl-1064-A2-R4_MC10g10267	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09788	0.7649	0.0072	0.0094
MvSl-1064-A2-R4_MC03g05102	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01886	0.6686	0.0059	0.0088
MvSl-1064-A2-R4_MC01g02859	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00913	0.3325	0.0032	0.0095
MvSl-1064-A2-R4_MC04-1g05843	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06580	0.871	0.0074	0.0085
MvSl-1064-A2-R4_MC07g08099	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08981	0.8471	0.0041	0.0049
MvSl-1064-A2-R4_MC09g09789	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03795	0.2027	0.0047	0.0232
MvSl-1064-A2-R4_MC07g07986	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08863	0.373	0.0033	0.009
MvSl-1064-A2-R4_MC06-2g07496	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10269	1.5445	0.0061	0.004
MvSl-1064-A2-R4_MC04-1g05899	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06640	0.4821	0.0025	0.0051
MvSl-1064-A2-R4_MC06-2g07787	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12039	0.001	0	0
MvSl-1064-A2-R4_MC12g11309	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06025	0.1462	0.0017	0.0113
MvSl-1064-A2-R4_MC07g07875	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08742	0.3661	0.0114	0.0312
MvSl-1064-A2-R4_MC04-1g05968	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06711	0.001	0	0.0128
MvSl-1064-A2-R4_MC04-1g05967	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06710	0.4938	0.0022	0.0045
MvSl-1064-A2-R4_MC17g12473	MvSdioicae-1303-FR02-T-N202-PbcR_C030g12452	0.2124	0.0029	0.0136
MvSl-1064-A2-R4_MC04-1g06085	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06823	0.8293	0.0076	0.0092
MvSl-1064-A2-R4_MC03g05327	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02045	0.4525	0.0034	0.0075
MvSl-1064-A2-R4_MC09g09703	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03700	0.1186	0.001	0.0088
MvSl-1064-A2-R4_MC04-1g05764	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06501	0.2526	0.0015	0.006
MvSl-1064-A2-R4_MC07g07904	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08771	0.001	0	0
MvSl-1064-A2-R4_MC09g09549	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03551	0.2469	0.0041	0.0164
MvSl-1064-A2-R4_MC09g09629	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03627	0.2886	0.0059	0.0203
MvSl-1064-A2-R4_MC06-2g07770	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12060	1.6055	0.0039	0.0024
MvSl-1064-A2-R4_MC13g11876	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07922	1.3597	0.0072	0.0053
MvSl-1064-A2-R4_MC04-1g05871	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06609	0.0565	0.0011	0.0193
MvSl-1064-A2-R4_MC05g06449	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10989	0.256	0.0027	0.0106
MvSl-1064-A2-R4_MC06-1g07189	MvSdioicae-1303-FR02-T-N202-PbcR_C030g12380	0.3288	0.0013	0.0038
MvSl-1064-A2-R4_MC03g04969	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01747	0.2734	0.0048	0.0175
MvSl-1064-A2-R4_MC12g11115	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05831	0.1983	0.0032	0.0159
MvSl-1064-A2-R4_MC04-1g06007	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06751	0.0943	0.0009	0.0092
MvSl-1064-A2-R4_MC12g11373	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06092	0.2842	0.0034	0.0119
MvSl-1064-A2-R4_MC04-1g05885	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06626	1.1645	0.0039	0.0034
MvSl-1064-A2-R4_MC07g07896	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08763	0.4629	0.0044	0.0096
MvSl-1064-A2-R4_MC02g03473	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02315	98.9996	0.0037	0
MvSl-1064-A2-R4_MC06-2g07553	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10326	0.317	0.0026	0.0081
MvSl-1064-A2-R4_MC04-1g06144	MvSdioicae-1303-FR02-T-N202-PbcR_C018g09970	0.3431	0.0046	0.0133
MvSl-1064-A2-R4_MC08-1g08726	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07060	0.583	0.0062	0.0107
MvSl-1064-A2-R4_MC15g12373	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07686	0.4488	0.004	0.0089
MvSl-1064-A2-R4_MC04-1g05846	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06583	98.9996	0.0022	0
MvSl-1064-A2-R4_A2g00431	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04691	0.8323	0.0037	0.0045
MvSl-1064-A2-R4_MC03g05260	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02102	98.9996	0.0034	0
MvSl-1064-A2-R4_MC09g09837	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03841	0.001	0	0.0161
MvSl-1064-A2-R4_MC04-1g05894	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06635	0.3455	0.0021	0.0062
MvSl-1064-A2-R4_MC02g03481	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02323	0.2152	0.0009	0.0041
MvSl-1064-A2-R4_A2g01798	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12501	0.3993	0.0034	0.0085
MvSl-1064-A2-R4_MC05g06652	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05606	0.2597	0.0014	0.0054
MvSl-1064-A2-R4_MC04-1g05886	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06627	2.6432	0.0068	0.0026
MvSl-1064-A2-R4_MC08-1g08555	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06885	2.7022	0.0226	0.0084
MvSl-1064-A2-R4_MC04-1g05858	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06596	1.9606	0.0066	0.0033
MvSl-1064-A2-R4_MC09g09495	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03505	0.8885	0.0035	0.0039
MvSl-1064-A2-R4_MC05g06431	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10974	0.4182	0	0
MvSl-1064-A2-R4_MC06-2g07755	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12075	0.2294	0.0011	0.0049
MvSl-1064-A2-R4_MC07g08066	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08949	0.4467	0	0
MvSl-1064-A2-R4_MC04-1g06243	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10069	0.577	0.0035	0.006
MvSl-1064-A2-R4_MC04-1g06231	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10059	0.1251	0.0017	0.0132
MvSl-1064-A2-R4_A2g01268	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09048	98.9996	0.003	0
MvSl-1064-A2-R4_MC09g09639	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03635	0.1063	0.0017	0.016
MvSl-1064-A2-R4_MC07g07987	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08864	0.001	0	0.0076
MvSl-1064-A2-R4_MC01g02777	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00824	0.2361	0.0039	0.0164
MvSl-1064-A2-R4_MC01g02660	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00715	0.001	0	0
MvSl-1064-A2-R4_MC04-1g05748	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06485	0.8148	0.0037	0.0045
MvSl-1064-A2-R4_MC13g11793	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07998	0.7705	0.0035	0.0045
MvSl-1064-A2-R4_MC04-1g05879	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06617	0.6314	0.0087	0.0138
MvSl-1064-A2-R4_A2g01653	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09107	0.1941	0.0037	0.0189
MvSl-1064-A2-R4_MC05g06748	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05506	0.4749	0.006	0.0126
MvSl-1064-A2-R4_MC05g06429	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10972	0.728	0	0
MvSl-1064-A2-R4_A2g00062	MvSdioicae-1303-FR02-T-N202-PbcR_C024g11406	0.5092	0.0058	0.0114
MvSl-1064-A2-R4_MC05g06677	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05576	98.9996	0.0015	0
MvSl-1064-A2-R4_MC04-2g06320	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10145	0.3277	0.0022	0.0068
MvSl-1064-A2-R4_MC04-1g06003	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06746	0.8961	0.0072	0.008
MvSl-1064-A2-R4_MC04-2g06325	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10148	0.6008	0.006	0.0099
MvSl-1064-A2-R4_MC03g04712	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01478	98.9996	0.0033	0
MvSl-1064-A2-R4_MC04-1g05832	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06569	0.5425	0.0038	0.0069
MvSl-1064-A2-R4_MC01g02576	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00634	0.479	0.0045	0.0093
MvSl-1064-A2-R4_MC01g03321	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11235	0.4606	0.0045	0.0097
MvSl-1064-A2-R4_MC09g09399	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03412	0.281	0.0036	0.013
MvSl-1064-A2-R4_MC04-1g05767	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06504	0.1795	0.002	0.0112
MvSl-1064-A2-R4_MC12g11461	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06182	0.6546	0.0058	0.0089
MvSl-1064-A2-R4_MC12g11301	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06017	1.3092	0.0059	0.0045
MvSl-1064-A2-R4_MC09g09700	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03697	0.6495	0.0051	0.0079
MvSl-1064-A2-R4_MC13g11850	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07946	0.1716	0.003	0.0175
MvSl-1064-A2-R4_MC04-1g06156	MvSdioicae-1303-FR02-T-N202-PbcR_C018g09982	0.2152	0.0023	0.0108
MvSl-1064-A2-R4_MC13g11808	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07982	0.3708	0.0028	0.0076
MvSl-1064-A2-R4_MC05g06963	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05281	0.001	0	0.0077
MvSl-1064-A2-R4_MC04-2g06315	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10140	0.4749	0.0048	0.0102
MvSl-1064-A2-R4_MC04-1g06122	MvSdioicae-1303-FR02-T-N202-PbcR_C018g09948	3.1613	0.0108	0.0034
MvSl-1064-A2-R4_MC04-1g05955	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06698	98.9996	0.0028	0
MvSl-1064-A2-R4_MC07g08425	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10575	0.4586	0.001	0.0022
MvSl-1064-A2-R4_A2g00366	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04827	98.9996	0.0047	0
MvSl-1064-A2-R4_MC09g09652	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03648	1.5759	0.0047	0.003
MvSl-1064-A2-R4_MC05g06614	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05655	98.9996	0.0014	0
MvSl-1064-A2-R4_MC09g09480	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03491	0.001	0	0.0181
MvSl-1064-A2-R4_MC06-2g07563	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10335	98.9996	0.0023	0
MvSl-1064-A2-R4_MC04-1g05892	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06633	0.1067	0.0024	0.0225
MvSl-1064-A2-R4_MC04-1g06013	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06757	0.0398	0.0005	0.0125
MvSl-1064-A2-R4_MC04-2g06281	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10102	0.9234	0.0063	0.0068
MvSl-1064-A2-R4_MC10g09930	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09439	0.0626	0.0007	0.0119
MvSl-1064-A2-R4_MC09g09547	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03549	0.1024	0.001	0.0094
MvSl-1064-A2-R4_MC04-1g05976	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06719	0.3808	0.0013	0.0034
MvSl-1064-A2-R4_MC06-1g07182	MvSdioicae-1303-FR02-T-N202-PbcR_C030g12387	0.2484	0.0031	0.0125
MvSl-1064-A2-R4_MC09g09632	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03630	0.2493	0.0028	0.0111
MvSl-1064-A2-R4_MC01g02837	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00889	0.3401	0	0
MvSl-1064-A2-R4_MC04-1g05749	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06486	1.4902	0.0103	0.0069
MvSl-1064-A2-R4_MC07g07898	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08765	0.1731	0.0012	0.0068
MvSl-1064-A2-R4_MC06-2g07497	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10270	0.0856	0.0012	0.0145
MvSl-1064-A2-R4_MC01g02884	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00934	0.1659	0.0016	0.0095
MvSl-1064-A2-R4_MC01g02779	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00826	0.324	0.0022	0.0069
MvSl-1064-A2-R4_MC13g11847	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07949	0.6274	0.006	0.0095
MvSl-1064-A2-R4_MC02g03854	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02704	98.9996	0.0023	0
MvSl-1064-A2-R4_MC04-1g05851	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06589	98.9996	0.0057	0.0001
MvSl-1064-A2-R4_MC12g11492	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06211	0.1482	0.0021	0.0139
MvSl-1064-A2-R4_MC09g09500	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03510	0.4417	0.0054	0.0123
MvSl-1064-A2-R4_MC04-1g05860	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06598	0.2693	0.0015	0.0057
MvSl-1064-A2-R4_MC09g09537	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03539	0.2766	0.0027	0.0097
MvSl-1064-A2-R4_MC04-1g05972	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06715	0.3413	0.0033	0.0098
MvSl-1064-A2-R4_MC05g06708	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05545	98.9996	0.0087	0.0001
MvSl-1064-A2-R4_MC07g07899	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08766	1.0921	0.0101	0.0092
MvSl-1064-A2-R4_MC04-1g05971	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06714	98.9996	0.0035	0
MvSl-1064-A2-R4_MC09g09678	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03675	0.001	0	0.0129
MvSl-1064-A2-R4_MC08-1g08894	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07231	1.2432	0.0041	0.0033
MvSl-1064-A2-R4_MC04-1g06095	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06836	0.4312	0.0024	0.0055
MvSl-1064-A2-R4_MC11g10484	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04440	0.457	0.006	0.0132
MvSl-1064-A2-R4_MC03g04957	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01737	0.1434	0.0021	0.0146
MvSl-1064-A2-R4_MC13g11974	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07826	0.3808	0.003	0.008
MvSl-1064-A2-R4_MC12g11055	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05764	0.4347	0.0019	0.0044
MvSl-1064-A2-R4_MC04-1g05807	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06546	0.0918	0.0024	0.0261
MvSl-1064-A2-R4_MC04-2g06319	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10144	98.9996	0.0026	0
MvSl-1064-A2-R4_MC13g11880	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07918	0.3268	0.0022	0.0068
MvSl-1064-A2-R4_MC04-1g05914	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06655	0.001	0	0.0103
MvSl-1064-A2-R4_MC04-1g05765	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06502	0.5857	0.0046	0.0079
MvSl-1064-A2-R4_MC12g11153	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05868	0.6434	0.0052	0.0081
MvSl-1064-A2-R4_MC04-1g06024	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06766	0.4333	0.0026	0.006
MvSl-1064-A2-R4_MC09g09578	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03580	0.0752	0.0015	0.0198
MvSl-1064-A2-R4_MC05g06771	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05473	0.36	0.0039	0.0108
MvSl-1064-A2-R4_MC12g11206	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05925	0.4665	0.0039	0.0084
MvSl-1064-A2-R4_MC04-1g05993	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06736	0.6245	0.0026	0.0042
MvSl-1064-A2-R4_MC04-1g06011	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06755	0.8512	0.004	0.0047
MvSl-1064-A2-R4_MC03g05062	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01842	1.8889	0.0042	0.0022
MvSl-1064-A2-R4_MC03g05278	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02121	0.2463	0.0033	0.0134
MvSl-1064-A2-R4_MC04-1g06014	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06758	0.0849	0.0005	0.0062
MvSl-1064-A2-R4_MC04-1g05910	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06652	0.2597	0.0031	0.012
MvSl-1064-A2-R4_MC04-1g06026	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06768	0.2405	0.0017	0.0071
MvSl-1064-A2-R4_MC12g11037	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05744	0.5997	0.007	0.0117
MvSl-1064-A2-R4_MC01g02397	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00460	0.3513	0.0024	0.0069
MvSl-1064-A2-R4_MC07g08035	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08912	0.091	0.0009	0.0104
MvSl-1064-A2-R4_MC01g02815	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00865	0.2996	0.0024	0.0079
MvSl-1064-A2-R4_MC03g04743	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01514	1.947	0.0046	0.0023
MvSl-1064-A2-R4_MC06-2g07725	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12117	0.2038	0.0017	0.0082
MvSl-1064-A2-R4_MC03g05274	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02117	0.1759	0.0046	0.0264
MvSl-1064-A2-R4_MC02g03784	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02575	0.4586	0	0
MvSl-1064-A2-R4_MC06-2g07425	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10722	0.1728	0.0024	0.0137
MvSl-1064-A2-R4_A2g00759	MvSdioicae-1303-FR02-T-N202-PbcR_C026g11772	0.2051	0.003	0.0146
MvSl-1064-A2-R4_MC09g09657	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03653	0.2838	0.0028	0.0098
MvSl-1064-A2-R4_MC05g06900	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05340	0.001	0	0.0107
MvSl-1064-A2-R4_MC03g05076	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01857	2.0088	0.0052	0.0026
MvSl-1064-A2-R4_MC06-2g07498	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10271	0.375	0.0019	0.005
MvSl-1064-A2-R4_MC05g06433	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10976	0.456	0.0054	0.0118
MvSl-1064-A2-R4_MC03g05135	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01911	1.0696	0.0081	0.0076
MvSl-1064-A2-R4_MC04-1g06246	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10072	0.563	0.0032	0.0056
MvSl-1064-A2-R4_MC13g11647	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08162	0.142	0.001	0.0071
MvSl-1064-A2-R4_MC04-1g05876	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06614	98.9996	0.009	0.0001
MvSl-1064-A2-R4_MC05g06683	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05571	0.8439	0.0054	0.0064
MvSl-1064-A2-R4_MC09g09771	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03775	0.2724	0.0023	0.0083
MvSl-1064-A2-R4_MC09g09692	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03689	1.1434	0.0075	0.0066
MvSl-1064-A2-R4_MC05g06918	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05327	0.4696	0.0028	0.006
MvSl-1064-A2-R4_MC09g09735	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03732	0.5802	0.0043	0.0075
MvSl-1064-A2-R4_MC04-1g06039	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06779	0.8909	0.0061	0.0069
MvSl-1064-A2-R4_MC06-1g07151	MvSdioicae-1303-FR02-T-N202-PbcR_C030g12417	0.4455	0.0051	0.0114
MvSl-1064-A2-R4_MC05g06815	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05427	0.1481	0.0026	0.0176
MvSl-1064-A2-R4_A2g01513	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04587	2.5398	0.0065	0.0026
MvSl-1064-A2-R4_MC04-1g05735	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06467	2.3585	0.0062	0.0026
MvSl-1064-A2-R4_MC10g10075	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09580	0.1141	0.0014	0.0119
MvSl-1064-A2-R4_MC02g04184	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03020	0.2373	0.0022	0.0093
